category,alpha,calibration_rows_read,clipped_eigenvalues,decision_sets,effective_rank,eligible,entangle,feature_scale,final_test_rows_read,fold_count,gamma,gamma_multiplier,ineligible_folds,kernel_target_alignment_fqk,kernel_target_alignment_q01b,landmarks,layers,maximum_negative_eigenvalue,mean_fold_nrmse,mean_regret_m_s,minimum_eigenvalue_before_clip,model_view,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,pooled_oof_nrmse,pooled_oof_rmse,projection_id,qubits,regularized_condition_number,seed_index,status,track_id,validation_rows,wall_time_s,auroc,expected_calibration_error,false_negative_rate,false_positive_rate,pooled_oof_brier,precision_at_0_5,predicted_feasible_rate,recall_at_0_5
projected,1.0,0,23.8,7800,15.427996846726344,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490184031797846,0.18899971801043297,256,1,-6.589979130534764e-15,0.5562179032419208,19.30859432380872,-6.589979130534764e-15,projected,0.7806383866632138,0.6128773946080054,0.9574846223725464,0.10267798343455195,0.6614302105572715,1.5490014305004949,PX-03,8,804.5311476245736,7,complete,Q01b,39000,3.1217558000353165,,,,,,,,
projected,1.0,0,23.8,,15.427996846726344,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490184031797846,0.18899971801043297,256,1,-6.589979130534764e-15,,,-6.589979130534764e-15,projected,0.7806383866632138,0.6128773946080054,0.9574846223725464,0.10267798343455195,,,PX-03,8,804.5311476245736,7,complete,FQK,39000,3.1217558000353165,0.7433154112807878,0.11350415912421408,0.8907173484760691,0.08794573771031576,0.15616801273910674,0.2609297177642501,0.09266666666666666,0.10928265152393093
projected,1.0,0,20.8,7800,15.42869208015965,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.1548997330925268,0.18895660285533217,256,1,-1.7235813900143428e-14,0.5552292300508329,19.339330957763334,-1.7235813900143428e-14,projected,0.7806381812294979,0.6128812849984052,0.9574856863172274,0.10267831385220175,0.6596904024738364,1.544926979156994,PX-03,8,804.5309018344088,8,complete,Q01b,39000,3.20517580001615,,,,,,,,
projected,1.0,0,20.8,,15.42869208015965,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.1548997330925268,0.18895660285533217,256,1,-1.7235813900143428e-14,,,-1.7235813900143428e-14,projected,0.7806381812294979,0.6128812849984052,0.9574856863172274,0.10267831385220175,,,PX-03,8,804.5309018344088,8,complete,FQK,39000,3.20517580001615,0.7434297007632947,0.11338203559862228,0.8908332367597636,0.08778110697705048,0.15617409934658252,0.26108647450110867,0.09251282051282052,0.10916676324023641
projected,1.0,0,20.4,7800,15.384426006662512,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15491401975924246,0.1888435017438319,256,1,-5.515462465652188e-15,0.558008358304956,19.321413114556027,-5.515462465652188e-15,projected,0.7806357151752398,0.6128780685408424,0.9574827952740546,0.10267722380742603,0.662939854599806,1.552536861365472,PX-03,8,804.5289432583808,9,complete,Q01b,39000,3.14750640001148,,,,,,,,
projected,1.0,0,20.4,,15.384426006662512,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15491401975924246,0.1888435017438319,256,1,-5.515462465652188e-15,,,-5.515462465652188e-15,projected,0.7806357151752398,0.6128780685408424,0.9574827952740546,0.10267722380742603,,,PX-03,8,804.5289432583808,9,complete,FQK,39000,3.14750640001148,0.7433899539552508,0.11298247438795476,0.8914126781782362,0.08755062395047908,0.15610158563021603,0.260567296996663,0.0922051282051282,0.10858732182176382
projected,1.0,0,24.6,7800,15.3895041967728,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15491051282736976,0.18884339283791104,256,1,-3.4850893209410942e-15,0.5561423713185221,19.32654131968423,-3.4850893209410942e-15,projected,0.7806368016278216,0.6128808674667561,0.9574795140106108,0.10267697492818821,0.6610642755972338,1.5481444485127946,PX-03,8,804.5297661133022,10,complete,Q01b,39000,3.142619599995669,,,,,,,,
projected,1.0,0,24.6,,15.3895041967728,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15491051282736976,0.18884339283791104,256,1,-3.4850893209410942e-15,,,-3.4850893209410942e-15,projected,0.7806368016278216,0.6128808674667561,0.9574795140106108,0.10267697492818821,,,PX-03,8,804.5297661133022,10,complete,FQK,39000,3.142619599995669,0.7437688412185477,0.11294361490775534,0.8914126781782362,0.08761647624378519,0.15605241256155378,0.2604224569205114,0.09225641025641025,0.10858732182176382
projected,1.0,0,18.6,7800,15.425709702138226,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490427825926215,0.18890652278875644,256,1,-2.6221924998923265e-15,0.5561106852274763,19.298353091489744,-2.6221924998923265e-15,projected,0.7806377915250897,0.6128786241737547,0.9574869204937089,0.1026782828652226,0.660383064750423,1.5465491228694535,PX-03,8,804.5307099939932,11,complete,Q01b,39000,3.176891400013119,,,,,,,,
projected,1.0,0,18.6,,15.425709702138226,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490427825926215,0.18890652278875644,256,1,-2.6221924998923265e-15,,,-2.6221924998923265e-15,projected,0.7806377915250897,0.6128786241737547,0.9574869204937089,0.1026782828652226,,,PX-03,8,804.5307099939932,11,complete,FQK,39000,3.176891400013119,0.743675608977935,0.11342668470555564,0.8911809016108472,0.08778110697705048,0.15614527976786957,0.2604715672676838,0.09243589743589743,0.10881909838915285
projected,1.0,0,20.2,7800,15.412294212674235,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490867710113718,0.18873313494664695,256,1,-6.955483941458683e-15,0.5556815064273012,19.3290784081709,-6.955483941458683e-15,projected,0.7806369351800837,0.6128799042556867,0.9574846795828507,0.10267791742053804,0.6612339229629994,1.5485417451709411,PX-03,8,804.5300336032421,12,complete,Q01b,39000,3.1367265000590123,,,,,,,,
projected,1.0,0,20.2,,15.412294212674235,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490867710113718,0.18873313494664695,256,1,-6.955483941458683e-15,,,-6.955483941458683e-15,projected,0.7806369351800837,0.6128799042556867,0.9574846795828507,0.10267791742053804,,,PX-03,8,804.5300336032421,12,complete,FQK,39000,3.1367265000590123,0.7434668662133355,0.11338252928770792,0.8907173484760691,0.08758355009713213,0.15617894314995343,0.2617263391618096,0.09238461538461538,0.10928265152393093
projected,1.0,0,22.6,7800,15.407814194442585,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490555365560646,0.18887591882648982,256,1,-5.6437179159604426e-15,0.5597935746415168,19.31885129424782,-5.6437179159604426e-15,projected,0.7806374840868692,0.6128754235154242,0.9574875336790335,0.10267757501401628,0.6662865590028227,1.5603744983904995,PX-03,8,804.5302867258295,13,complete,Q01b,39000,3.200509900052566,,,,,,,,
projected,1.0,0,22.6,,15.407814194442585,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490555365560646,0.18887591882648982,256,1,-5.6437179159604426e-15,,,-5.6437179159604426e-15,projected,0.7806374840868692,0.6128754235154242,0.9574875336790335,0.10267757501401628,,,PX-03,8,804.5302867258295,13,complete,FQK,39000,3.200509900052566,0.7432258135464547,0.11328207283573026,0.8909491250434581,0.08771525468374436,0.15611403936819143,0.2610263522884882,0.09243589743589743,0.1090508749565419
projected,1.0,0,19.6,7800,15.427352331589564,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490222229570424,0.18910466067863502,256,1,-3.8390873762528865e-15,0.5549506743171684,19.326538911830127,-3.8390873762528865e-15,projected,0.7806380667878607,0.6128804266324407,0.9574844733082382,0.10267792607823825,0.6595353875863066,1.544563950255834,PX-03,8,804.5308031584926,14,complete,Q01b,39000,3.2323140000225976,,,,,,,,
projected,1.0,0,19.6,,15.427352331589564,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490222229570424,0.18910466067863502,256,1,-3.8390873762528865e-15,,,-3.8390873762528865e-15,projected,0.7806380667878607,0.6128804266324407,0.9574844733082382,0.10267792607823825,,,PX-03,8,804.5308031584926,14,complete,FQK,39000,3.2323140000225976,0.7437583631563494,0.11311769569855185,0.8914126781782362,0.08761647624378519,0.15600845151075524,0.2604224569205114,0.09225641025641025,0.10858732182176382
projected,1.0,0,23.8,7800,15.421611115801989,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.1549021984902657,0.18894327264535007,256,1,-2.823875673510418e-15,0.5564316062749602,19.316288913756924,-2.823875673510418e-15,projected,0.7806378396640501,0.6128817194791377,0.9574864439864388,0.10267822893502976,0.660802873579071,1.5475322719088127,PX-03,8,804.5306298599062,15,complete,Q01b,39000,3.1305620999773964,,,,,,,,
projected,1.0,0,23.8,,15.421611115801989,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.1549021984902657,0.18894327264535007,256,1,-2.823875673510418e-15,,,-2.823875673510418e-15,projected,0.7806378396640501,0.6128817194791377,0.9574864439864388,0.10267822893502976,,,PX-03,8,804.5306298599062,15,complete,FQK,39000,3.1305620999773964,0.7433482534808392,0.11326869999526895,0.8909491250434581,0.08778110697705048,0.15616586178230052,0.26088161907402274,0.0924871794871795,0.1090508749565419
projected,1.0,0,24.4,7800,15.407041328358739,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490329523166715,0.18901973173438438,256,1,-2.634566163668654e-15,0.5559458279632727,19.313729501302824,-2.634566163668654e-15,projected,0.7806381282108015,0.612877605672066,0.9574844505933745,0.10267759029382033,0.6609345411700462,1.547840623846048,PX-03,8,804.5307597838824,16,complete,Q01b,39000,3.1431116999010555,,,,,,,,
projected,1.0,0,24.4,,15.407041328358739,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490329523166715,0.18901973173438438,256,1,-2.634566163668654e-15,,,-2.634566163668654e-15,projected,0.7806381282108015,0.612877605672066,0.9574844505933745,0.10267759029382033,,,PX-03,8,804.5307597838824,16,complete,FQK,39000,3.1431116999010555,0.7434488520357542,0.11310320613982365,0.8914126781782362,0.08764940239043825,0.1561394897920515,0.2603500972492359,0.09228205128205129,0.10858732182176382
projected,1.0,0,17.0,7800,15.426301157945499,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490467517943898,0.18903909731055873,256,1,-2.2039171488202177e-15,0.5559163947082981,19.329105422248336,-2.2039171488202177e-15,projected,0.7806383646131569,0.6128838969093644,0.9574856867962669,0.10267733720702232,0.6604470285463525,1.546698919491703,PX-03,8,804.5310343765989,17,complete,Q01b,39000,3.1532322999555618,,,,,,,,
projected,1.0,0,17.0,,15.426301157945499,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490467517943898,0.18903909731055873,256,1,-2.2039171488202177e-15,,,-2.2039171488202177e-15,projected,0.7806383646131569,0.6128838969093644,0.9574856867962669,0.10267733720702232,,,PX-03,8,804.5310343765989,17,complete,FQK,39000,3.1532322999555618,0.7436004901245237,0.1130762611376783,0.8914126781782362,0.0876823285370913,0.1561235622904847,0.2602777777777778,0.09230769230769231,0.10858732182176382
projected,1.0,0,22.8,7800,15.451934955517359,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15489558375537696,0.1890323797759898,256,1,-3.3094830018997504e-15,0.5573975640078654,19.326536629574232,-3.3094830018997504e-15,projected,0.7806386230332233,0.6128745721160218,0.9574842550460518,0.10267852801746535,0.6634442327363964,1.5537180630139928,PX-03,8,804.5312413163053,18,complete,Q01b,39000,3.1594516999903135,,,,,,,,
projected,1.0,0,22.8,,15.451934955517359,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15489558375537696,0.1890323797759898,256,1,-3.3094830018997504e-15,,,-3.3094830018997504e-15,projected,0.7806386230332233,0.6128745721160218,0.9574842550460518,0.10267852801746535,,,PX-03,8,804.5312413163053,18,complete,FQK,39000,3.1594516999903135,0.7435799880749273,0.11326277862325496,0.8907173484760691,0.08771525468374436,0.15608382719628278,0.26143609647906846,0.0924871794871795,0.10928265152393093
projected,1.0,0,22.0,7800,15.42835371914244,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.1549014337745692,0.1888916470972317,256,1,-3.727270641278224e-15,0.557147457566374,19.32910301439423,-3.727270641278224e-15,projected,0.7806379487147904,0.6128830301483962,0.9574840540127194,0.10267807956534829,0.6622797708153112,1.5509910131261377,PX-03,8,804.5306904881318,19,complete,Q01b,39000,3.1857074000290595,,,,,,,,
projected,1.0,0,22.0,,15.42835371914244,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.1549014337745692,0.1888916470972317,256,1,-3.727270641278224e-15,,,-3.727270641278224e-15,projected,0.7806379487147904,0.6128830301483962,0.9574840540127194,0.10267807956534829,,,PX-03,8,804.5306904881318,19,complete,FQK,39000,3.1857074000290595,0.743406348344994,0.11305159220948385,0.8912967898945416,0.08764940239043825,0.15613317434648702,0.26055555555555554,0.09230769230769231,0.10870321010545834
projected,1.0,0,27.2,7800,15.414651728321317,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490466378617254,0.18884086683658072,256,1,-3.7534600916073885e-15,0.5555971396779006,19.321413114556027,-3.7534600916073885e-15,projected,0.7806375580572794,0.6128766318256662,0.9574805286172234,0.10267741866203157,0.6601314802400541,1.5459599378575914,PX-03,8,804.5303640152471,20,complete,Q01b,39000,3.1730807999847457,,,,,,,,
projected,1.0,0,27.2,,15.414651728321317,True,False,1.0,0,5,0.055702902976317595,0.25,[],0.15490466378617254,0.18884086683658072,256,1,-3.7534600916073885e-15,,,-3.7534600916073885e-15,projected,0.7806375580572794,0.6128766318256662,0.9574805286172234,0.10267741866203157,,,PX-03,8,804.5303640152471,20,complete,FQK,39000,3.1730807999847457,0.7436937471675414,0.11325967957787308,0.8912967898945416,0.0876823285370913,0.15610240875595657,0.260483199111358,0.09233333333333334,0.10870321010545834
A02,1.0,0,22.2,7800,14.092285587982298,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.1226870883666928,0.20386690061489138,256,1,-2.3172909774128112e-15,0.47503680341977317,19.774436116325898,-2.3172909774128112e-15,A02,0.7663963108468791,0.5129577885617971,0.9675612468081752,0.13828859486190653,0.5623476098439036,1.316960184435538,PX-03,8,795.4631748383815,1,complete,Q01b,39000,6.420882799953688,,,,,,,,
A02,1.0,0,22.2,,14.092285587982298,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.1226870883666928,0.20386690061489138,256,1,-2.3172909774128112e-15,,,-2.3172909774128112e-15,A02,0.7663963108468791,0.5129577885617971,0.9675612468081752,0.13828859486190653,,,PX-03,8,795.4631748383815,1,complete,FQK,39000,6.420882799953688,0.5513692570274342,0.160085242650512,0.9240931741800904,0.048598992459912414,0.1909087224526087,0.30736743312998593,0.05464102564102564,0.07590682581990961
A02,1.0,0,21.6,7800,14.09098286733239,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268915711512329,0.2039284216712315,256,1,-1.3705811051383398e-14,0.4742778908715862,19.774436116325898,-1.3705811051383398e-14,A02,0.7663960153666619,0.5129551546089501,0.9675610719698617,0.1382885978851911,0.5608978166024332,1.3135649179824445,PX-03,8,795.4629425743888,2,complete,Q01b,39000,3.183812699979171,,,,,,,,
A02,1.0,0,21.6,,14.09098286733239,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268915711512329,0.2039284216712315,256,1,-1.3705811051383398e-14,,,-1.3705811051383398e-14,A02,0.7663960153666619,0.5129551546089501,0.9675610719698617,0.1382885978851911,,,PX-03,8,795.4629425743888,2,complete,FQK,39000,3.183812699979171,0.5516647090001162,0.16017779694700654,0.9240931741800904,0.048598992459912414,0.19089631402577328,0.30736743312998593,0.05464102564102564,0.07590682581990961
A02,1.0,0,26.8,7800,14.06844477803466,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12269759341075523,0.20391062773957272,256,1,-3.025151400094564e-15,0.4742576190813952,19.774436116325898,-3.025151400094564e-15,A02,0.7663952710963858,0.5129576296832143,0.9675574586446452,0.13828743667870552,0.5608282473974803,1.3134019940695798,PX-03,8,795.4623799458218,3,complete,Q01b,39000,3.1920974999666214,,,,,,,,
A02,1.0,0,26.8,,14.06844477803466,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12269759341075523,0.20391062773957272,256,1,-3.025151400094564e-15,,,-3.025151400094564e-15,A02,0.7663952710963858,0.5129576296832143,0.9675574586446452,0.13828743667870552,,,PX-03,8,795.4623799458218,3,complete,FQK,39000,3.1920974999666214,0.5513033379584222,0.1602129418976685,0.9242090624637849,0.048598992459912414,0.19092756896336657,0.30704225352112674,0.054615384615384614,0.07579093753621509
A02,1.0,0,23.6,7800,14.08634984870252,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268634762952717,0.20389422860756395,256,1,-3.1513886808033345e-15,0.4742578014889074,19.774436116325898,-3.1513886808033345e-15,A02,0.7663964921318686,0.5129549487568567,0.9675587899113249,0.13828856483801427,0.5611320293933155,1.314113420216433,PX-03,8,795.4631959792862,4,complete,Q01b,39000,3.1899273000308312,,,,,,,,
A02,1.0,0,23.6,,14.08634984870252,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268634762952717,0.20389422860756395,256,1,-3.1513886808033345e-15,,,-3.1513886808033345e-15,A02,0.7663964921318686,0.5129549487568567,0.9675587899113249,0.13828856483801427,,,PX-03,8,795.4631959792862,4,complete,FQK,39000,3.1899273000308312,0.5514864941803884,0.16009850991838664,0.9240931741800904,0.048598992459912414,0.19090617051341052,0.30736743312998593,0.05464102564102564,0.07590682581990961
A02,1.0,0,20.8,7800,14.114680935544303,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268229100845321,0.20392126882619865,256,1,-2.394032610770628e-15,0.47449978278732574,19.774436116325898,-2.394032610770628e-15,A02,0.7663964537416155,0.5129514386297973,0.9675605815309186,0.13828914460529673,0.5612140425021888,1.3143054864706452,PX-03,8,795.4632276950605,5,complete,Q01b,39000,3.1747927000396885,,,,,,,,
A02,1.0,0,20.8,,14.114680935544303,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268229100845321,0.20392126882619865,256,1,-2.394032610770628e-15,,,-2.394032610770628e-15,A02,0.7663964537416155,0.5129514386297973,0.9675605815309186,0.13828914460529673,,,PX-03,8,795.4632276950605,5,complete,FQK,39000,3.1747927000396885,0.5515405309895005,0.16010706679781372,0.9240931741800904,0.048598992459912414,0.19088662340024493,0.30736743312998593,0.05464102564102564,0.07590682581990961
A02,1.0,0,26.8,7800,14.075586392719657,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268785731632481,0.203851889891717,256,1,-1.8998958455767155e-14,0.47508475010033324,19.774436116325898,-1.8998958455767155e-14,A02,0.7663962694442203,0.5129551383072359,0.9675605227308001,0.13828882378942178,0.5622678897642361,1.31677348821956,PX-03,8,795.4631297086186,6,complete,Q01b,39000,3.151168499956839,,,,,,,,
A02,1.0,0,26.8,,14.075586392719657,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268785731632481,0.203851889891717,256,1,-1.8998958455767155e-14,,,-1.8998958455767155e-14,A02,0.7663962694442203,0.5129551383072359,0.9675605227308001,0.13828882378942178,,,PX-03,8,795.4631297086186,6,complete,FQK,39000,3.151168499956839,0.5515180809971684,0.16032140807785017,0.9240931741800904,0.048598992459912414,0.19090365810856877,0.30736743312998593,0.05464102564102564,0.07590682581990961
A02,1.0,0,24.6,7800,14.096742396693859,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268399932100671,0.20389515598621819,256,1,-1.1741944232295042e-14,0.47443762840984516,19.774436116325898,-1.1741944232295042e-14,A02,0.7663963806121924,0.5129578608535127,0.9675610392324685,0.13828893100361037,0.5610181945184478,1.3138468306636784,PX-03,8,795.4631427545389,7,complete,Q01b,39000,3.1217558000353165,,,,,,,,
A02,1.0,0,24.6,,14.096742396693859,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268399932100671,0.20389515598621819,256,1,-1.1741944232295042e-14,,,-1.1741944232295042e-14,A02,0.7663963806121924,0.5129578608535127,0.9675610392324685,0.13828893100361037,,,PX-03,8,795.4631427545389,7,complete,FQK,39000,3.1217558000353165,0.5512796764639969,0.16022881523734206,0.9240931741800904,0.048598992459912414,0.19091385498123928,0.30736743312998593,0.05464102564102564,0.07590682581990961
A02,1.0,0,22.2,7800,14.102552563974807,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268391371396696,0.20387713869478857,256,1,-3.9379673207615135e-15,0.4752689967146327,19.774436116325898,-3.9379673207615135e-15,A02,0.7663963667444692,0.512956459237514,0.9675593778117385,0.1382887966785659,0.5627597014009845,1.3179252604197111,PX-03,8,795.4631119306719,8,complete,Q01b,39000,3.20517580001615,,,,,,,,
A02,1.0,0,22.2,,14.102552563974807,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12268391371396696,0.20387713869478857,256,1,-3.9379673207615135e-15,,,-3.9379673207615135e-15,A02,0.7663963667444692,0.512956459237514,0.9675593778117385,0.1382887966785659,,,PX-03,8,795.4631119306719,8,complete,FQK,39000,3.20517580001615,0.551621562354702,0.16011888219215217,0.9240931741800904,0.048598992459912414,0.19089217315679377,0.30736743312998593,0.05464102564102564,0.07590682581990961
A02,1.0,0,21.8,7800,14.06047291476547,True,False,1.0,0,5,0.01790128768508387,0.25,[],0.12269392021562579,0.20381366611022694,256,1,-2.168587621110826e-15,0.47589364149358204,19.774436116325898,-2.168587621110826e-15,A02,0.7663959916495188,0.5129614459554798,0.9675586875128159,0.13828778521612722,0.5639771094738384,1.3207763047419303,PX-03,8,795.4629500215566,9,complete,Q01b,39000,3.14750640001148,,,,,,,,
