alpha,calibration_rows_read,clipped_eigenvalues,condition,decision_sets,effective_rank,eligible,entangle,feature_scale,final_test_rows_read,fold_count,gamma,gamma_multiplier,ineligible_folds,kernel_target_alignment_fqk,kernel_target_alignment_q01b,landmarks,layers,maximum_negative_eigenvalue,mean_fold_nrmse,mean_regret_m_s,minimum_eigenvalue_before_clip,model_view,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,pooled_oof_nrmse,pooled_oof_rmse,projection_id,qubits,regularized_condition_number,seed_index,status,track_id,validation_rows,wall_time_s,auroc,expected_calibration_error,false_negative_rate,false_positive_rate,pooled_oof_brier,precision_at_0_5,predicted_feasible_rate,recall_at_0_5
1.0,0,0.0,1024_shots,7800,15.532676043132739,True,False,1.0,0,5,0.055518987325006576,0.25,[],0.15502249653118688,0.1890204558174112,256,1,0.0,0.5560270538588271,19.29860220867295,7.953460925560235e-07,projected,0.7805630521109421,0.6131611420027486,0.9568717528736981,0.10239686801431765,0.6602133547881505,1.546151679616735,PX-03,8,804.29109817751,14,complete,Q01b,39000,1.7002865000395104,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.54144763096989,True,False,1.0,0,5,0.055522763431929044,0.25,[],0.15496533330273154,0.18856298339584288,256,1,0.0,0.5561292637613724,19.2856022013059,1.2471916198571187e-06,projected,0.7805402271963986,0.6130454421296141,0.956925065397435,0.1024334642630866,0.660488903392106,1.5467969860676452,PX-03,8,804.2730610001443,15,complete,Q01b,39000,1.6929962998838164,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.521216593074342,True,False,1.0,0,5,0.05554229418340321,0.25,[],0.15494069862567397,0.18854862500358485,256,1,0.0,0.5564712997797864,19.226671940516795,8.898251438623718e-07,projected,0.7804964682512769,0.6129530187887706,0.9568231871101236,0.10244026065068197,0.6611659889075336,1.5483826506097667,PX-03,8,804.2407533268412,16,complete,Q01b,39000,1.6356443999684416,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.535910400572913,True,False,1.0,0,5,0.05554574606879205,0.25,[],0.1547466671698899,0.18889560287169593,256,1,0.0,0.5558768943352961,19.339327651899744,1.4484197452832422e-06,projected,0.7805298835639353,0.6131449115578146,0.9567572405084009,0.10244416965375039,0.6600569057869038,1.5457852921689537,PX-03,8,804.2494715374878,17,complete,Q01b,39000,1.678599499980919,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.569673950864416,True,False,1.0,0,5,0.0555416490289667,0.25,[],0.1545013834683301,0.18896069666611032,256,1,0.0,0.5580726971032492,19.249662993373846,1.0196684169928619e-06,projected,0.7806026624181744,0.6131730282916685,0.9568102363100917,0.10242213235594244,0.6640767670265018,1.55519939317487,PX-03,8,804.3274305571151,18,complete,Q01b,39000,1.689017599914223,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.545497074843661,True,False,1.0,0,5,0.05555864496358296,0.25,[],0.15492897213561457,0.18853202230293103,256,1,0.0,0.557105444515932,19.270245887505897,1.0615003462216701e-06,projected,0.7805475626217369,0.6129235814994527,0.9568732019460763,0.10245306729336323,0.6625465888721153,1.5516158735348036,PX-03,8,804.2803528804036,19,complete,Q01b,39000,1.7019094000570476,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.534217155460144,True,False,1.0,0,5,0.055510101616437026,0.25,[],0.1546946272936168,0.18865726993570925,256,1,0.0,0.5565461976522461,19.329207370498587,8.681645782363703e-07,projected,0.780571381343249,0.61318454962279,0.9568668197937784,0.10241887217033421,0.6610527185787279,1.5481173831657449,PX-03,8,804.3151629461296,20,complete,Q01b,39000,1.6702312999987043,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.438201628388901,True,False,1.0,0,5,0.055692277841101964,0.25,[],0.15495136925942424,0.189132235652637,256,1,0.0,0.5567871875091065,19.277991038638334,2.411489695050866e-07,projected,0.7805387803578014,0.6128355306557518,0.9573078483799502,0.10265401519404176,0.6623558308054232,1.5511691377893397,PX-03,8,804.3726923000484,1,complete,Q01b,39000,1.6168491001008078,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.422774295864036,True,False,1.0,0,5,0.055689137576341974,0.25,[],0.1547775178599956,0.18910751115372937,256,1,0.0,0.5534399240498755,19.295819445497568,2.704368232655442e-07,projected,0.7805066999864748,0.6126870039862216,0.9572864950242513,0.10267318782439365,0.6567324884502946,1.537999849158043,PX-03,8,804.3425561761926,2,complete,Q01b,39000,1.6858154000365175,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.39603273539764,True,False,1.0,0,5,0.05567728732436985,0.25,[],0.1549883529375099,0.18880447405225262,256,1,0.0,0.5575108426009534,19.29579019293064,1.38994026167421e-07,projected,0.7805547596425197,0.612908303044693,0.9573695988433693,0.10263996326504794,0.6621827052453904,1.550763695558449,PX-03,8,804.3925793649238,3,complete,Q01b,39000,1.689076000067871,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.423505417571032,True,False,1.0,0,5,0.05569876781597934,0.25,[],0.15482028538848938,0.1889902329827624,256,1,0.0,0.5555547865461302,19.288221921121153,4.4734145447015825e-07,projected,0.7805124519416221,0.6127721146062273,0.9572949208291096,0.10264062042319191,0.6604048403760922,1.5466001191420355,PX-03,8,804.3401400311336,4,complete,Q01b,39000,1.6089267999632284,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.42764409818312,True,False,1.0,0,5,0.055682200172422244,0.25,[],0.15475310443224782,0.18895779234037943,256,1,0.0,0.5533543265061596,19.321426757293075,3.3991188221662897e-07,projected,0.7805564574261591,0.6128124803082345,0.9573240814180812,0.10264911012544539,0.6567034923142523,1.5379319431938285,PX-03,8,804.3834782800021,5,complete,Q01b,39000,1.609991000033915,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.381467884774187,True,False,1.0,0,5,0.05568980823570234,0.25,[],0.15480915405026927,0.18882068399301372,256,1,0.0,0.5564529912790018,19.311192122517436,3.968119967575029e-07,projected,0.7805500515104871,0.6127537620742629,0.9572908561960632,0.10265168749566027,0.6618204445585998,1.549915318340269,PX-03,8,804.3829266391765,6,complete,Q01b,39000,1.6499552999739535,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.427016465873887,True,False,1.0,0,5,0.055693206064555745,0.25,[],0.15483461154827863,0.18898319199502944,256,1,0.0,0.5548027007834317,19.31377899077718,4.059376834252182e-07,projected,0.7805305384965951,0.6128141691157336,0.9572374780299973,0.10264586019877382,0.6600191664568786,1.5456969105449183,PX-03,8,804.3600091837218,7,complete,Q01b,39000,1.6573786999797449,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.424621575452752,True,False,1.0,0,5,0.05567461298337691,0.25,[],0.1549238881519742,0.18874002339333487,256,1,0.0,0.5546850639554766,19.31632405675359,2.79630091466761e-07,projected,0.7805752258460069,0.6129482845339397,0.9573492971932449,0.10262424839855469,0.659122043237593,1.5435959403626858,PX-03,8,804.4123582737578,8,complete,Q01b,39000,1.6550225000246428,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.370346266593316,True,False,1.0,0,5,0.055701932533621254,0.25,[],0.1549204382519796,0.18872986449778836,256,1,0.0,0.5580369050531501,19.321489073531538,2.629547690234905e-07,projected,0.7805220366641055,0.6128132736652419,0.957360532180614,0.10265487738427552,0.6629357783133815,1.5525273151224945,PX-03,8,804.3540370921257,9,complete,Q01b,39000,1.6169243000331335,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.385179971012207,True,False,1.0,0,5,0.05569786706455654,0.25,[],0.15505208314804556,0.1888039093606658,256,1,0.0,0.5567071239155003,19.324016221990128,2.4665410450858374e-07,projected,0.7805025696221037,0.6127221696536272,0.9573314896751619,0.102669106682161,0.6617239164999729,1.5496892595686709,PX-03,8,804.3411531761373,10,complete,Q01b,39000,1.6716477000154555,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.422965010046628,True,False,1.0,0,5,0.05569563699385359,0.25,[],0.15488399180793197,0.18881228516082324,256,1,0.0,0.5566324396745139,19.288191301091285,3.2514383835504875e-07,projected,0.7805029897106304,0.612760502319717,0.95726378204042,0.10265523447399613,0.6606854394560207,1.5472572532875113,PX-03,8,804.3296329052108,11,complete,Q01b,39000,1.6584307000157423,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.404267588700478,True,False,1.0,0,5,0.05569213703584639,0.25,[],0.1549778312397668,0.1885465723957914,256,1,0.0,0.5550659692096745,19.303431446531796,3.906903402961813e-07,projected,0.7805166779811853,0.612675589879548,0.9573348794142869,0.10266393001906853,0.6604295316822166,1.5466579436379495,PX-03,8,804.3519158914838,12,complete,Q01b,39000,1.674677899980452,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.40181136771379,True,False,1.0,0,5,0.05569106962559146,0.25,[],0.15477037586376302,0.18876822667931986,256,1,0.0,0.5597068082765703,19.31639634733282,3.2498081679922766e-07,projected,0.7805270383040472,0.6127439759688148,0.9572925718704803,0.10266628342595471,0.6658479865181091,1.5593474068011581,PX-03,8,804.3645433242943,13,complete,Q01b,39000,1.6466132999630645,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.421664726423694,True,False,1.0,0,5,0.05569024697491588,0.25,[],0.1548340382288897,0.1891391449054572,256,1,0.0,0.5544069960550881,19.347029242630256,2.621995253366647e-07,projected,0.7805027480722166,0.6127395005344037,0.9572897313315103,0.10266570418970242,0.6587784686114722,1.5427913239740625,PX-03,8,804.3378223504363,14,complete,Q01b,39000,1.6399352001026273,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.426614304601433,True,False,1.0,0,5,0.055682732956722734,0.25,[],0.15469880963356006,0.18891354056519488,256,1,0.0,0.5565744864677822,19.280562514619742,3.49843820227587e-07,projected,0.7805631869615688,0.6128191627011873,0.9572920815401387,0.10264389109479048,0.6612671032274899,1.5486194499330457,PX-03,8,804.39584830786,15,complete,Q01b,39000,1.6647868000436574,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.406287460565471,True,False,1.0,0,5,0.055677341910806796,0.25,[],0.15481408344810793,0.1890603346445307,256,1,0.0,0.5557379123999553,19.301046819045514,2.3766409994356283e-07,projected,0.7805353105636399,0.6127863388874213,0.9572959343999174,0.10263876472625941,0.660678598220045,1.5472412318174553,PX-03,8,804.3704833117189,16,complete,Q01b,39000,1.6630913999979384,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.423557993823612,True,False,1.0,0,5,0.05569063349135859,0.25,[],0.15496588669144837,0.18912581889465652,256,1,0.0,0.5555258117800639,19.334349384408974,2.8072691739149914e-07,projected,0.7805249637695335,0.6127582647520156,0.9573476422672453,0.10266744302056456,0.6599548376091233,1.5455462590088909,PX-03,8,804.3536702230731,17,complete,Q01b,39000,1.6435216999961995,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.45498394676495,True,False,1.0,0,5,0.0556624557044505,0.25,[],0.15484479535379664,0.1888798423398462,256,1,0.0,0.5569891820446815,19.28034372085372,3.6871746970043766e-07,projected,0.7805454859075904,0.6128372829094445,0.9572833422923963,0.10262685916584628,0.6629281582182751,1.5525094696445711,PX-03,8,804.3679713485249,18,complete,Q01b,39000,1.7026181000983343,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.429038584958713,True,False,1.0,0,5,0.05569498568862056,0.25,[],0.1548859688247129,0.18886228826831988,256,1,0.0,0.5574506372891999,19.301138288567564,3.3689433646550056e-07,projected,0.7805006418679156,0.612725152687898,0.957317437443528,0.10264696555802275,0.6623660086534514,1.5511929732611758,PX-03,8,804.3324128963079,19,complete,Q01b,39000,1.694354899926111,,,,,,,,
1.0,0,0.0,4096_shots,7800,15.41416965495299,True,False,1.0,0,5,0.05568140896069971,0.25,[],0.1548758525033323,0.18873403031931835,256,1,0.0,0.5559545391341882,19.301013275905643,3.554722747436372e-07,projected,0.7805547958588398,0.612894973842179,0.9573229166596018,0.1026334297737866,0.6604131093622971,1.5466194842560808,PX-03,8,804.3915712372999,20,complete,Q01b,39000,1.669607299962081,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.43843293247981,True,False,1.0,0,5,0.061053453436179905,0.25,[],0.15488709176282311,0.18893635913841225,256,1,0.0,0.5573486745653031,19.3010719931391,3.102984781682367e-07,projected,0.7805503266661438,0.6128317768028104,0.9572947769447369,0.10263334183079897,0.6627508361778506,1.5520941996888105,PX-03,8,804.3690838226163,1,complete,Q01b,39000,1.6386231000651605,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.418338259467157,True,False,1.0,0,5,0.06106927378063796,0.25,[],0.1548977241986029,0.18891236111347484,256,1,0.0,0.553600058425252,19.24470401894359,5.28447395800614e-07,projected,0.7805168824622715,0.6127910722797278,0.9572465101931883,0.10265534571284715,0.657183266751409,1.5390555255122824,PX-03,8,804.3389937654669,2,complete,Q01b,39000,1.635304700001143,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.398722856747856,True,False,1.0,0,5,0.06104939642050918,0.25,[],0.15483829367499852,0.18885312318418218,256,1,0.0,0.5579446031203096,19.29082930095551,1.867858841060228e-07,projected,0.7805662361130341,0.6128985420003132,0.9572585098585413,0.10261003962252105,0.6626691291232316,1.5519028501821406,PX-03,8,804.386703753826,3,complete,Q01b,39000,1.7308853000286035,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.421942438622196,True,False,1.0,0,5,0.06107637091159619,0.25,[],0.15481119228159532,0.18899774766409996,256,1,0.0,0.556190536852235,19.311257582461927,6.224038199523445e-07,projected,0.7805299394198233,0.612815834507349,0.9573653641704605,0.10266759680304213,0.6613734942792214,1.5488686068186766,PX-03,8,804.3543182256327,4,complete,Q01b,39000,1.670467399933841,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.42721204256211,True,False,1.0,0,5,0.06103419730853783,0.25,[],0.1548533963082148,0.18878110749174667,256,1,0.0,0.5538358214831778,19.27032214640564,5.122879859232609e-07,projected,0.7806008730324243,0.6129618304188479,0.9572980296671764,0.1025971183142352,0.6573682091112057,1.5394886414711737,PX-03,8,804.414242444829,5,complete,Q01b,39000,1.6633548999670893,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.385887566255501,True,False,1.0,0,5,0.06108189192358536,0.25,[],0.15486476206091426,0.18882957438827047,256,1,0.0,0.5560171991154126,19.316343065986665,5.03040241996182e-07,projected,0.7804991860590658,0.612826774368977,0.9573226622004342,0.10266259784357208,0.6613558291131291,1.5488272368190752,PX-03,8,804.3263905198522,6,complete,Q01b,39000,1.6507648000260815,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.429298836074059,True,False,1.0,0,5,0.061044115040872704,0.25,[],0.15471986784060698,0.1887773060095675,256,1,0.0,0.556239349283898,19.303520979817822,4.0880050934500213e-07,projected,0.780563145974688,0.6128970933009548,0.9573324333766507,0.10262297698453812,0.6613915934167536,1.5489109931346938,PX-03,8,804.3881744630817,7,complete,Q01b,39000,1.6448603000026196,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.42836591998516,True,False,1.0,0,5,0.06106315045285361,0.25,[],0.15475367143659405,0.18887404287058393,256,1,0.0,0.5548285192614032,19.300950899223974,2.6278382182429934e-07,projected,0.7805210347822115,0.6128143332327565,0.9572834154445745,0.10262126982884723,0.6589978825863332,1.5433051689051025,PX-03,8,804.3427502882512,8,complete,Q01b,39000,1.6404195999493822,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.379924052773177,True,False,1.0,0,5,0.061084260511510925,0.25,[],0.1549996660646471,0.18884977015184007,256,1,0.0,0.5585812476368317,19.31138734572423,3.523143961754652e-07,projected,0.7804830820494448,0.6126904640346093,0.957313498389549,0.10266398547886135,0.663354293438083,1.5535074344404536,PX-03,8,804.3109127145892,9,complete,Q01b,39000,1.6769907999550924,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.388372872452265,True,False,1.0,0,5,0.06106460361374535,0.25,[],0.1548345098653138,0.18873551381363557,256,1,0.0,0.5566185233547599,19.29075521910218,3.534970168824363e-07,projected,0.7805552317653915,0.6128166112398015,0.9572874867200831,0.10262519523587565,0.6616091778794286,1.549420553536621,PX-03,8,804.3803761742034,10,complete,Q01b,39000,1.6445621999446303,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.42500623482994,True,False,1.0,0,5,0.06106208557578123,0.25,[],0.1548463020957358,0.18879011649711966,256,1,0.0,0.5568164090143705,19.29838196194705,5.991550948573183e-07,projected,0.780538433395873,0.6127445525476374,0.9572982184390204,0.10266091761945964,0.660727067746027,1.5473547424552874,PX-03,8,804.3622832283605,11,complete,Q01b,39000,1.630592500034254,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.40877791648125,True,False,1.0,0,5,0.06104326824599099,0.25,[],0.15490470639160456,0.1885393119585596,256,1,0.0,0.555761020483765,19.31375476261577,5.089486409883291e-07,projected,0.7805279789550349,0.6127801907505426,0.9573006636920054,0.10264717343314482,0.6613569322705485,1.548829820300134,PX-03,8,804.3543012716258,12,complete,Q01b,39000,1.6420602000434883,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.409268834419867,True,False,1.0,0,5,0.06105732779981887,0.25,[],0.15483941878847302,0.18885381881247926,256,1,0.0,0.5597341449461738,19.285583009896797,4.922621667818449e-07,projected,0.7805356842161368,0.6128576686721887,0.9572303158024157,0.10264341260285618,0.6655770215673735,1.5587128347940051,PX-03,8,804.361589736032,13,complete,Q01b,39000,1.6691111999680288,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.420470708822785,True,False,1.0,0,5,0.061055815034011626,0.25,[],0.15480207678273947,0.18917072612903912,256,1,0.0,0.5554237871773833,19.32899392805115,3.3235195214567873e-07,projected,0.780561203710467,0.6129233375415797,0.9573032986694336,0.1026171294808331,0.659884041445806,1.5453804616859048,PX-03,8,804.385375621632,14,complete,Q01b,39000,1.6530340000754222,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.42825325490594,True,False,1.0,0,5,0.06105489869207137,0.25,[],0.15478103041667085,0.18863381730839035,256,1,0.0,0.5568393434843033,19.28553713839359,5.217714253677736e-07,projected,0.7805391355662155,0.6128171405414651,0.9573047803923748,0.10264568742570698,0.6612620195795695,1.548607544553196,PX-03,8,804.3630949455925,15,complete,Q01b,39000,1.644319299957715,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.409639713099972,True,False,1.0,0,5,0.0610782723679545,0.25,[],0.15497743576370746,0.1891257836725811,256,1,0.0,0.5569408934047149,19.30358167915192,3.8363784472017476e-07,projected,0.7805112650160584,0.6128051711231917,0.9572704300089819,0.10266108226629674,0.6620240312052222,1.5503920972986769,PX-03,8,804.3452905784052,16,complete,Q01b,39000,1.6387744000530802,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.425902128324385,True,False,1.0,0,5,0.06105876990725616,0.25,[],0.15496185485555247,0.18900560601066768,256,1,0.0,0.5549321404846715,19.306054197852948,4.2237187134699933e-07,projected,0.7805025116536564,0.6126627242296274,0.9573190425017298,0.10265812527601495,0.6594028756190523,1.5442536208763182,PX-03,8,804.3282008354246,17,complete,Q01b,39000,1.6477545000379905,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.456156959546059,True,False,1.0,0,5,0.06105590385327571,0.25,[],0.15488733809706165,0.18886693025937895,256,1,0.0,0.5571491395464732,19.336926166193717,4.302487890763854e-07,projected,0.7805684611573491,0.6128165056334373,0.9573125328264271,0.1026450449532343,0.6630552482403412,1.5528071013868785,PX-03,8,804.3896886678136,18,complete,Q01b,39000,1.6618691999465227,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.429430390924338,True,False,1.0,0,5,0.06103295173554039,0.25,[],0.15471190974644916,0.1888009130661184,256,1,0.0,0.5577745193123695,19.31890953401013,3.793435110931932e-07,projected,0.780572049130204,0.6128524167732078,0.9571953879346609,0.1026192616848391,0.6623267439187213,1.5511010192964272,PX-03,8,804.3912420900758,19,complete,Q01b,39000,1.6460189000354148,,,,,,,,
1.0,0,0.0,fixed_gate4_noise_model,7800,15.416268530548233,True,False,1.0,0,5,0.06104554248009458,0.25,[],0.15490584791530257,0.1887317091791005,256,1,0.0,0.5552533808368099,19.283128345550768,3.165501649552388e-07,projected,0.7805796971365728,0.6129151228776453,0.9573014161469026,0.10262486032656974,0.6594455252619588,1.5443535019473942,PX-03,8,804.4068374580032,20,complete,Q01b,39000,1.6065935000078753,,,,,,,,
1.0,0,0.0,1024_shots,,15.555631938025424,True,False,1.0,0,5,0.05556041311745731,0.25,[],0.15470879735416015,0.18892655840676756,256,1,0.0,,,9.275728684201401e-07,projected,0.7805013761119877,0.6129286512192922,0.9568727380945987,0.10248580288143687,,,PX-03,8,804.2346517155655,1,complete,FQK,39000,0.9423881999682635,0.7434337492789511,0.10828574580572577,0.8969753157955731,0.08597016891113234,0.15596627834153592,0.254,0.08974358974358974,0.10302468420442694
1.0,0,0.0,1024_shots,,15.535859030057626,True,False,1.0,0,5,0.05554594930981445,0.25,[],0.15494757249200627,0.18864036702524178,256,1,0.0,,,1.3982871717452708e-06,projected,0.78053147289292,0.6131141821309439,0.9568836445823814,0.10242474624494033,,,PX-03,8,804.2663882275476,2,complete,FQK,39000,0.9262916999286972,0.7417055215102693,0.10620675145423304,0.8937304438521265,0.08636528267096902,0.1562834837386945,0.2590395480225989,0.09076923076923077,0.10626955614787345
1.0,0,0.0,1024_shots,,15.511630901327266,True,False,1.0,0,5,0.05552391586040152,0.25,[],0.15480005048493645,0.18885080185553807,256,1,0.0,,,6.268163594797667e-07,projected,0.7805046741440932,0.6128930366551111,0.9567935101734418,0.10245473396954963,,,PX-03,8,804.2496102766561,3,complete,FQK,39000,0.940025300020352,0.742561242642314,0.11032164820258834,0.8963958743771004,0.08409337855190807,0.1563958466495516,0.25928074245939675,0.0884102564102564,0.10360412562289953
1.0,0,0.0,1024_shots,,15.539460794541535,True,False,1.0,0,5,0.05555605472698951,0.25,[],0.1545614525961139,0.1889977415832398,256,1,0.0,,,1.4893114640630243e-06,projected,0.7805619521884128,0.613109587303789,0.9569229722474244,0.10241556750568519,,,PX-03,8,804.2940655604017,4,complete,FQK,39000,0.9328501001000404,0.7435312570726205,0.10150648714496062,0.8888631359369568,0.089229857429785,0.15588932577305553,0.2613791223766694,0.09407692307692307,0.11113686406304323
1.0,0,0.0,1024_shots,,15.541524883096553,True,False,1.0,0,5,0.055540835858811685,0.25,[],0.1548013488581753,0.18890750704601877,256,1,0.0,,,1.2852133009164034e-06,projected,0.7805204961752088,0.6131040836413436,0.9568524223819665,0.10243453716444047,,,PX-03,8,804.2434070530837,5,complete,FQK,39000,0.9641369999735616,0.7408462975154795,0.11122225480950942,0.8972070923629621,0.08590431661782622,0.15679235542809455,0.25371853546910755,0.08964102564102563,0.1027929076370379
1.0,0,0.0,1024_shots,,15.50083033378877,True,False,1.0,0,5,0.055519782844192365,0.25,[],0.15479314903885927,0.18854906962133292,256,1,0.0,,,1.5885766696238975e-06,projected,0.7805485678462357,0.6131827124962331,0.956866690314277,0.10237703347297337,,,PX-03,8,804.2749577938528,6,complete,FQK,39000,0.9072745000012219,0.7433037694134291,0.10427194102159348,0.8941939969869046,0.08564090744460176,0.1558546175406803,0.25981787137165624,0.0901025641025641,0.10580600301309538
1.0,0,0.0,1024_shots,,15.538026452372893,True,False,1.0,0,5,0.055532083383599926,0.25,[],0.1548841629071384,0.1887710702962949,256,1,0.0,,,1.0581960936538857e-06,projected,0.780542325945379,0.6131280930997859,0.9568594263193655,0.10242796988779257,,,PX-03,8,804.2839798908083,7,complete,FQK,39000,0.9286479999427684,0.7436463440478438,0.09755902092702773,0.8914126781782362,0.08774818083039741,0.1555728118589502,0.26013325930038866,0.09235897435897436,0.10858732182176382
1.0,0,0.0,1024_shots,,15.53514513167823,True,False,1.0,0,5,0.055495397450175475,0.25,[],0.15468519119190893,0.18863961801662632,256,1,0.0,,,9.14940283268617e-07,projected,0.7806209025208289,0.6132233739862549,0.9568820011093256,0.10237539603404247,,,PX-03,8,804.352823409511,8,complete,FQK,39000,0.9057603000546806,0.7426929167028893,0.10779809529379306,0.8936145555684321,0.08626650423100984,0.1562131570879038,0.2594686263425664,0.09071794871794872,0.10638544443156797
1.0,0,0.0,1024_shots,,15.485161168734095,True,False,1.0,0,5,0.0555851461549139,0.25,[],0.15484709722176113,0.18838827093908622,256,1,0.0,,,1.1071969024207024e-06,projected,0.7804633553307471,0.6129376636877668,0.9568636549393036,0.10247963266709825,,,PX-03,8,804.1948371616556,9,complete,FQK,39000,0.9443805000046268,0.7424423017549202,0.10378430462600438,0.8963958743771004,0.0866945441374996,0.15593247973871685,0.253473206691239,0.09043589743589743,0.10360412562289953
1.0,0,0.0,1024_shots,,15.496695483028418,True,False,1.0,0,5,0.05557176478181445,0.25,[],0.1547127371735272,0.18833855095061316,256,1,0.0,,,1.1098545049638247e-06,projected,0.780508928918419,0.6130782926216416,0.9568170653794852,0.10246538816857505,,,PX-03,8,804.2471236182753,10,complete,FQK,39000,0.9270840000244789,0.741511828081908,0.11301667632336906,0.8939622204195156,0.08797866385696881,0.15681397158363128,0.2550878171173683,0.09197435897435897,0.10603777958048441
1.0,0,0.0,1024_shots,,15.54189403080222,True,False,1.0,0,5,0.05553692522402206,0.25,[],0.15510219637587447,0.18861967521375264,256,1,0.0,,,1.3025352019487639e-06,projected,0.7805022138191429,0.6130195212222173,0.9568672734475173,0.1024482254292181,,,PX-03,8,804.2372624718562,11,complete,FQK,39000,0.9784701999742538,0.7431566281914843,0.1035984954742824,0.8910650133271526,0.08761647624378519,0.1558507125156957,0.2610386003887809,0.09233333333333334,0.10893498667284737
1.0,0,0.0,1024_shots,,15.525741898405077,True,False,1.0,0,5,0.05552700161811336,0.25,[],0.154924254409416,0.18864837022324543,256,1,0.0,,,1.1512907684150786e-06,projected,0.7805618300381979,0.6131356204572755,0.956879503280258,0.10245227080538062,,,PX-03,8,804.3048262673994,12,complete,FQK,39000,0.9521801000228152,0.7435908667913613,0.10577624903469277,0.8877042531000116,0.08926278357643805,0.15601894208117445,0.26331521739130437,0.09435897435897436,0.1122957468999884
1.0,0,0.0,1024_shots,,15.522160708458703,True,False,1.0,0,5,0.05552806503323417,0.25,[],0.15492411250770802,0.18876033646710177,256,1,0.0,,,1.2283326538853162e-06,projected,0.7805561065303059,0.6131370561287797,0.9568757573391153,0.1024296093646776,,,PX-03,8,804.2993604063879,13,complete,FQK,39000,0.9233122000005096,0.7405592001375473,0.11325040774142496,0.8912967898945416,0.0876823285370913,0.15711480132335723,0.260483199111358,0.09233333333333334,0.10870321010545834
1.0,0,0.0,1024_shots,,15.537377185053282,True,False,1.0,0,5,0.05552586155227378,0.25,[],0.15475610084190147,0.1887783667102093,256,1,0.0,,,8.865104722669996e-07,projected,0.7805047567528015,0.6129703211631788,0.9568959360490157,0.1024705018415292,,,PX-03,8,804.2397004607876,14,complete,FQK,39000,0.9122700999723747,0.7443674339094797,0.10425130780255684,0.8987136400509909,0.08287511112574496,0.15542742047745942,0.25774107932763196,0.08694871794871795,0.10128635994900916
1.0,0,0.0,1024_shots,,15.539451866801596,True,False,1.0,0,5,0.05553840664501529,0.25,[],0.1547137733786311,0.18888057397035524,256,1,0.0,,,1.162153591762769e-06,projected,0.7805181774758596,0.6130914763982719,0.9567061386868027,0.10243661375375498,,,PX-03,8,804.2495066250034,15,complete,FQK,39000,0.9248432000167668,0.7408929966284489,0.11266250551060952,0.8917603430293197,0.08893352210990747,0.15685357478483822,0.25694635488308115,0.0932051282051282,0.10823965697068026
