alpha,calibration_rows_read,clipped_eigenvalues,condition,decision_sets,effective_rank,eligible,entangle,feature_scale,final_test_rows_read,fold_count,gamma,gamma_multiplier,ineligible_folds,kernel_target_alignment_fqk,kernel_target_alignment_q01b,landmarks,layers,maximum_negative_eigenvalue,mean_fold_nrmse,mean_regret_m_s,minimum_eigenvalue_before_clip,model_view,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,pooled_oof_nrmse,pooled_oof_rmse,projection_id,qubits,regularized_condition_number,seed_index,status,track_id,validation_rows,wall_time_s,auroc,expected_calibration_error,false_negative_rate,false_positive_rate,pooled_oof_brier,precision_at_0_5,predicted_feasible_rate,recall_at_0_5
1.0,0,0.0,1024_shots,7800,15.555191255033728,True,False,1.0,0,5,0.055547095587509046,0.25,[],0.15474780042223146,0.18882798553696512,256,1,0.0,0.5578962312694993,19.300861055904743,7.301322384933259e-07,projected,0.780502536975433,0.6130444399863553,0.9567905436253703,0.10245471645485889,0.6634795457820889,1.5538007625300114,PX-03,8,804.2337171997679,1,complete,Q01b,39000,4.942413899989333,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.528431239685293,True,False,1.0,0,5,0.05552492345069952,0.25,[],0.15476793798418734,0.18877172983976992,256,1,0.0,0.5523349391923968,19.298578682615513,1.110596006146716e-06,projected,0.7805496271646545,0.6130639846833644,0.9567965863516925,0.10241684987619566,0.6553915945101598,1.5348596136528212,PX-03,8,804.2781363185443,2,complete,Q01b,39000,1.6894874999998137,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.513807359195056,True,False,1.0,0,5,0.055501361882953,0.25,[],0.1546437241409926,0.18866137737943042,256,1,0.0,0.5593370138463523,19.27555851245705,5.541639985096476e-07,projected,0.7806160498624004,0.6133770706010392,0.956768162724086,0.10234163648568777,0.6638550431355409,1.5546801386582294,PX-03,8,804.3503104687483,3,complete,Q01b,39000,1.662651900027413,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.529320953167694,True,False,1.0,0,5,0.055539860244510166,0.25,[],0.15451973178539347,0.18874030738483835,256,1,0.0,0.5572019323879285,19.254890724927566,1.60432302623311e-06,projected,0.7805654967870111,0.6130115739762725,0.9569844289117629,0.10247742669262774,0.6618668138136292,1.5500239103598432,PX-03,8,804.3013017430329,4,complete,Q01b,39000,1.6515982000273652,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.545207650453094,True,False,1.0,0,5,0.05552819994064082,0.25,[],0.1546631863319833,0.18884147605270685,256,1,0.0,0.5536929478726974,19.23951254526269,1.067227376178116e-06,projected,0.7805345123726767,0.6131369203537315,0.956867195138176,0.102463578456616,0.6574010576591003,1.539565569387175,PX-03,8,804.2637023436067,5,complete,Q01b,39000,1.6947342999628745,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.503522918864537,True,False,1.0,0,5,0.05553477586361831,0.25,[],0.15487136058459772,0.18883348264894878,256,1,0.0,0.5556768395303701,19.30600610661282,1.3594756323977103e-06,projected,0.7805692806659094,0.613012934335503,0.956869352058559,0.10244000272786816,0.6607070658540323,1.5473079000842889,PX-03,8,804.3093091962735,6,complete,Q01b,39000,1.7114145000232384,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.547098846707868,True,False,1.0,0,5,0.055523224364873114,0.25,[],0.15484948637784907,0.18866329179377556,256,1,0.0,0.5577886170285572,19.288291496080383,9.890394240847374e-07,projected,0.7804700652856035,0.6128913339185218,0.9568056879457485,0.1024353156649486,0.6631442780177167,1.5530155999560555,PX-03,8,804.2072639466764,7,complete,Q01b,39000,1.6805308000766672,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.540743536323621,True,False,1.0,0,5,0.05552188484902367,0.25,[],0.15502244690290454,0.18868897903071047,256,1,0.0,0.5551774169270491,19.277848147091795,9.471023781263852e-07,projected,0.7806020542717242,0.6132752803393096,0.9569209361735614,0.10239319461636565,0.6589467777798064,1.5431854867116495,PX-03,8,804.3381861589804,8,complete,Q01b,39000,1.6499850999680348,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.485653763864349,True,False,1.0,0,5,0.05550597356980534,0.25,[],0.15505782505334698,0.1886270831784603,256,1,0.0,0.5570957803926214,19.278036693601535,1.2169577865592591e-06,projected,0.7806078799428555,0.6131223574823381,0.9568767767736508,0.10240285321320408,0.6618538370890592,1.549993520207411,PX-03,8,804.3444920916342,9,complete,Q01b,39000,1.704194699996151,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.49589383017442,True,False,1.0,0,5,0.05552147861711445,0.25,[],0.15505012036810817,0.18873045056249418,256,1,0.0,0.5567519817280384,19.295770989061282,9.71952180445374e-07,projected,0.7805709388559382,0.6131212979372545,0.9568306114325014,0.10241798245026894,0.6614474109776546,1.5490417121135107,PX-03,8,804.3105684679241,10,complete,Q01b,39000,1.7194850000669248,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.53367035607992,True,False,1.0,0,5,0.05552222208861218,0.25,[],0.15490761939516684,0.18865995091065396,256,1,0.0,0.5564030854987101,19.280511962099872,1.2747243691238655e-06,projected,0.7805767765206172,0.6132301478328402,0.9568760219019339,0.1024290032611423,0.66032111487819,1.5464040426490817,PX-03,8,804.3109502623688,11,complete,Q01b,39000,1.6483657999779098,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.523645303407013,True,False,1.0,0,5,0.055534014348337844,0.25,[],0.15446541893421703,0.1883206853242287,256,1,0.0,0.5572629112421209,19.275522067029492,1.0933726725143044e-06,projected,0.7805427285647906,0.6130692702038395,0.9567658008651578,0.10244256541123711,0.6625070309028604,1.5515232328449995,PX-03,8,804.2832486197136,12,complete,Q01b,39000,1.6277763999532908,,,,,,,,
1.0,0,0.0,1024_shots,7800,15.522951184854909,True,False,1.0,0,5,0.055552540185089594,0.25,[],0.15461777734626814,0.18869655218779327,256,1,0.0,0.5598997148264667,19.260076440059873,1.0487046630480446e-06,projected,0.7804908040430241,0.6130752651126741,0.956945922378303,0.10242776676167342,0.6662640461444949,1.5603217755949603,PX-03,8,804.2231312028,13,complete,Q01b,39000,1.6416543000377715,,,,,,,,
