rung_samples,track_id,category,alpha,calibration_rows_read,clipped_eigenvalues,decision_sets,effective_rank,eligible,entangle,feature_scale,final_test_rows_read,fold_count,gamma,gamma_multiplier,ineligible_folds,kernel_target_alignment_fqk,kernel_target_alignment_q01b,landmarks,layers,maximum_negative_eigenvalue,mean_fold_nrmse,mean_regret_m_s,minimum_eigenvalue_before_clip,model_view,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,pooled_oof_nrmse,pooled_oof_rmse,projection_id,qubits,regularized_condition_number,status,validation_rows,wall_time_s,control_id,auroc,expected_calibration_error,false_negative_rate,false_positive_rate,pooled_oof_brier,precision_at_0_5,predicted_feasible_rate,recall_at_0_5
256,FQK,A02,1.0,0,26.4,,18.592437348728804,True,False,1.0,0,5,0.1078229667772203,1.0,[],0.16390720945710066,0.18246419589044208,256,1,-3.683867075358022e-15,,,-3.683867075358022e-15,A02,0.4171712714137361,0.03771575408498294,0.9362532888124996,0.2861476165117532,,,PX-06,6,124.85794788790584,complete,39000,2.9200199999613687,,0.6904857829199107,0.13482448763142774,0.8113338741453239,0.13987027098218696,0.1838405769249181,0.2770592239618788,0.15066666666666667,0.1886661258546761
256,FQK,A02,1.0,0,23.6,,62.53808882598264,True,True,2.0,0,5,0.2850443043085851,4.0,[],0.20422901332945723,0.10365951589485858,256,2,-2.7613215359494306e-15,,,-2.7613215359494306e-15,A02,0.11255570094816617,2.564746151208781e-05,0.5801192623429344,0.20339123056142983,,,PX-22,8,50.08810978797361,complete,39000,7.768294700013939,,0.7278489634573155,0.157103743077582,0.8860818171282884,0.08063613315333706,0.172801391158998,0.2864219114219114,0.088,0.11391818287171167
256,FQK,A02,1.0,0,67.8,,6.602408541579706,True,False,0.5,0,5,0.046453343372107,0.25,[],0.14797847510991896,0.22812472093801003,256,2,-7.188650394731124e-15,,,-7.188650394731124e-15,A02,0.7376876033050203,0.3574572376330233,0.9936240769683635,0.2035187307120283,,,PX-01,4,195.2081391902089,complete,39000,2.5033466001041234,,0.6061552647574893,0.15764138199875422,0.8481863483601808,0.12143162885647493,0.1914308043081923,0.2621048419367747,0.12815384615384615,0.15181365163981922
256,FQK,A02,1.0,0,28.0,,13.814179554530487,True,True,1.0,0,5,0.017815269019286567,0.25,[],0.13503125826750448,0.19512778654347965,256,1,-5.558626362233693e-15,,,-5.558626362233693e-15,A02,0.7656746863528566,0.5055347963458297,0.9659340909225771,0.14043346658348427,,,PX-13,8,199.73322193597846,complete,39000,5.506107599998359,,0.5359877078364751,0.1634976284106907,0.8827210569011473,0.07849593362088834,0.19736795669882817,0.29799764428739695,0.08707692307692308,0.1172789430988527
256,FQK,A02,1.0,0,23.6,,62.53808881971145,True,True,0.5,0,5,0.2850443043085851,4.0,[],0.20422901336759827,0.10365951589222196,256,1,-4.479776905588762e-15,,,-4.479776905588762e-15,A02,0.11255570096391798,2.564746151259496e-05,0.5801192623015878,0.20339123060022296,,,PX-07,8,50.08810979863942,complete,39000,5.44935400004033,,0.7278489634573155,0.15710374305755376,0.8860818171282884,0.08063613315333706,0.1728013911398379,0.2864219114219114,0.088,0.11391818287171167
256,FQK,A02,1.0,0,29.2,,10.319443013192702,True,True,2.0,0,5,0.026955741694305074,0.25,[],0.14271828470354025,0.22138697467017562,256,1,-3.612784591502739e-15,,,-3.612784591502739e-15,A02,0.753498027369196,0.4295321416733925,0.983609908816455,0.17203283973395989,,,PX-18,6,198.013155846305,complete,39000,2.932681699981913,,0.5310001693088485,0.16027027098581217,0.8639471549426353,0.10243324223766093,0.19964110200196666,0.2739789964994166,0.10987179487179487,0.1360528450573647
256,FQK,A02,0.01,0,28.0,,13.814179554704207,True,False,2.0,0,5,0.017815269019286567,0.25,[],0.13503125823715342,0.19512778653754995,256,2,-4.282145078323398e-15,,,-4.282145078323398e-15,A02,0.7656746862086657,0.5055347962468189,0.9659340909268156,0.1404334665536588,,,PX-23,8,19874.32218983238,complete,39000,0.8401892000692897,,0.6529368648025365,0.1520056034691472,0.8595434001622436,0.13858615126271773,0.21189710362848116,0.22357498616491422,0.139,0.1404565998377564
256,FQK,A02,1.0,0,34.2,,10.9714864297309,True,True,0.5,0,5,0.185813373488428,1.0,[],0.16328866034353764,0.16066755545068348,256,1,-9.701757572752012e-15,,,-9.701757572752012e-15,A02,0.42116205207053226,0.018571775326322947,0.9747566445488106,0.3187117719979272,,,PX-30,4,126.97662466114525,complete,39000,2.3872138999868184,,0.6432405114516921,0.18163871627353267,0.780275814115193,0.18758025748246682,0.2071685470541658,0.24970367443698144,0.1946923076923077,0.21972418588480705
256,FQK,A02,0.01,0,29.2,,10.319443013387469,True,True,0.5,0,5,0.026955741694305074,0.25,[],0.1427182847215968,0.221386974650031,256,2,-2.9370038699564607e-15,,,-2.9370038699564607e-15,A02,0.7534980272468255,0.4295321414707226,0.9836099087068243,0.17203283971724997,,,PX-15,6,19702.315581492563,complete,39000,3.2705598000320606,,0.7025604865886927,0.19152832389142188,0.7219840074168502,0.22119785321523822,0.20683758710172376,0.26313480311505977,0.23376923076923076,0.27801599258314985
256,FQK,A02,0.01,0,23.6,,62.53808881778658,True,False,2.0,0,5,0.2850443043085851,4.0,[],0.20422901339504032,0.10365951589751779,256,2,-1.6534548109948944e-15,,,-1.6534548109948944e-15,A02,0.11255570097861418,2.564746150588166e-05,0.580119262399888,0.2033912306244312,,,PX-16,8,4909.81098087703,complete,39000,5.5408250000327826,,0.7108377264529696,0.19505961902193938,0.5773554293660911,0.1503737117645122,0.19458329639334146,0.4439980521061602,0.21061538461538462,0.4226445706339089
256,FQK,A02,1.0,0,34.2,,10.97148643001546,True,False,2.0,0,5,0.185813373488428,1.0,[],0.16328866033311068,0.1606675554409766,256,1,-1.329923034665099e-14,,,-1.329923034665099e-14,A02,0.42116205197791673,0.018571775316885974,0.9747566441928779,0.31871177194681594,,,PX-27,4,126.97662463405504,complete,39000,0.9260434999014251,,0.6432405114516921,0.18163871646112473,0.780275814115193,0.18758025748246682,0.20716854704085255,0.24970367443698144,0.1946923076923077,0.21972418588480705
256,FQK,A02,0.01,0,26.6,,23.515996117624095,True,True,1.0,0,5,0.743253493953712,4.0,[],0.1815630610136166,0.10724540169174586,256,2,-3.390209303707116e-15,,,-3.390209303707116e-15,A02,0.17866012028266984,3.126738065780418e-07,0.9030436434967546,0.28772771356598964,,,PX-28,4,7095.388969893208,complete,39000,2.5307140000513755,,0.6835662782211924,0.21941221712973075,0.45799049716073703,0.2979487010635145,0.2653130845278463,0.34074020107824565,0.35194871794871796,0.542009502839263
256,FQK,A02,0.01,0,29.2,,10.319443013654402,True,True,1.0,0,5,0.026955741694305074,0.25,[],0.1427182846870388,0.22138697464653045,256,2,-3.77320596217837e-15,,,-3.77320596217837e-15,A02,0.75349802717883,0.4295321415832095,0.9836099083693668,0.17203283970259445,,,PX-14,6,19702.315579717677,complete,39000,1.7574191999156028,,0.7025604904044473,0.19152832417785307,0.7219840074168502,0.22119785321523822,0.20683758809936736,0.26313480311505977,0.23376923076923076,0.27801599258314985
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,C01-T18,0.7721314521820752,0.22686778550138142,0.557886197705412,0.16825260939712225,0.22519935489410026,0.42745098039215684,0.22884615384615384,0.442113802294588
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,C02-T02,0.8911702041427578,0.055553525878806284,0.5804844130258431,0.06394257680023707,0.10830291928894524,0.6508450197770587,0.14261538461538462,0.4195155869741569
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,C03-T13,0.9076534551797398,0.04574426597363972,0.24533549658129564,0.06288894010733924,0.09042087250423146,0.7732130135359772,0.21594871794871795,0.7546645034187044
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,C04-T28,0.673004740666835,0.07287785226424681,0.9977981226098042,0.003621876131836291,0.16612628322102346,0.14728682170542637,0.0033076923076923075,0.0022018773901958514
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,C05-T12,0.570152337783695,0.12527611207781175,0.9319735774713177,0.008396167396529585,0.17759950875378339,0.6971496437054632,0.02158974358974359,0.06802642252868235
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,C06-T17,0.904180141638446,0.04056414374745653,0.2922702514775756,0.07549965427546014,0.09537914520817938,0.7270238095238095,0.2153846153846154,0.7077297485224244
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,A01-T04-q4,0.6811795714006276,0.16381996741167765,0.7949936261443968,0.15956010668071516,0.19831864392962667,0.2674225245653817,0.1696153846153846,0.2050063738556032
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,C05-T17-q4,0.5806298543291027,0.1761152572285626,0.8739135473403639,0.09472852392084555,0.20221697645786593,0.27440100882723834,0.10166666666666667,0.1260864526596361
256,FQK,control,,0,,,,True,,,0,5,,,[],,,,,,,,,control,,,,,,,,,,complete,39000,14.675510699977167,A01-T04-q6,0.7131531568850299,0.16566541679283414,0.8119133155637965,0.1398373448355339,0.1865383225486811,0.2764906303236797,0.1505128205128205,0.1880866844362035
