family_id,completed_rung,next_rung,task_status,advancement_error,rank,trial_id,model_family,pooled_oof_nrmse,mean_regret_m_s,complexity_proxy,effective_qubits,selected_for_next_rung,view
C05,128,256,complete,,5,C05-T02,multilayer_perceptron,0.7163165236607089,19.35434064495872,[64],6,True,compressed_c05
C05,128,256,complete,,6,C05-T03,multilayer_perceptron,0.7284792745949821,19.396249833567822,[32],6,True,compressed_c05
C05,128,256,complete,,7,C05-T12,multilayer_perceptron,0.7372940428152683,19.023336045575384,[96],6,True,compressed_c05
C05,128,256,complete,,8,C05-T13,multilayer_perceptron,0.7512241270217491,17.314727016014228,[64],6,True,compressed_c05
C05,128,256,complete,,9,C05-T22,multilayer_perceptron,0.7648672599827396,19.700409470162437,[192],6,True,compressed_c05
C05,128,256,complete,,10,C05-T30,multilayer_perceptron,0.7746795296835235,18.162399433055512,[32],6,True,compressed_c05
C05,128,256,complete,,11,C05-T10,multilayer_perceptron,0.7801539570008855,17.51194226886615,[32],6,True,compressed_c05
C05,128,256,complete,,12,C05-T19,multilayer_perceptron,0.7858603628666361,15.796341314518333,[32],6,True,compressed_c05
C05,128,256,complete,,13,C05-T25,multilayer_perceptron,0.812666246866551,19.589786430225,[192],6,True,compressed_c05
C05,128,256,complete,,14,C05-T16,multilayer_perceptron,0.8223593595245982,19.81025641025641,[64],6,True,compressed_c05
C05,128,256,complete,,15,C05-T15,multilayer_perceptron,0.8327054580956957,20.0,[32],6,True,compressed_c05
C05,128,256,complete,,16,C05-T08,multilayer_perceptron,0.8446819988993519,17.639639175483847,[96],6,False,compressed_c05
C05,128,256,complete,,17,C05-T01,multilayer_perceptron,0.8652195237535802,19.713316919060386,[192],6,False,compressed_c05
C05,128,256,complete,,18,C05-T28,multilayer_perceptron,0.8697047264213953,17.38850073450436,[64],6,False,compressed_c05
C05,128,256,complete,,19,C05-T05,multilayer_perceptron,0.8708235432751323,19.743797367225515,[96],6,False,compressed_c05
C05,128,256,complete,,20,C05-T07,multilayer_perceptron,0.873590264165799,19.567615631720003,[32],6,False,compressed_c05
C05,128,256,complete,,21,C05-T11,multilayer_perceptron,0.8927159033212606,19.577042553221155,[192],6,False,compressed_c05
C05,128,256,complete,,22,C05-T18,multilayer_perceptron,0.9157025202704908,19.51335864753,[32],6,False,compressed_c05
C05,128,256,complete,,23,C05-T23,multilayer_perceptron,0.9195385628968809,19.41333022387103,[64],6,False,compressed_c05
C05,128,256,complete,,24,C05-T14,multilayer_perceptron,0.9206171511208726,19.101707447233846,[32],6,False,compressed_c05
C05,128,256,complete,,25,C05-T26,multilayer_perceptron,0.9269318340978372,19.59579015295859,[192],6,False,compressed_c05
C05,128,256,complete,,26,C05-T21,multilayer_perceptron,0.9366758618916278,17.478261804771922,[32],6,False,compressed_c05
C05,128,256,complete,,27,C05-T04,multilayer_perceptron,0.9440647810260121,19.710685261980128,[192],6,False,compressed_c05
C05,128,256,complete,,28,C05-T20,multilayer_perceptron,0.9466296330636756,15.880201903144744,[32],6,False,compressed_c05
C05,128,256,complete,,29,C05-T06,multilayer_perceptron,0.9539651023495229,19.72067596871205,[64],6,False,compressed_c05
C05,128,256,complete,,30,C05-T24,multilayer_perceptron,0.9614677506294558,19.405778457160896,[96],6,False,compressed_c05
C05,128,256,complete,,1,C05-T09,multilayer_perceptron,0.6335565624325639,19.370216615684743,[96],8,True,compressed_c05
C05,128,256,complete,,2,C05-T02,multilayer_perceptron,0.6363921580351297,19.766898561814614,[64],8,True,compressed_c05
C05,128,256,complete,,3,C05-T17,multilayer_perceptron,0.6586394736823544,19.795022282242822,[192],8,True,compressed_c05
C05,128,256,complete,,4,C05-T22,multilayer_perceptron,0.6601052829337447,18.23855626621436,[192],8,True,compressed_c05
C05,128,256,complete,,5,C05-T15,multilayer_perceptron,0.688746714728192,19.749630346728203,[32],8,True,compressed_c05
C05,128,256,complete,,6,C05-T16,multilayer_perceptron,0.690625961729842,17.623955991200642,[64],8,True,compressed_c05
C05,128,256,complete,,7,C05-T29,multilayer_perceptron,0.6910492581598876,18.793069964211153,[96],8,True,compressed_c05
C05,128,256,complete,,8,C05-T13,multilayer_perceptron,0.6920035610814563,17.308932205317948,[64],8,True,compressed_c05
C05,128,256,complete,,9,C05-T12,multilayer_perceptron,0.730193236106961,19.751500309968847,[96],8,True,compressed_c05
C05,128,256,complete,,10,C05-T03,multilayer_perceptron,0.7454026512962223,17.488496987959742,[32],8,True,compressed_c05
C05,128,256,complete,,11,C05-T19,multilayer_perceptron,0.7520284079776587,18.92880358383026,[32],8,True,compressed_c05
C05,128,256,complete,,12,C05-T08,multilayer_perceptron,0.7537714285652339,19.30412031384564,[96],8,True,compressed_c05
C05,128,256,complete,,13,C05-T27,multilayer_perceptron,0.7629355545387498,17.476716349557947,[96],8,True,compressed_c05
C05,128,256,complete,,14,C05-T24,multilayer_perceptron,0.7848820361988461,19.18839722643449,[96],8,True,compressed_c05
C05,128,256,complete,,15,C05-T23,multilayer_perceptron,0.8055811628637177,19.46777528554923,[64],8,True,compressed_c05
C05,128,256,complete,,16,C05-T10,multilayer_perceptron,0.81911115245354,15.61251650589641,[32],8,False,compressed_c05
C05,128,256,complete,,17,C05-T14,multilayer_perceptron,0.8236142239942387,18.856274195370638,[32],8,False,compressed_c05
C05,128,256,complete,,18,C05-T30,multilayer_perceptron,0.8332962118615453,19.326429901364744,[32],8,False,compressed_c05
C05,128,256,complete,,19,C05-T18,multilayer_perceptron,0.8349649062758341,19.295650569786666,[32],8,False,compressed_c05
C05,128,256,complete,,20,C05-T07,multilayer_perceptron,0.8595740724556561,19.41664337937936,[32],8,False,compressed_c05
C05,128,256,complete,,21,C05-T21,multilayer_perceptron,0.860889919194087,15.70457345806295,[32],8,False,compressed_c05
C05,128,256,complete,,22,C05-T06,multilayer_perceptron,0.8632944986337371,18.06675351550872,[64],8,False,compressed_c05
C05,128,256,complete,,23,C05-T25,multilayer_perceptron,0.8655393527607314,18.292323621144618,[192],8,False,compressed_c05
C05,128,256,complete,,24,C05-T04,multilayer_perceptron,0.8765704820332378,19.306303474912692,[192],8,False,compressed_c05
C05,128,256,complete,,25,C05-T11,multilayer_perceptron,0.8855728539108545,19.49785695661833,[192],8,False,compressed_c05
C05,128,256,complete,,26,C05-T28,multilayer_perceptron,0.8887330103929744,18.12073397198795,[64],8,False,compressed_c05
C05,128,256,complete,,27,C05-T20,multilayer_perceptron,0.895666178144315,17.862324548761283,[32],8,False,compressed_c05
C05,128,256,complete,,28,C05-T05,multilayer_perceptron,0.9183153169182722,18.084821636669616,[96],8,False,compressed_c05
C05,128,256,complete,,29,C05-T01,multilayer_perceptron,0.9244119053965343,19.544322613913973,[192],8,False,compressed_c05
C05,128,256,complete,,30,C05-T26,multilayer_perceptron,0.9272432094182197,19.480686954086668,[192],8,False,compressed_c05
Q01,256,512,complete,,1,Q01-T17,quantum_kernel,0.8396448467031972,19.252710793121793,"[128, 12, 1]",4,True,
Q01,256,512,complete,,2,Q01-T10,quantum_kernel,0.8531439922756889,19.117524295651283,"[128, 12, 0]",6,True,
Q01,256,512,complete,,3,Q01-T22,quantum_kernel,0.9355310325632732,19.001700502939233,"[128, 6, 0]",6,True,
Q01,256,512,complete,,4,Q01-T19,quantum_kernel,0.9416541065834269,19.322256965736152,"[128, 8, 0]",8,True,
Q01,256,512,complete,,5,Q01-T30,quantum_kernel,0.9674684115884962,17.374219904641155,"[256, 8, 0]",8,True,
Q01,256,512,complete,,6,Q01-T24,quantum_kernel,0.9774654337362813,17.200977837937817,"[256, 8, 0]",8,True,
Q01,256,512,complete,,7,Q01-T06,quantum_kernel,0.9779570216965895,15.917717171111155,"[256, 24, 0]",8,True,
Q01,256,512,complete,,8,Q01-T13,quantum_kernel,0.9874208586656275,17.890916615128592,"[128, 16, 1]",8,True,
Q01,256,512,complete,,9,Q01-T05,quantum_kernel,1.0017134978125877,19.155972160345385,"[128, 12, 0]",6,False,
Q01,256,512,complete,,10,Q01-T27,quantum_kernel,1.0035185438980079,19.669701964244105,"[128, 16, 0]",8,False,
Q01,256,512,complete,,11,Q01-T09,quantum_kernel,1.006759027884641,19.754127444176152,"[256, 24, 1]",8,False,
Q01,256,512,complete,,12,Q01-T08,quantum_kernel,1.0083687614574626,19.28647846427295,"[256, 12, 0]",4,False,
Q01,256,512,complete,,13,Q01-T21,quantum_kernel,1.015802571170202,19.646952122886027,"[128, 24, 1]",8,False,
Q01,256,512,complete,,14,Q01-T03,quantum_kernel,1.0543890313811823,17.742410544074232,"[128, 16, 0]",8,False,
Q01,256,512,complete,,15,Q01-T04,quantum_kernel,1.0572830498952879,19.356667288678207,"[256, 24, 0]",8,False,
A01,256,512,complete,,1,A01-T04,random_fourier_ridge,0.603986699493436,19.32646714490923,[128],4,True,primary
A01,256,512,complete,,2,A01-T18,random_fourier_ridge,0.6599588197424587,19.18115892419359,[128],4,True,primary
A01,256,512,complete,,3,A01-T26,random_fourier_ridge,0.6679037871629226,19.45684638923103,[256],4,True,primary
A01,256,512,complete,,4,A01-T17,random_fourier_ridge,0.6962563637089794,19.761703864011796,[256],4,True,primary
A01,256,512,complete,,5,A01-T11,random_fourier_ridge,0.7025504260775101,19.26856546841487,[128],4,True,primary
A01,256,512,complete,,6,A01-T12,random_fourier_ridge,0.7079958697268859,19.224908949006025,[256],4,True,primary
A01,256,512,complete,,7,A01-T24,random_fourier_ridge,0.8301526676863811,20.0,[128],4,True,primary
A01,256,512,complete,,8,A01-T03,random_fourier_ridge,0.8444868019154909,20.0,[256],4,True,primary
A01,256,512,complete,,9,A01-T13,random_fourier_ridge,0.8827181754145765,18.733693121437952,[256],4,False,primary
A01,256,512,complete,,10,A01-T27,random_fourier_ridge,0.8920611499052709,19.32225341908231,[256],4,False,primary
A01,256,512,complete,,11,A01-T07,random_fourier_ridge,0.8956725026485997,19.230888834396282,[128],4,False,primary
A01,256,512,complete,,12,A01-T05,random_fourier_ridge,0.9276270869406285,19.99230769230769,[256],4,False,primary
A01,256,512,complete,,13,A01-T02,random_fourier_ridge,0.9563166269170263,19.107254638371025,[128],4,False,primary
A01,256,512,complete,,14,A01-T16,random_fourier_ridge,0.9572488964348692,20.0,[128],4,False,primary
A01,256,512,complete,,15,A01-T01,random_fourier_ridge,1.2048068305890964,17.222908050770897,[128],4,False,primary
A01,256,512,complete,,1,A01-T12,random_fourier_ridge,0.6427445193515228,19.34167295369077,[256],6,True,primary
A01,256,512,complete,,2,A01-T26,random_fourier_ridge,0.6984942509955535,19.54389703327128,[256],6,True,primary
A01,256,512,complete,,3,A01-T04,random_fourier_ridge,0.7063859946293369,19.06343126561859,[128],6,True,primary
A01,256,512,complete,,4,A01-T18,random_fourier_ridge,0.7066981983677983,19.301083919848207,[128],6,True,primary
A01,256,512,complete,,5,A01-T17,random_fourier_ridge,0.7208294541492709,19.67970279928987,[256],6,True,primary
A01,256,512,complete,,6,A01-T11,random_fourier_ridge,0.74906347633283,19.718222617962947,[128],6,True,primary
A01,256,512,complete,,7,A01-T03,random_fourier_ridge,0.8390017508343774,20.0,[256],6,True,primary
A01,256,512,complete,,8,A01-T24,random_fourier_ridge,0.8542339903574495,20.0,[128],6,True,primary
A01,256,512,complete,,9,A01-T27,random_fourier_ridge,0.9303571390325484,19.631388750224104,[256],6,False,primary
A01,256,512,complete,,10,A01-T05,random_fourier_ridge,0.9640631386914454,20.0,[256],6,False,primary
A01,256,512,complete,,11,A01-T16,random_fourier_ridge,0.9689986214510045,20.0,[128],6,False,primary
A01,256,512,complete,,12,A01-T07,random_fourier_ridge,0.9774190389450986,19.623784580741283,[128],6,False,primary
A01,256,512,complete,,13,A01-T08,random_fourier_ridge,1.0063357912939375,20.0,[256],6,False,primary
A01,256,512,complete,,14,A01-T30,random_fourier_ridge,1.0078717685623642,20.0,[128],6,False,primary
A01,256,512,complete,,15,A01-T02,random_fourier_ridge,1.0088252935685167,19.206354709828336,[128],6,False,primary
A01,256,512,complete,,1,A01-T04,random_fourier_ridge,0.7013669291393572,19.49330324547577,[128],8,True,primary
A01,256,512,complete,,2,A01-T12,random_fourier_ridge,0.7274876149297619,19.498205152288975,[256],8,True,primary
A01,256,512,complete,,3,A01-T26,random_fourier_ridge,0.7297495775042662,19.26855530718,[256],8,True,primary
A01,256,512,complete,,4,A01-T11,random_fourier_ridge,0.7528566295755333,19.69006300482859,[128],8,True,primary
A01,256,512,complete,,5,A01-T17,random_fourier_ridge,0.7589254357891473,19.764124878183207,[256],8,True,primary
A01,256,512,complete,,6,A01-T18,random_fourier_ridge,0.7942366717583345,18.781783469491153,[128],8,True,primary
A01,256,512,complete,,7,A01-T03,random_fourier_ridge,0.8778674810468994,20.0,[256],8,True,primary
A01,256,512,complete,,8,A01-T24,random_fourier_ridge,0.8820188234745384,20.0,[128],8,True,primary
A01,256,512,complete,,9,A01-T05,random_fourier_ridge,0.9869402333837345,19.97185390085346,[256],8,False,primary
A01,256,512,complete,,10,A01-T16,random_fourier_ridge,0.9921991998393329,20.0,[128],8,False,primary
A01,256,512,complete,,11,A01-T27,random_fourier_ridge,0.9939868830353352,19.381136178486027,[256],8,False,primary
A01,256,512,complete,,12,A01-T07,random_fourier_ridge,1.004985328422364,19.797479153964233,[128],8,False,primary
A01,256,512,complete,,13,A01-T08,random_fourier_ridge,1.0122074727357557,20.0,[256],8,False,primary
A01,256,512,complete,,14,A01-T30,random_fourier_ridge,1.0160698735860956,20.0,[128],8,False,primary
A01,256,512,complete,,15,A01-T06,random_fourier_ridge,1.0372996594266388,19.99230769230769,[256],8,False,primary
C05,256,512,complete,,1,C05-T17,multilayer_perceptron,0.6074059165486182,19.756410256410255,[192],4,True,compressed_c05
C05,256,512,complete,,2,C05-T25,multilayer_perceptron,0.7199979974097012,19.954232412968462,[192],4,True,compressed_c05
C05,256,512,complete,,3,C05-T07,multilayer_perceptron,0.7224914269974158,19.574413256355125,[32],4,True,compressed_c05
C05,256,512,complete,,4,C05-T09,multilayer_perceptron,0.72652114855297,19.6744361154891,[96],4,True,compressed_c05
C05,256,512,complete,,5,C05-T12,multilayer_perceptron,0.7419839602794158,19.679559178300895,[96],4,True,compressed_c05
C05,256,512,complete,,6,C05-T30,multilayer_perceptron,0.7450148592046268,18.13848213591077,[32],4,True,compressed_c05
C05,256,512,complete,,7,C05-T27,multilayer_perceptron,0.7499692809064783,18.333333333333332,[96],4,True,compressed_c05
C05,256,512,complete,,8,C05-T19,multilayer_perceptron,0.7552228825600469,17.55732586690705,[32],4,True,compressed_c05
C05,256,512,complete,,9,C05-T13,multilayer_perceptron,0.7609725145908758,19.495182273355766,[64],4,False,compressed_c05
C05,256,512,complete,,10,C05-T22,multilayer_perceptron,0.7655163789209505,19.994871794871795,[192],4,False,compressed_c05
C05,256,512,complete,,11,C05-T03,multilayer_perceptron,0.767290808583163,17.52976472974218,[32],4,False,compressed_c05
C05,256,512,complete,,12,C05-T24,multilayer_perceptron,0.7784479530496677,19.55437206149577,[96],4,False,compressed_c05
C05,256,512,complete,,13,C05-T10,multilayer_perceptron,0.8864286872093609,19.475470362746922,[32],4,False,compressed_c05
C05,256,512,complete,,14,C05-T04,multilayer_perceptron,0.9151297829219135,19.405778183146285,[192],4,False,compressed_c05
C05,256,512,complete,,15,C05-T23,multilayer_perceptron,0.927499487519753,19.595269783696665,[64],4,False,compressed_c05
C05,256,512,complete,,1,C05-T12,multilayer_perceptron,0.5871568932264766,19.733552951435126,[96],6,True,compressed_c05
C05,256,512,complete,,2,C05-T17,multilayer_perceptron,0.601963082233253,19.577821072031796,[192],6,True,compressed_c05
C05,256,512,complete,,3,C05-T29,multilayer_perceptron,0.6198587171363755,19.41847912908295,[96],6,True,compressed_c05
C05,256,512,complete,,4,C05-T09,multilayer_perceptron,0.6586136223898724,19.918124666889742,[96],6,True,compressed_c05
C05,256,512,complete,,5,C05-T15,multilayer_perceptron,0.6723116066413177,19.46026240653346,[32],6,True,compressed_c05
C05,256,512,complete,,6,C05-T27,multilayer_perceptron,0.6809801998514283,17.826190548210512,[96],6,True,compressed_c05
C05,256,512,complete,,7,C05-T25,multilayer_perceptron,0.6848492717432433,19.7395399215841,[192],6,True,compressed_c05
C05,256,512,complete,,8,C05-T16,multilayer_perceptron,0.7063902689309132,19.710570799998333,[64],6,True,compressed_c05
C05,256,512,complete,,9,C05-T02,multilayer_perceptron,0.7242184940030669,19.497991901742306,[64],6,False,compressed_c05
C05,256,512,complete,,10,C05-T03,multilayer_perceptron,0.7321902086475532,19.099688312549105,[32],6,False,compressed_c05
C05,256,512,complete,,11,C05-T22,multilayer_perceptron,0.7421981821052782,19.700324858790257,[192],6,False,compressed_c05
C05,256,512,complete,,12,C05-T19,multilayer_perceptron,0.7522119550918503,17.08680303710269,[32],6,False,compressed_c05
C05,256,512,complete,,13,C05-T13,multilayer_perceptron,0.7723115855951866,19.551882429353334,[64],6,False,compressed_c05
C05,256,512,complete,,14,C05-T30,multilayer_perceptron,0.8225232968301431,18.246654214749615,[32],6,False,compressed_c05
C05,256,512,complete,,15,C05-T10,multilayer_perceptron,0.8965759248725204,19.370594152166284,[32],6,False,compressed_c05
C05,256,512,complete,,1,C05-T17,multilayer_perceptron,0.6273986204335441,19.682561687021025,[192],8,True,compressed_c05
C05,256,512,complete,,2,C05-T09,multilayer_perceptron,0.648550389110654,19.54904641833513,[96],8,True,compressed_c05
C05,256,512,complete,,3,C05-T27,multilayer_perceptron,0.6490213307832351,17.703517094826793,[96],8,True,compressed_c05
C05,256,512,complete,,4,C05-T02,multilayer_perceptron,0.6586022249986216,19.613384080131155,[64],8,True,compressed_c05
C05,256,512,complete,,5,C05-T12,multilayer_perceptron,0.6762793034699595,19.951334608534232,[96],8,True,compressed_c05
C05,256,512,complete,,6,C05-T29,multilayer_perceptron,0.6811000574423907,19.175871302609874,[96],8,True,compressed_c05
C05,256,512,complete,,7,C05-T16,multilayer_perceptron,0.6864683091207762,19.62106336704641,[64],8,True,compressed_c05
C05,256,512,complete,,8,C05-T03,multilayer_perceptron,0.6889663299872181,17.667342490050896,[32],8,True,compressed_c05
C05,256,512,complete,,9,C05-T22,multilayer_perceptron,0.6988512752783866,19.75902862491333,[192],8,False,compressed_c05
C05,256,512,complete,,10,C05-T13,multilayer_perceptron,0.7042748667694824,17.81823202301346,[64],8,False,compressed_c05
C05,256,512,complete,,11,C05-T19,multilayer_perceptron,0.8024779159837577,19.693836337834618,[32],8,False,compressed_c05
C05,256,512,complete,,12,C05-T15,multilayer_perceptron,0.8205735392840704,19.62892423118859,[32],8,False,compressed_c05
C05,256,512,complete,,13,C05-T24,multilayer_perceptron,0.8450405654406776,19.528466495854616,[96],8,False,compressed_c05
C05,256,512,complete,,14,C05-T08,multilayer_perceptron,0.8967751753748111,19.66711967633654,[96],8,False,compressed_c05
C05,256,512,complete,,15,C05-T23,multilayer_perceptron,0.9148610621498001,19.687551624982305,[64],8,False,compressed_c05
Q01,512,1024,complete,,1,Q01-T17,quantum_kernel,0.7185459581390591,19.17913297936769,"[128, 12, 1]",4,True,
Q01,512,1024,complete,,2,Q01-T10,quantum_kernel,0.7635943439096807,19.51040183091077,"[128, 12, 0]",6,True,
Q01,512,1024,complete,,3,Q01-T22,quantum_kernel,0.7857084766984478,19.487330928918592,"[128, 6, 0]",6,True,
Q01,512,1024,complete,,4,Q01-T30,quantum_kernel,0.8131940915198406,17.344134720096793,"[256, 8, 0]",8,True,
Q01,512,1024,complete,,5,Q01-T13,quantum_kernel,0.8482838875109694,18.971589209269744,"[128, 16, 1]",8,False,
Q01,512,1024,complete,,6,Q01-T19,quantum_kernel,0.8493773083605526,19.492619723791282,"[128, 8, 0]",8,False,
Q01,512,1024,complete,,7,Q01-T24,quantum_kernel,1.158167790699347,17.522563538794873,"[256, 8, 0]",8,False,
Q01,512,1024,complete,,8,Q01-T06,quantum_kernel,1.279945281800193,19.206568818620127,"[256, 24, 0]",8,False,
A01,512,1024,complete,,1,A01-T17,random_fourier_ridge,0.6012997636711218,19.79760755256718,[256],4,True,primary
A01,512,1024,complete,,2,A01-T04,random_fourier_ridge,0.6117351189329563,19.605208322250387,[128],4,True,primary
A01,512,1024,complete,,3,A01-T11,random_fourier_ridge,0.6503946534693351,19.482834952940898,[128],4,True,primary
A01,512,1024,complete,,4,A01-T26,random_fourier_ridge,0.6644238234915794,19.472262421066155,[256],4,True,primary
A01,512,1024,complete,,5,A01-T24,random_fourier_ridge,0.7443847320963551,20.0,[128],4,False,primary
A01,512,1024,complete,,6,A01-T03,random_fourier_ridge,0.7687083438288141,20.0,[256],4,False,primary
A01,512,1024,complete,,7,A01-T18,random_fourier_ridge,0.7722699534904726,19.520898107745385,[128],4,False,primary
A01,512,1024,complete,,8,A01-T12,random_fourier_ridge,0.8061205006873242,19.334239068901024,[256],4,False,primary
A01,512,1024,complete,,1,A01-T04,random_fourier_ridge,0.5925233038020727,19.41371150964218,[128],6,True,primary
A01,512,1024,complete,,2,A01-T17,random_fourier_ridge,0.6202898536517483,19.590485803112053,[256],6,True,primary
A01,512,1024,complete,,3,A01-T26,random_fourier_ridge,0.6523383298096773,19.577236024024618,[256],6,True,primary
A01,512,1024,complete,,4,A01-T18,random_fourier_ridge,0.6734489874339715,19.613137322765127,[128],6,True,primary
A01,512,1024,complete,,5,A01-T11,random_fourier_ridge,0.7075394573687575,19.50353129885282,[128],6,False,primary
A01,512,1024,complete,,6,A01-T03,random_fourier_ridge,0.7345795523101047,19.994871794871795,[256],6,False,primary
A01,512,1024,complete,,7,A01-T12,random_fourier_ridge,0.7483877250571442,19.382773027635643,[256],6,False,primary
A01,512,1024,complete,,8,A01-T24,random_fourier_ridge,0.7768048071580728,20.0,[128],6,False,primary
A01,512,1024,complete,,1,A01-T17,random_fourier_ridge,0.640374301058775,19.626094220283075,[256],8,True,primary
A01,512,1024,complete,,2,A01-T12,random_fourier_ridge,0.6405982461453036,17.527289035879487,[256],8,True,primary
A01,512,1024,complete,,3,A01-T04,random_fourier_ridge,0.6476887401313367,19.35763932941577,[128],8,True,primary
A01,512,1024,complete,,4,A01-T26,random_fourier_ridge,0.6701268138030719,19.40883004980654,[256],8,True,primary
A01,512,1024,complete,,5,A01-T11,random_fourier_ridge,0.7218246324891116,19.380960800144358,[128],8,False,primary
A01,512,1024,complete,,6,A01-T03,random_fourier_ridge,0.7773903512648933,20.0,[256],8,False,primary
A01,512,1024,complete,,7,A01-T18,random_fourier_ridge,0.8001798776632039,17.473748427129745,[128],8,False,primary
A01,512,1024,complete,,8,A01-T24,random_fourier_ridge,0.8026642640736047,20.0,[128],8,False,primary
C05,512,1024,complete,,1,C05-T27,multilayer_perceptron,0.5635474231546227,19.70309726008859,[96],4,True,compressed_c05
C05,512,1024,complete,,2,C05-T17,multilayer_perceptron,0.5869414697017935,19.815449237690643,[192],4,True,compressed_c05
C05,512,1024,complete,,3,C05-T09,multilayer_perceptron,0.5928881786708865,19.28375449805218,[96],4,True,compressed_c05
C05,512,1024,complete,,4,C05-T30,multilayer_perceptron,0.605680890119025,19.682122252466282,[32],4,True,compressed_c05
C05,512,1024,complete,,5,C05-T07,multilayer_perceptron,0.6171415626876346,18.912130998829358,[32],4,False,compressed_c05
C05,512,1024,complete,,6,C05-T19,multilayer_perceptron,0.6247963711736729,17.679752925357562,[32],4,False,compressed_c05
C05,512,1024,complete,,7,C05-T25,multilayer_perceptron,0.6489023141636798,19.98205128205128,[192],4,False,compressed_c05
C05,512,1024,complete,,8,C05-T12,multilayer_perceptron,0.731411150838814,19.78974358974359,[96],4,False,compressed_c05
C05,512,1024,complete,,1,C05-T27,multilayer_perceptron,0.4882104999695528,19.59523943603167,[96],6,True,compressed_c05
C05,512,1024,complete,,2,C05-T29,multilayer_perceptron,0.4920482154693624,19.505484193328204,[96],6,True,compressed_c05
C05,512,1024,complete,,3,C05-T09,multilayer_perceptron,0.4965530655644436,19.974401722231537,[96],6,True,compressed_c05
C05,512,1024,complete,,4,C05-T17,multilayer_perceptron,0.5049425977272897,19.794902083329614,[192],6,True,compressed_c05
C05,512,1024,complete,,5,C05-T15,multilayer_perceptron,0.5057671141708421,19.769232479462307,[32],6,False,compressed_c05
C05,512,1024,complete,,6,C05-T12,multilayer_perceptron,0.5172663390702452,19.756540077142052,[96],6,False,compressed_c05
C05,512,1024,complete,,7,C05-T25,multilayer_perceptron,0.5278590688883029,19.71294116587359,[192],6,False,compressed_c05
C05,512,1024,complete,,8,C05-T16,multilayer_perceptron,0.5391180319553749,19.738717550914743,[64],6,False,compressed_c05
C05,512,1024,complete,,1,C05-T02,multilayer_perceptron,0.4691359328125557,19.825641025641026,[64],8,True,compressed_c05
C05,512,1024,complete,,2,C05-T12,multilayer_perceptron,0.47252842190098604,19.710649329695897,[96],8,True,compressed_c05
C05,512,1024,complete,,3,C05-T29,multilayer_perceptron,0.4776419936818117,19.51365814624385,[96],8,True,compressed_c05
C05,512,1024,complete,,4,C05-T16,multilayer_perceptron,0.48944741596597185,19.802629756120254,[64],8,True,compressed_c05
C05,512,1024,complete,,5,C05-T17,multilayer_perceptron,0.49037559698330657,19.774446206858848,[192],8,False,compressed_c05
C05,512,1024,complete,,6,C05-T09,multilayer_perceptron,0.5086221176574578,19.47000393491923,[96],8,False,compressed_c05
C05,512,1024,complete,,7,C05-T03,multilayer_perceptron,0.5338945731667993,17.286107553635254,[32],8,False,compressed_c05
C05,512,1024,complete,,8,C05-T27,multilayer_perceptron,0.646486743171095,19.756578612441025,[96],8,False,compressed_c05
