task_key,task_signature,source_commit,stage,family_id,model_family,trial_id,trial_order,view,rung_samples,matched_qubits,seed_index,candidate_role,control_for,advancement_basis,source_split,calibration_rows_read,final_test_rows_read,fold_id,training_seed,qubits,data_reupload_layers,feature_scale,entangle,shots,noise_state,training_rows,validation_rows,training_groups,validation_groups,rmse,nrmse,mae,mean_regret_m_s,no_reference_feasible_rate,training_wall_time_s,inference_wall_time_s,feasibility_metric_error,cost_fitted_trainable_parameter_count,feasibility_fitted_trainable_parameter_count,feasibility_samples,feasibility_precision,feasibility_recall,feasibility_auroc,feasibility_brier,feasibility_expected_calibration_error,eligible_to_advance,fold_end_to_end_wall_time_s,centered_kernel_target_alignment,effective_rank,kernel_rows,nystrom_landmarks,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,regularized_condition_number
C02-T02__primary__rfull__qraw__s12,159c1362c7c5263292df9a371aca86b93c179efa2968bfb5a57a237eee5f649f,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,12,primary_candidate,,candidate,development,0,0,CV05,1120977972,,,,,,,32500,6500,10,2,0.002251825635356951,0.0009615391405101312,0.0005607682520832515,19.492451948809997,0.39384615384615385,26.22463699999207,0.13684662499872502,,,,6500,0.39,0.03051643192488263,0.8058915752483323,0.13459023595988875,0.07189028217319009,True,27.574021749998792,,,,,,,,,
C02-T02__primary__rfull__qraw__s13,dbebd1d65ca8acd92242975288849a3a086e3a07e52a70c2525b976178efb3a9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,13,primary_candidate,,candidate,development,0,0,CV01,1721146822,,,,,,,32500,6500,10,2,0.027755767871523496,0.01185183113840557,0.00977217420403065,10.0,0.3123076923076923,27.249734875003924,0.09337375000177417,,,,6500,1.0,0.6662111376836352,0.9564056181525431,0.13614357604435104,0.20882824614199397,True,28.704398292000405,,,,,,,,,
C02-T02__primary__rfull__qraw__s13,dbebd1d65ca8acd92242975288849a3a086e3a07e52a70c2525b976178efb3a9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,13,primary_candidate,,candidate,development,0,0,CV02,1721146822,,,,,,,29250,9750,9,3,0.021801546689832318,0.00930935332504547,0.007101957785014044,18.02426143502923,0.41384615384615386,24.091238083987264,0.1536405829974683,,,,9750,0.8207109737248841,0.16090909090909092,0.9489438806671364,0.15213905843457373,0.18282490166627502,True,26.14203999999154,,,,,,,,,
C02-T02__primary__rfull__qraw__s13,dbebd1d65ca8acd92242975288849a3a086e3a07e52a70c2525b976178efb3a9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,13,primary_candidate,,candidate,development,0,0,CV03,1721146822,,,,,,,29250,9750,9,3,0.033681252037831025,0.014382038123758843,0.01580278584338864,19.233201739069234,0.838974358974359,20.8026952920045,0.24493329200777225,,,,9750,0.35269709543568467,0.17276422764227642,0.9140115250796059,0.04438791634265564,0.05464604697691175,True,22.831474167003762,,,,,,,,,
C02-T02__primary__rfull__qraw__s13,dbebd1d65ca8acd92242975288849a3a086e3a07e52a70c2525b976178efb3a9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,13,primary_candidate,,candidate,development,0,0,CV04,1721146822,,,,,,,32500,6500,10,2,0.010395199972247552,0.004438794678328377,0.0017719783903459784,19.861538461538462,0.6576923076923077,24.42557150000357,0.135536374989897,,,,6500,0.013043478260869565,0.014240506329113924,0.7854888237425901,0.10802555608467328,0.088786573337577,True,25.828991874994244,,,,,,,,,
C02-T02__primary__rfull__qraw__s13,dbebd1d65ca8acd92242975288849a3a086e3a07e52a70c2525b976178efb3a9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,13,primary_candidate,,candidate,development,0,0,CV05,1721146822,,,,,,,32500,6500,10,2,0.002307499751553078,0.000985312225333104,0.0006633064005218683,19.44629810265615,0.39384615384615385,26.192147082998417,0.15128262499638367,,,,6500,0.23828125,0.04773082942097027,0.8083624625321185,0.1327880366982987,0.06693885934742524,True,27.501336583998636,,,,,,,,,
C02-T02__primary__rfull__qraw__s14,3df4be3d6a4c5ae5b26d2fb3146351843426d8f731a47fb08c3bd98be119ba08,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,14,primary_candidate,,candidate,development,0,0,CV01,2668767513,,,,,,,32500,6500,10,2,0.029102293117369782,0.012426803155437871,0.01022539264709071,10.0,0.3123076923076923,28.07689991701045,0.10086233299807645,,,,6500,1.0,0.6662111376836352,0.9570294844098457,0.13148995930938168,0.2113511122878269,True,29.457138500001747,,,,,,,,,
C02-T02__primary__rfull__qraw__s14,3df4be3d6a4c5ae5b26d2fb3146351843426d8f731a47fb08c3bd98be119ba08,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,14,primary_candidate,,candidate,development,0,0,CV02,2668767513,,,,,,,29250,9750,9,3,0.022160794706507385,0.009462753758791291,0.007293343707725512,18.03452355527795,0.41384615384615386,24.454750709002838,0.15010604199778754,,,,9750,0.8217054263565892,0.1606060606060606,0.9546823349776838,0.14042470049827363,0.16704066539796217,True,26.491811208004947,,,,,,,,,
C02-T02__primary__rfull__qraw__s14,3df4be3d6a4c5ae5b26d2fb3146351843426d8f731a47fb08c3bd98be119ba08,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,14,primary_candidate,,candidate,development,0,0,CV03,2668767513,,,,,,,29250,9750,9,3,0.033492956009023175,0.014301634917196774,0.015786811862255803,19.24359019507641,0.838974358974359,20.93711524999526,0.203190625004936,,,,9750,0.3296296296296296,0.18089430894308944,0.9140389678362111,0.044992167608448805,0.05698065087939094,True,22.91859587500221,,,,,,,,,
C02-T02__primary__rfull__qraw__s14,3df4be3d6a4c5ae5b26d2fb3146351843426d8f731a47fb08c3bd98be119ba08,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,14,primary_candidate,,candidate,development,0,0,CV04,2668767513,,,,,,,32500,6500,10,2,0.010287317451350078,0.004392728382256844,0.0017198394951944236,19.846153846153847,0.6576923076923077,24.86228137499711,0.14423666600487195,,,,6500,0.014598540145985401,0.015822784810126583,0.7917223484162115,0.11200945700687913,0.09484712200132439,True,26.314477082996746,,,,,,,,,
C02-T02__primary__rfull__qraw__s14,3df4be3d6a4c5ae5b26d2fb3146351843426d8f731a47fb08c3bd98be119ba08,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,14,primary_candidate,,candidate,development,0,0,CV05,2668767513,,,,,,,32500,6500,10,2,0.002374698616343294,0.0010140064269085283,0.0005874372474670255,19.60005065228154,0.39384615384615385,25.908857417001855,0.1486829169880366,,,,6500,0.14096916299559473,0.025039123630672927,0.801050494207425,0.13654760470983346,0.0750071550106137,True,27.346274416006054,,,,,,,,,
C02-T02__primary__rfull__qraw__s15,4a9e3ac12bb897a6d219b538963a58a029c1e397e416d0f7eadb8676cd7a4800,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,15,primary_candidate,,candidate,development,0,0,CV01,4189574496,,,,,,,32500,6500,10,2,0.028017001831008758,0.011963379152128976,0.010091663272097668,10.0,0.3123076923076923,26.829005749998032,0.12891462500556372,,,,6500,1.0,0.6662111376836352,0.941734027871604,0.133309841446039,0.20974202045197232,True,28.257925624988275,,,,,,,,,
C02-T02__primary__rfull__qraw__s15,4a9e3ac12bb897a6d219b538963a58a029c1e397e416d0f7eadb8676cd7a4800,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,15,primary_candidate,,candidate,development,0,0,CV02,4189574496,,,,,,,29250,9750,9,3,0.022968927772736274,0.009807830021233062,0.007337763283096799,18.034451066970256,0.41384615384615386,24.6585220410052,0.1477145829994697,,,,9750,0.8330708661417323,0.1603030303030303,0.9606081747709654,0.12715926344611814,0.1688542181158508,True,26.719891917004134,,,,,,,,,
C02-T02__primary__rfull__qraw__s15,4a9e3ac12bb897a6d219b538963a58a029c1e397e416d0f7eadb8676cd7a4800,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,15,primary_candidate,,candidate,development,0,0,CV03,4189574496,,,,,,,29250,9750,9,3,0.0335235554768829,0.014314701020346115,0.015717761372257524,19.223149921881536,0.838974358974359,20.958516541999415,0.20263450000493322,,,,9750,0.31835205992509363,0.17276422764227642,0.9074623661013019,0.04549890932316507,0.05700357666962204,True,22.907824166002683,,,,,,,,,
C02-T02__primary__rfull__qraw__s15,4a9e3ac12bb897a6d219b538963a58a029c1e397e416d0f7eadb8676cd7a4800,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,15,primary_candidate,,candidate,development,0,0,CV04,4189574496,,,,,,,32500,6500,10,2,0.010093158455836129,0.004309821663931293,0.0016418658036108072,19.861538461538462,0.6576923076923077,24.205788040999323,0.14093829100602306,,,,6500,0.013119533527696793,0.014240506329113924,0.7859449287273607,0.10597681832303295,0.0958794613001396,True,25.554770875009126,,,,,,,,,
C02-T02__primary__rfull__qraw__s15,4a9e3ac12bb897a6d219b538963a58a029c1e397e416d0f7eadb8676cd7a4800,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,15,primary_candidate,,candidate,development,0,0,CV05,4189574496,,,,,,,32500,6500,10,2,0.002320317349096679,0.0009907853940953582,0.0006828086365687432,19.446204498435385,0.39384615384615385,25.56454787500843,0.13817620799818542,,,,6500,0.2245762711864407,0.041471048513302036,0.8092540947202429,0.13410567602422235,0.0748795575057496,True,26.89558899999247,,,,,,,,,
C02-T02__primary__rfull__qraw__s16,a953bf4314c8b996c73426284c5a0598fdffcd5c98f1bbbd5ff493a8467bf093,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,16,primary_candidate,,candidate,development,0,0,CV01,2748344904,,,,,,,32500,6500,10,2,0.02871784458061784,0.012262641992248946,0.009989503911988861,10.0,0.3123076923076923,27.804018208000343,0.10328879099688493,,,,6500,1.0,0.6662111376836352,0.9578117435639558,0.1380125261656637,0.2151981960011874,True,29.21950687500066,,,,,,,,,
C02-T02__primary__rfull__qraw__s16,a953bf4314c8b996c73426284c5a0598fdffcd5c98f1bbbd5ff493a8467bf093,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,16,primary_candidate,,candidate,development,0,0,CV02,2748344904,,,,,,,29250,9750,9,3,0.021032917856354867,0.00898114553830178,0.0074176234548719334,18.05477814709077,0.41384615384615386,24.639772249996895,0.1555766249948647,,,,9750,0.8183206106870229,0.16242424242424242,0.9555479210711768,0.13477756221057255,0.18807008932982877,True,26.663236042004428,,,,,,,,,
C02-T02__primary__rfull__qraw__s16,a953bf4314c8b996c73426284c5a0598fdffcd5c98f1bbbd5ff493a8467bf093,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,16,primary_candidate,,candidate,development,0,0,CV03,2748344904,,,,,,,29250,9750,9,3,0.03386492156561591,0.014460465794672264,0.015801090011152208,19.2231337959159,0.838974358974359,20.870857208006782,0.20120333299564663,,,,9750,0.3125,0.18292682926829268,0.9204214943964086,0.0439381998700038,0.054078262082431196,True,22.84027604199946,,,,,,,,,
C02-T02__primary__rfull__qraw__s16,a953bf4314c8b996c73426284c5a0598fdffcd5c98f1bbbd5ff493a8467bf093,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,16,primary_candidate,,candidate,development,0,0,CV04,2748344904,,,,,,,32500,6500,10,2,0.01017978104504756,0.004346809878592025,0.0016947569043212942,19.83076923076923,0.6576923076923077,25.010190041997703,0.13656362501205876,,,,6500,0.015691868758915834,0.01740506329113924,0.7881545369435601,0.10555010716079076,0.08972089907461131,True,26.27629770799831,,,,,,,,,
C02-T02__primary__rfull__qraw__s16,a953bf4314c8b996c73426284c5a0598fdffcd5c98f1bbbd5ff493a8467bf093,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,16,primary_candidate,,candidate,development,0,0,CV05,2748344904,,,,,,,32500,6500,10,2,0.002347310576474401,0.0010023116171940017,0.0005945185049027453,19.60005065228154,0.39384615384615385,26.249333583997213,0.14230804100225214,,,,6500,0.11659192825112108,0.02034428794992175,0.8021039552776894,0.1365038089091868,0.08199036536274489,True,27.59604474999651,,,,,,,,,
C02-T02__primary__rfull__qraw__s17,d76de37285e4d75b18f55e7adf5e122c0bb2325228cfbfb2fcf7270ebd9d536d,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,17,primary_candidate,,candidate,development,0,0,CV01,2713854999,,,,,,,32500,6500,10,2,0.027495820975743334,0.011740832706367952,0.00978760402066171,10.0,0.3123076923076923,27.681962500006193,0.12022754199279007,,,,6500,1.0,0.6662111376836352,0.9585442330212424,0.13700247526541265,0.20151464965513757,True,29.05400683300104,,,,,,,,,
C02-T02__primary__rfull__qraw__s17,d76de37285e4d75b18f55e7adf5e122c0bb2325228cfbfb2fcf7270ebd9d536d,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,17,primary_candidate,,candidate,development,0,0,CV02,2713854999,,,,,,,29250,9750,9,3,0.0224903070021246,0.009603456912952281,0.007273428609819482,18.04457814689077,0.41384615384615386,24.280792584002484,0.16629445800208487,,,,9750,0.8302469135802469,0.16303030303030303,0.9616003523608174,0.12720937921232506,0.1814184573914009,True,26.274691375001566,,,,,,,,,
C02-T02__primary__rfull__qraw__s17,d76de37285e4d75b18f55e7adf5e122c0bb2325228cfbfb2fcf7270ebd9d536d,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,17,primary_candidate,,candidate,development,0,0,CV03,2713854999,,,,,,,29250,9750,9,3,0.0337384155509606,0.014406447187418178,0.01563438664278248,19.233383365246155,0.838974358974359,20.807947665991378,0.20356087500113063,,,,9750,0.34309623430962344,0.16666666666666666,0.9153704903866925,0.04465912768069611,0.056533508140108865,True,22.797128167003393,,,,,,,,,
C02-T02__primary__rfull__qraw__s17,d76de37285e4d75b18f55e7adf5e122c0bb2325228cfbfb2fcf7270ebd9d536d,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,17,primary_candidate,,candidate,development,0,0,CV04,2713854999,,,,,,,32500,6500,10,2,0.010257367822241322,0.004379939763022892,0.001779893011554648,19.923076923076923,0.6576923076923077,24.17961683300382,0.15068199999222998,,,,6500,0.007342143906020558,0.007911392405063292,0.7704929061720726,0.10335495613771495,0.0892372949022211,True,25.48763049999252,,,,,,,,,
C02-T02__primary__rfull__qraw__s17,d76de37285e4d75b18f55e7adf5e122c0bb2325228cfbfb2fcf7270ebd9d536d,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,17,primary_candidate,,candidate,development,0,0,CV05,2713854999,,,,,,,32500,6500,10,2,0.0024272295822932288,0.0010364373731845532,0.0009064225281210027,19.60005065228154,0.39384615384615385,26.34501662501134,0.14935045799938962,,,,6500,0.15976331360946747,0.02112676056338028,0.8156049043741148,0.13186621142534802,0.06637219692026464,True,27.795789208001224,,,,,,,,,
C02-T02__primary__rfull__qraw__s18,127e0fde63eafe3d9f1457acdfb61b9f3301a98c17f1e7fce12821277a455047,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,18,primary_candidate,,candidate,development,0,0,CV01,1228917143,,,,,,,32500,6500,10,2,0.027740671891415682,0.011845385090581034,0.009957091596109097,10.0,0.3123076923076923,27.803807415999472,0.10035812499700114,,,,6500,1.0,0.700375811411001,0.9598800306478064,0.12369418520522364,0.20114531464753582,True,29.13816124999721,,,,,,,,,
C02-T02__primary__rfull__qraw__s18,127e0fde63eafe3d9f1457acdfb61b9f3301a98c17f1e7fce12821277a455047,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,18,primary_candidate,,candidate,development,0,0,CV02,1228917143,,,,,,,29250,9750,9,3,0.022528541122644942,0.009619783045316195,0.007199170921797199,18.03451784528564,0.41384615384615386,24.355103959009284,0.147023541998351,,,,9750,0.8181818181818182,0.16090909090909092,0.947419191919192,0.14732280938737885,0.1815109446323944,True,26.303036083001643,,,,,,,,,
C02-T02__primary__rfull__qraw__s18,127e0fde63eafe3d9f1457acdfb61b9f3301a98c17f1e7fce12821277a455047,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,18,primary_candidate,,candidate,development,0,0,CV03,1228917143,,,,,,,29250,9750,9,3,0.03385880904222064,0.014457855721139239,0.015941393250685065,19.223048195501026,0.838974358974359,20.935118167006294,0.20444029200007208,,,,9750,0.29337539432176657,0.18902439024390244,0.9208987788192853,0.04446643079811245,0.05834389033159263,True,23.056056250003166,,,,,,,,,
C02-T02__primary__rfull__qraw__s18,127e0fde63eafe3d9f1457acdfb61b9f3301a98c17f1e7fce12821277a455047,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,18,primary_candidate,,candidate,development,0,0,CV04,1228917143,,,,,,,32500,6500,10,2,0.010232745051111547,0.0043694257348417765,0.001714729958238805,19.892307692307693,0.6576923076923077,24.3859701249894,0.1867435000021942,,,,6500,0.011345218800648298,0.011075949367088608,0.781555642920625,0.10132861961885807,0.08697123291445957,True,25.930475291999755,,,,,,,,,
C02-T02__primary__rfull__qraw__s18,127e0fde63eafe3d9f1457acdfb61b9f3301a98c17f1e7fce12821277a455047,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,18,primary_candidate,,candidate,development,0,0,CV05,1228917143,,,,,,,32500,6500,10,2,0.0023813064627589424,0.0010168280054816486,0.0006280384858304113,19.523221179579227,0.39384615384615385,26.00487470799999,0.14653199999884237,,,,6500,0.23448275862068965,0.026604068857589983,0.8015526881875106,0.13401234431325218,0.06762428892217452,True,27.477312249990064,,,,,,,,,
C02-T02__primary__rfull__qraw__s19,8fbdac88bdd219f9cf5a02df71875951b155b466f6fd000e5e02678fdcdcb600,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,19,primary_candidate,,candidate,development,0,0,CV01,1773604042,,,,,,,32500,6500,10,2,0.027863566553141914,0.011897861634747738,0.009565917496583577,10.0,0.3123076923076923,27.169337250001263,0.10670495800150093,,,,6500,1.0,0.700375811411001,0.9571985866362293,0.13347980103143245,0.2146836907490401,True,28.554187667003134,,,,,,,,,
C02-T02__primary__rfull__qraw__s19,8fbdac88bdd219f9cf5a02df71875951b155b466f6fd000e5e02678fdcdcb600,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,19,primary_candidate,,candidate,development,0,0,CV02,1773604042,,,,,,,29250,9750,9,3,0.02038428092223235,0.008704174803824629,0.006943446521086539,18.04463725843846,0.41384615384615386,23.977184540999588,0.14685979099886026,,,,9750,0.8233486943164362,0.16242424242424242,0.9592765092788349,0.133244350980169,0.1700811918911674,True,25.920504749999964,,,,,,,,,
C02-T02__primary__rfull__qraw__s19,8fbdac88bdd219f9cf5a02df71875951b155b466f6fd000e5e02678fdcdcb600,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,19,primary_candidate,,candidate,development,0,0,CV03,1773604042,,,,,,,29250,9750,9,3,0.0331197256669939,0.014142263970951087,0.01549008774148615,19.243522154291284,0.838974358974359,21.185185374997673,0.2094693339895457,,,,9750,0.31141868512110726,0.18292682926829268,0.9165907051163836,0.04483893598853878,0.059206687311985,True,23.255138790991623,,,,,,,,,
C02-T02__primary__rfull__qraw__s19,8fbdac88bdd219f9cf5a02df71875951b155b466f6fd000e5e02678fdcdcb600,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,19,primary_candidate,,candidate,development,0,0,CV04,1773604042,,,,,,,32500,6500,10,2,0.009994573483959561,0.004267725460905172,0.0016313140135962457,19.83076923076923,0.6576923076923077,24.10036225001386,0.13968787500925828,,,,6500,0.015965166908563134,0.01740506329113924,0.7748939215483247,0.10410293928101345,0.08195939842029902,True,25.417942957996274,,,,,,,,,
C02-T02__primary__rfull__qraw__s19,8fbdac88bdd219f9cf5a02df71875951b155b466f6fd000e5e02678fdcdcb600,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,19,primary_candidate,,candidate,development,0,0,CV05,1773604042,,,,,,,32500,6500,10,2,0.0024719085003266955,0.0010555154615455166,0.000852376530619767,19.200144256502305,0.39384615384615385,25.530364582999027,0.13817204200313427,,,,6500,0.2912621359223301,0.07042253521126761,0.8014283196947547,0.13675279320659298,0.07718798293226767,True,26.79466566699557,,,,,,,,,
C02-T02__primary__rfull__qraw__s20,e87723549eb596e301a659b642279a0884244596ba6a92387025521811f411f9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,20,primary_candidate,,candidate,development,0,0,CV01,457230165,,,,,,,32500,6500,10,2,0.026739245572781338,0.011417771785809657,0.00950736362250214,10.0,0.3123076923076923,27.71806454200123,0.09170025000639725,,,,6500,1.0,0.700375811411001,0.9586103057599651,0.13248564561953527,0.21198971730733548,True,29.070498458007933,,,,,,,,,
C02-T02__primary__rfull__qraw__s20,e87723549eb596e301a659b642279a0884244596ba6a92387025521811f411f9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,20,primary_candidate,,candidate,development,0,0,CV02,457230165,,,,,,,29250,9750,9,3,0.020288817774477396,0.008663411632999397,0.007120477469751968,18.02408291099077,0.41384615384615386,24.76207133301068,0.19220958299410995,,,,9750,0.8302469135802469,0.16303030303030303,0.9617659619450317,0.12196095572380891,0.17396759094380318,True,26.77739820900024,,,,,,,,,
C02-T02__primary__rfull__qraw__s20,e87723549eb596e301a659b642279a0884244596ba6a92387025521811f411f9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,20,primary_candidate,,candidate,development,0,0,CV03,457230165,,,,,,,29250,9750,9,3,0.033512706148055744,0.014310068310711863,0.015662180272893962,19.21287738565949,0.838974358974359,20.78469650000625,0.2072600830142619,,,,9750,0.28662420382165604,0.18292682926829268,0.9121658350413705,0.04554575256572414,0.06077557616227027,True,22.951010333999875,,,,,,,,,
C02-T02__primary__rfull__qraw__s20,e87723549eb596e301a659b642279a0884244596ba6a92387025521811f411f9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,20,primary_candidate,,candidate,development,0,0,CV04,457230165,,,,,,,32500,6500,10,2,0.01008363404952561,0.004305754701856659,0.0016306556248209113,19.892307692307693,0.6576923076923077,24.251814000002923,0.13656208400789183,,,,6500,0.010248901903367497,0.011075949367088608,0.776423079909917,0.10903831607107416,0.08681466217293798,True,25.566033582988894,,,,,,,,,
C02-T02__primary__rfull__qraw__s20,e87723549eb596e301a659b642279a0884244596ba6a92387025521811f411f9,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C02,extra_trees,C02-T02,2,primary,,,20,primary_candidate,,candidate,development,0,0,CV05,457230165,,,,,,,32500,6500,10,2,0.0022796629087508905,0.000973425774853874,0.0006983532911410703,19.123176760585384,0.39384615384615385,26.203414541989332,0.14252845899318345,,,,6500,0.3187919463087248,0.07433489827856025,0.8128042158221895,0.13181814158089997,0.062279213048990915,True,27.593947083005332,,,,,,,,,
C03-T13__primary__rfull__qraw__s01,bf6a2a4234bc7b5feb591d2bd0c9f14ea54eaeaa5194e013961c754f71d7760e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C03,histogram_gradient_boosting,C03-T13,13,primary,,,1,primary_candidate,,candidate,development,0,0,CV01,4036397395,,,,,,,32500,6500,10,2,0.030645832775898055,0.013085901166092373,0.013977340018547503,8.971779898215384,0.3123076923076923,1.6735759579896694,0.025349540999741293,,,,6500,0.9752475247524752,0.7403484796720191,0.9668931116157883,0.11404419325561556,0.1910747131602748,True,3.0134971249935916,,,,,,,,,
C03-T13__primary__rfull__qraw__s01,bf6a2a4234bc7b5feb591d2bd0c9f14ea54eaeaa5194e013961c754f71d7760e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C03,histogram_gradient_boosting,C03-T13,13,primary,,,1,primary_candidate,,candidate,development,0,0,CV02,4036397395,,,,,,,29250,9750,9,3,0.024324489940632667,0.010386660842483809,0.010424221802554633,18.2989633893559,0.41384615384615386,1.392791791993659,0.0345368749985937,,,,9750,0.4578804347826087,0.10212121212121213,0.6543063894761569,0.29447378933007995,0.2805001859933473,True,3.2806851670029573,,,,,,,,,
C03-T13__primary__rfull__qraw__s01,bf6a2a4234bc7b5feb591d2bd0c9f14ea54eaeaa5194e013961c754f71d7760e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C03,histogram_gradient_boosting,C03-T13,13,primary,,,1,primary_candidate,,candidate,development,0,0,CV03,4036397395,,,,,,,29250,9750,9,3,0.12128797228995102,0.051790480931890384,0.03686257065466799,19.12038923020205,0.838974358974359,1.9074142079916783,0.04671954200603068,,,,9750,0.3682983682983683,0.32113821138211385,0.9003752193225109,0.04620049286393256,0.025452092780163235,True,3.7737172079941956,,,,,,,,,
C03-T13__primary__rfull__qraw__s01,bf6a2a4234bc7b5feb591d2bd0c9f14ea54eaeaa5194e013961c754f71d7760e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C03,histogram_gradient_boosting,C03-T13,13,primary,,,1,primary_candidate,,candidate,development,0,0,CV04,4036397395,,,,,,,32500,6500,10,2,0.0294305443894771,0.01256696784718737,0.012753595175926745,17.692836071313078,0.6576923076923077,1.6708110829931684,0.03276270801143255,,,,6500,0.3157894736842105,0.29430379746835444,0.8210787644637726,0.09554452866933426,0.08029560943617776,True,2.874338916997658,,,,,,,,,
C03-T13__primary__rfull__qraw__s01,bf6a2a4234bc7b5feb591d2bd0c9f14ea54eaeaa5194e013961c754f71d7760e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C03,histogram_gradient_boosting,C03-T13,13,primary,,,1,primary_candidate,,candidate,development,0,0,CV05,4036397395,,,,,,,32500,6500,10,2,0.013067276577798213,0.005579782773648259,0.007716295650629861,18.876923076923077,0.39384615384615385,1.5137340000073891,0.026812790994881652,,,,6500,0.39820359281437123,0.10406885758998435,0.7806215457774949,0.15047583270176912,0.11398043130894281,True,2.808422083995538,,,,,,,,,
