model_id,fold_seed_rows,validation_rows_per_seed_sum,mean_rmse,median_rmse,best_rmse,worst_rmse,mean_nrmse,median_nrmse,best_nrmse,worst_nrmse,mean_mae,median_mae,best_mae,worst_mae,mean_tail_abs_error_q90,median_tail_abs_error_q90,best_tail_abs_error_q90,worst_tail_abs_error_q90,mean_tail_abs_error_q95,median_tail_abs_error_q95,best_tail_abs_error_q95,worst_tail_abs_error_q95
a02_exact_rbf_residual,100,780000,0.12754425660446217,0.11196177730049084,0.08646821840367162,0.23759676530835608,2.232421869144594,1.8919836087715602,1.489188435687122,4.164243692462329,0.10499682334178946,0.0922424241339252,0.06626130148573244,0.19464551550739947,0.19926012482210922,0.1531079092431276,0.14133871425247338,0.36995174862657265,0.21431649175371,0.17962834435745095,0.1465139733714267,0.37621321316172107
compressed_mlp_residual,100,780000,0.10572692932550563,0.10433550159645694,0.05665218456411674,0.19636557296793827,1.8435016001787674,1.8459981285702556,1.0090927984211862,3.3818823358399666,0.08544629204791251,0.08482878450643425,0.04058301359992727,0.14569617349182418,0.16713119096590298,0.16107914891726932,0.08902666249129071,0.2973469920733915,0.19671129076701002,0.18282052663662024,0.1076859789075714,0.3827027484727776
random_feature_rbf_residual,100,780000,0.06862246595068872,0.06759054317948178,0.038622058409094905,0.09604190545906129,1.204786497144041,1.1850805462748126,0.6651637307565303,1.7310641626147907,0.05814372365776595,0.05564696645851154,0.03099963938384431,0.08796817850046727,0.10912928317126147,0.11170223323218122,0.06471825155640609,0.14082964606254758,0.11653064993669181,0.12041041387170963,0.07543243000215792,0.1458794527807346
ridge_residual,100,780000,0.04737286472558775,0.043566963512247606,0.032812183024733425,0.06374803531560544,0.8264947126512747,0.7760178970597666,0.5914084467585341,1.117281010224846,0.03950628160772658,0.04076350371863551,0.0252434560837684,0.04828877178481444,0.0765611394390824,0.07480472394846074,0.058384221542665364,0.10522734161215425,0.08460832325696357,0.07696125913932046,0.059195390081886234,0.12297995171368177
