model_id,fold_id,seed_index,validation_rows,rmse,nrmse,mae,tail_abs_error_q90,tail_abs_error_q95
a02_exact_rbf_residual,CV01,20,6500,0.08802149266793632,1.5678451773906912,0.06802138720311894,0.14133871425247338,0.1465139733714267
ridge_residual,CV02,1,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,1,9750,0.07362074204516243,1.2903151703184483,0.05647317696531708,0.13452372660904285,0.1382264701995371
compressed_mlp_residual,CV02,1,9750,0.1082901030101528,1.8979483067914698,0.07727402516707543,0.2007195762231939,0.226762717986698
a02_exact_rbf_residual,CV02,1,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,2,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,2,9750,0.07287370436027969,1.2772222018040524,0.057031151579242996,0.13245960972949838,0.1372351927853935
compressed_mlp_residual,CV02,2,9750,0.09993947091170093,1.7515908132501692,0.08741966671283022,0.15961183397260306,0.1823162854874893
a02_exact_rbf_residual,CV02,2,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,3,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,3,9750,0.07555833782676798,1.3242744752846625,0.06244226059974876,0.1326744964214975,0.13863853365978254
compressed_mlp_residual,CV02,3,9750,0.11999881643297923,2.103161268990578,0.1087255097408767,0.17413915482583694,0.1857548658767686
a02_exact_rbf_residual,CV02,3,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,4,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,4,9750,0.07195975334540215,1.2612038240118129,0.06104953175097967,0.12120350920269918,0.12502119208278104
compressed_mlp_residual,CV02,4,9750,0.1048055752073535,1.836876671808625,0.09123980602445966,0.1627522713956974,0.17893298510336977
a02_exact_rbf_residual,CV02,4,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,5,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,5,9750,0.078390108244322,1.3739055470061006,0.06455488130298356,0.13940127106386757,0.14532871887626825
compressed_mlp_residual,CV02,5,9750,0.066908578020774,1.1726743149597618,0.0510972839961818,0.11114143005639977,0.12965966850201
a02_exact_rbf_residual,CV02,5,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,6,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,6,9750,0.0755989623551664,1.3249864817630455,0.06334806728631898,0.1306823683472926,0.13274054289114054
compressed_mlp_residual,CV02,6,9750,0.08487342350900291,1.4875354807392211,0.07229127982527477,0.1175598798580685,0.15254621154110573
a02_exact_rbf_residual,CV02,6,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,7,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,7,9750,0.08044223169727319,1.4098721231251632,0.07004580398852643,0.13243275484888342,0.1358536786809903
compressed_mlp_residual,CV02,7,9750,0.09127042182591644,1.5996525790394749,0.08096786963655338,0.1359511702297598,0.15029639287900098
a02_exact_rbf_residual,CV02,7,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,8,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
random_feature_rbf_residual,CV02,8,9750,0.0704595077309286,1.2349097440856496,0.059147137611772496,0.11999951252485529,0.1249234372935974
compressed_mlp_residual,CV02,8,9750,0.07111417447863874,1.246383771820323,0.054996236690497136,0.12509110244663743,0.1453645749228804
a02_exact_rbf_residual,CV02,8,9750,0.23759676530835608,4.164243692462329,0.19464551550739947,0.36995174862657265,0.37621321316172107
ridge_residual,CV02,9,9750,0.06374803531560544,1.117281010224846,0.04828877178481444,0.10522734161215425,0.12297995171368177
