model_id,fold_id,seed_index,validation_rows,threshold,brier,auroc,recall,precision,false_negative_rate,false_positive_rate,expected_calibration_error,intervention_rate
class_weighted_tree,CV03,11,9750,0.6941836855935947,0.0662797123621502,0.8229338458323014,0.0,0.0,1.0,0.0,0.14194814838484568,0.0
a02_exact_rbf_feasibility,CV03,11,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,12,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,12,9750,0.6623629158879281,0.0753125464326796,0.7581015408339437,0.0,0.0,1.0,0.0,0.16907026028808061,0.0
a02_exact_rbf_feasibility,CV03,12,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,13,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,13,9750,0.707853164778796,0.06593193232399437,0.7764689778297653,0.0020325203252032522,0.5,0.9979674796747967,0.00010801468999783971,0.13894739023641334,0.00020512820512820512
a02_exact_rbf_feasibility,CV03,13,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,14,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,14,9750,0.6621321645474988,0.07604474381141735,0.8209501736138554,0.006097560975609756,0.3333333333333333,0.9939024390243902,0.0006480881399870382,0.17546041167335155,0.0009230769230769231
a02_exact_rbf_feasibility,CV03,14,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,15,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,15,9750,0.670074664097497,0.07512861678295917,0.7956478422528879,0.0020325203252032522,0.3333333333333333,0.9979674796747967,0.00021602937999567941,0.16982338756875948,0.0003076923076923077
a02_exact_rbf_feasibility,CV03,15,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,16,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,16,9750,0.6723766807334125,0.07310595305167739,0.8313368179047961,0.006097560975609756,1.0,0.9939024390243902,0.0,0.17156903289698813,0.0003076923076923077
a02_exact_rbf_feasibility,CV03,16,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,17,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,17,9750,0.6853936670113726,0.06394534822953082,0.8358212936471555,0.0,0.0,1.0,0.0,0.14519978387753885,0.0
a02_exact_rbf_feasibility,CV03,17,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,18,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,18,9750,0.6731578025367372,0.06558341896899746,0.8099293821032831,0.0,0.0,1.0,0.0,0.14499553620717548,0.0
a02_exact_rbf_feasibility,CV03,18,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,19,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,19,9750,0.7019995536943807,0.07014151244943143,0.7976596158540976,0.0040650406504065045,0.1111111111111111,0.9959349593495935,0.0017282350399654353,0.15697550090030787,0.0018461538461538461
a02_exact_rbf_feasibility,CV03,19,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV03,20,9750,0.2918070457233153,0.08021793066471883,0.7975725674301462,0.6036585365853658,0.1590787359400107,0.39634146341463417,0.16958306329660833,0.09946620903967555,0.1914871794871795
class_weighted_tree,CV03,20,9750,0.6778824079768944,0.07095616749848724,0.7858265187480131,0.0,0.0,1.0,0.0,0.15957206590273948,0.0
a02_exact_rbf_feasibility,CV03,20,9750,0.2336915465218965,0.06465242027698005,0.5213972270960558,0.17886178861788618,0.0757314974182444,0.8211382113821138,0.11600777705767984,0.08071366450317068,0.11917948717948718
calibrated_logistic,CV04,1,6500,0.2922734855323013,0.10489991831963877,0.7632320329959532,0.5632911392405063,0.19932810750279956,0.43670886075949367,0.24369461486025903,0.08848883795680067,0.27476923076923077
class_weighted_tree,CV04,1,6500,0.6636081034094169,0.09982360261193635,0.811966641643585,0.04113924050632911,0.2184873949579832,0.9588607594936709,0.015848670756646217,0.11328651899384626,0.018307692307692306
a02_exact_rbf_feasibility,CV04,1,6500,0.25178538410307283,0.2615095294536918,0.640684187138136,0.7025316455696202,0.13586291309669524,0.2974683544303797,0.4812542603953647,0.2996406999261145,0.5027692307692307
calibrated_logistic,CV04,2,6500,0.2922734855323013,0.10489991831963877,0.7632320329959532,0.5632911392405063,0.19932810750279956,0.43670886075949367,0.24369461486025903,0.08848883795680067,0.27476923076923077
class_weighted_tree,CV04,2,6500,0.6909521425937103,0.09351541088008965,0.8322295403950195,0.022151898734177215,0.16470588235294117,0.9778481012658228,0.012099522835719155,0.09653510071067385,0.013076923076923076
a02_exact_rbf_feasibility,CV04,2,6500,0.25178538410307283,0.2615095294536918,0.640684187138136,0.7025316455696202,0.13586291309669524,0.2974683544303797,0.4812542603953647,0.2996406999261145,0.5027692307692307
calibrated_logistic,CV04,3,6500,0.2922734855323013,0.10489991831963877,0.7632320329959532,0.5632911392405063,0.19932810750279956,0.43670886075949367,0.24369461486025903,0.08848883795680067,0.27476923076923077
class_weighted_tree,CV04,3,6500,0.6753439768386722,0.08987456683212237,0.8340878008162702,0.02689873417721519,0.2982456140350877,0.9731012658227848,0.006816632583503749,0.09395842339167519,0.008769230769230769
a02_exact_rbf_feasibility,CV04,3,6500,0.25178538410307283,0.2615095294536918,0.640684187138136,0.7025316455696202,0.13586291309669524,0.2974683544303797,0.4812542603953647,0.2996406999261145,0.5027692307692307
calibrated_logistic,CV04,4,6500,0.2922734855323013,0.10489991831963877,0.7632320329959532,0.5632911392405063,0.19932810750279956,0.43670886075949367,0.24369461486025903,0.08848883795680067,0.27476923076923077
class_weighted_tree,CV04,4,6500,0.6889213796385351,0.09911647984434607,0.8128629425418273,0.011075949367088608,0.1111111111111111,0.9889240506329114,0.00954328561690525,0.10738816210847807,0.009692307692307693
a02_exact_rbf_feasibility,CV04,4,6500,0.25178538410307283,0.2615095294536918,0.640684187138136,0.7025316455696202,0.13586291309669524,0.2974683544303797,0.4812542603953647,0.2996406999261145,0.5027692307692307
calibrated_logistic,CV04,5,6500,0.2922734855323013,0.10489991831963877,0.7632320329959532,0.5632911392405063,0.19932810750279956,0.43670886075949367,0.24369461486025903,0.08848883795680067,0.27476923076923077
class_weighted_tree,CV04,5,6500,0.6978153592851615,0.09621493622147662,0.8103141205681103,0.014240506329113924,0.09375,0.9857594936708861,0.014826175869120654,0.09477130081413782,0.014769230769230769
a02_exact_rbf_feasibility,CV04,5,6500,0.25178538410307283,0.2615095294536918,0.640684187138136,0.7025316455696202,0.13586291309669524,0.2974683544303797,0.4812542603953647,0.2996406999261145,0.5027692307692307
