model_id,fold_seed_rows,validation_rows_per_seed_sum,mean_brier,median_brier,best_brier,worst_brier,mean_auroc,median_auroc,best_auroc,worst_auroc,mean_recall,median_recall,best_recall,worst_recall,mean_false_negative_rate,median_false_negative_rate,best_false_negative_rate,worst_false_negative_rate,mean_expected_calibration_error,median_expected_calibration_error,best_expected_calibration_error,worst_expected_calibration_error,mean_intervention_rate,median_intervention_rate,best_intervention_rate,worst_intervention_rate
a02_exact_rbf_feasibility,100,780000,0.21336120265888375,0.21824472512470358,0.06465242027698005,0.31108766050807046,0.7122099710667865,0.6662832221209293,0.5213972270960558,0.9380995013372797,0.6442036321674617,0.7025316455696202,0.17886178861788618,0.9648103860608132,0.3557963678325383,0.2974683544303797,0.03518961393918688,0.8211382113821138,0.2238782540023534,0.22447229536484703,0.08071366450317068,0.31207748725755025,0.4403794871794873,0.5024615384615385,0.11917948717948718,0.6918461538461539
calibrated_logistic,100,780000,0.14223067742525214,0.11029582491756271,0.08021793066471883,0.2181631586000137,0.7729167439792565,0.7632320329959532,0.6665612403100776,0.9148548058737995,0.8042533959907271,0.905320813771518,0.5632911392405063,0.9927272727272727,0.19574660400927313,0.09467918622848201,0.007272727272727273,0.43670886075949367,0.15550766502381713,0.1726351194353665,0.08848883795680067,0.23750044359088945,0.46002051282051276,0.5564615384615385,0.1914871794871795,0.6618461538461539
class_weighted_tree,100,780000,0.13110998581436642,0.12128339551773396,0.0621170889302686,0.2821151903778458,0.8089215283369042,0.8194234603576577,0.435608104298802,0.9796306639086318,0.013889174500238285,0.0,0.0,0.10696969696969696,0.9861108254997617,1.0,0.8930303030303031,1.0,0.1627799826328012,0.1494975798182771,0.045197705712045184,0.31145353462789716,0.007858461538461538,5.128205128205128e-05,0.0,0.0716923076923077
