outer_fold,seed_index,q,orthogonalized_target_l2,first_stage_rbf25_l2,second_stage_fidelity_l2,second_stage_rbf50_l2,validation_outcomes_used,stage_order,channel_source
CV01,5,4,1.4208321304303964,0.7046246572576568,1.1378913181862411,0.3717667207867988,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,5,6,1.1946387779112417,0.7728605602568801,1.4364874159042866,0.3400757666537388,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,5,8,1.2707069528775847,0.8601600868400529,1.7310353855474847,0.20494390003502833,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,6,4,1.4208647141707795,0.704511876507949,1.1377130097101174,0.37312401687508584,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,6,6,1.1956648451513219,0.7725263015003294,1.4245271471015168,0.33666665220171704,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,6,8,1.2731803942496667,0.860827195947673,1.762495357495905,0.2037614029707045,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,7,4,1.420787114451469,0.7038061904214855,1.137453385278672,0.3711327993792791,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,7,6,1.19433707745764,0.7734898010268738,1.4330993820793774,0.3372041179399026,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,7,8,1.2717841683824953,0.8614938395641784,1.7335916097528683,0.20319836676499958,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,8,4,1.4207988680118597,0.7052886790326491,1.1379095791554126,0.3728385276531679,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,8,6,1.1939821282637786,0.7739289313785127,1.425384129237695,0.34243893872994824,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,8,8,1.2720956869909708,0.8598898776908611,1.7646324313808945,0.20737151201795884,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,9,4,1.4208097942016642,0.7041061588051797,1.1379346868785707,0.37031857002217045,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,9,6,1.194955254137055,0.7726843489208651,1.4275309641810028,0.3404034437111263,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,9,8,1.2711554839533374,0.8607644521429375,1.7276684725424352,0.20367530488690558,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,10,4,1.4207388923203808,0.7045718185878475,1.1377664221468495,0.36998223181119877,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,10,6,1.1962920459316941,0.7725027797959858,1.418405425704895,0.33566739285678737,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,10,8,1.271419346107475,0.8603833165286113,1.7706875760344336,0.20845635086941697,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,11,4,1.4208343581538179,0.705285826683259,1.1379583554163506,0.375460342982843,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,11,6,1.1944265378602736,0.7726547500983023,1.424931076998601,0.33948265590928717,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,11,8,1.2719623839444076,0.8602658428729242,1.7359354917844498,0.19997468015481695,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,12,4,1.4208141924157343,0.7042478390305066,1.1374729746391452,0.372574007241356,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,12,6,1.194668414543475,0.7730888021359658,1.423389013330756,0.3371496990623854,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,12,8,1.2716720699890827,0.8604788622127725,1.7678876522539997,0.20685229189635623,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,13,4,1.4207883196090478,0.7053538845957946,1.1377975448694362,0.37350388267973017,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV01,13,6,1.1942138202938972,0.7726026634080694,1.4326134488418647,0.3384484004227196,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
