outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,candidate_weight,candidate_numerator,candidate_denominator,control_weight,control_numerator,control_denominator,weight_source
CV04,17,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,4,aggregate,1024,1024,,,,,0,0.0,-0.02763051749300883,0.10387055820433265,1.0,0.046463627481760805,0.02175789756554869,inner_grouped_out_of_fold_training_predictions
CV04,17,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,6,aggregate,1024,1024,,,,,0,0.0,-0.06717442603957835,0.18195020123630837,1.0,0.03550648697527593,0.018853035591042285,inner_grouped_out_of_fold_training_predictions
CV04,17,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,17,8,aggregate,1024,1024,,,,,0,0.0,-0.05145585393102321,0.14703166013370939,1.0,0.030331567173416847,0.017926856403879123,inner_grouped_out_of_fold_training_predictions
CV04,18,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,4,aggregate,1024,1024,,,,,0,0.0,-0.02763704730917889,0.10389290434464496,1.0,0.04642165826691394,0.02177037695327086,inner_grouped_out_of_fold_training_predictions
CV04,18,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,6,aggregate,1024,1024,,,,,0,0.0,-0.0675856248127853,0.18154610808178864,1.0,0.03561092815470805,0.018829067358914056,inner_grouped_out_of_fold_training_predictions
CV04,18,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,18,8,aggregate,1024,1024,,,,,0,0.0,-0.04948975861410364,0.14800885772470992,1.0,0.030444704029113284,0.018029439479661652,inner_grouped_out_of_fold_training_predictions
CV04,19,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,4,aggregate,1024,1024,,,,,0,0.0,-0.027635674806965126,0.10385865781778753,1.0,0.04643616693105988,0.021751842406394245,inner_grouped_out_of_fold_training_predictions
CV04,19,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,6,aggregate,1024,1024,,,,,0,0.0,-0.06827857274472687,0.1819938409013273,1.0,0.035507290663539325,0.01886117103435997,inner_grouped_out_of_fold_training_predictions
CV04,19,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,19,8,aggregate,1024,1024,,,,,0,0.0,-0.04895377352982486,0.14525332375503902,1.0,0.030288559520167395,0.01789825730289964,inner_grouped_out_of_fold_training_predictions
CV04,20,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,4,aggregate,1024,1024,,,,,0,0.0,-0.027665660007192665,0.10384618327353722,1.0,0.046462293815752384,0.021784565103403236,inner_grouped_out_of_fold_training_predictions
CV04,20,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,6,aggregate,1024,1024,,,,,0,0.0,-0.06716823279893097,0.18144302350204933,1.0,0.03548644268908961,0.01884376688088037,inner_grouped_out_of_fold_training_predictions
CV04,20,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,20,8,aggregate,1024,1024,,,,,0,0.0,-0.050223706872134476,0.14741398050520488,1.0,0.030187457750319474,0.017983593431284806,inner_grouped_out_of_fold_training_predictions
CV05,1,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,4,aggregate,1024,1024,,,,,0,0.0,-0.041897936650722244,0.2764195488262192,1.0,0.13488851538996277,0.05478184665764018,inner_grouped_out_of_fold_training_predictions
CV05,1,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,6,aggregate,1024,1024,,,,,0,0.20371284097060646,0.03849315315459513,0.1889579123789711,0.18707092486169552,0.0059369542242701185,0.031736381421428275,inner_grouped_out_of_fold_training_predictions
CV05,1,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,1,8,aggregate,1024,1024,,,,,0,0.46598708589157467,0.06710428272240396,0.14400459745362493,0.143191861956841,0.0048218446423760036,0.03367401314908064,inner_grouped_out_of_fold_training_predictions
CV05,2,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,4,aggregate,1024,1024,,,,,0,0.0,-0.0418031176760347,0.27661197935196746,1.0,0.1351368482343373,0.055122346084992266,inner_grouped_out_of_fold_training_predictions
CV05,2,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,6,aggregate,1024,1024,,,,,0,0.24968458454809855,0.04994525021984959,0.20003337534932308,0.2058861023516435,0.006677169372511244,0.032431374902162954,inner_grouped_out_of_fold_training_predictions
CV05,2,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,2,8,aggregate,1024,1024,,,,,0,0.5951482736689228,0.08875919157366918,0.14913794679516346,0.0952023250228623,0.0031904064739883063,0.03351185460252308,inner_grouped_out_of_fold_training_predictions
CV05,3,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,4,aggregate,1024,1024,,,,,0,0.0,-0.04227604405548935,0.27578348075153675,1.0,0.13491991133200326,0.05471391507961406,inner_grouped_out_of_fold_training_predictions
CV05,3,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,6,aggregate,1024,1024,,,,,0,0.16252189097191086,0.03121211469787957,0.19204868040376205,0.21299065705804784,0.006847153755051176,0.03214767187269192,inner_grouped_out_of_fold_training_predictions
CV05,3,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,3,8,aggregate,1024,1024,,,,,0,0.551098546014039,0.08471895482536207,0.15372741488453118,0.10542158621148183,0.003536636829687744,0.033547558491417925,inner_grouped_out_of_fold_training_predictions
CV05,4,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,4,aggregate,1024,1024,,,,,0,0.0,-0.04208150903072735,0.27608104675109935,1.0,0.1353276587231261,0.055285463493453035,inner_grouped_out_of_fold_training_predictions
CV05,4,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,6,aggregate,1024,1024,,,,,0,0.24224112758361382,0.04801358389235777,0.1982057480135574,0.2189660225863447,0.007231797564466472,0.03302703076508029,inner_grouped_out_of_fold_training_predictions
CV05,4,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,4,8,aggregate,1024,1024,,,,,0,0.575204790320709,0.08513681653204688,0.14801131347424681,0.11922022440928692,0.003996033485353214,0.03351808390860514,inner_grouped_out_of_fold_training_predictions
CV05,5,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,4,aggregate,1024,1024,,,,,0,0.0,-0.04179475151971293,0.27661237329889876,1.0,0.13503584019534975,0.05501077732803691,inner_grouped_out_of_fold_training_predictions
CV05,5,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,6,aggregate,1024,1024,,,,,0,0.1423355277500876,0.02788290192741668,0.1958955881793154,0.18777666559980843,0.006091854605642471,0.032442021409760755,inner_grouped_out_of_fold_training_predictions
CV05,5,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,5,8,aggregate,1024,1024,,,,,0,0.5268671763611991,0.078680862464956,0.14933718780578492,0.11146332170526024,0.003763561516105077,0.03376502205861917,inner_grouped_out_of_fold_training_predictions
CV05,6,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,4,aggregate,1024,1024,,,,,0,0.0,-0.04276435952896196,0.2747835172682282,1.0,0.1354901024822529,0.054992373581568846,inner_grouped_out_of_fold_training_predictions
CV05,6,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,6,aggregate,1024,1024,,,,,0,0.234455725579819,0.04585436311163196,0.19557791987477452,0.15820697622835114,0.005033593746499575,0.03181650940116723,inner_grouped_out_of_fold_training_predictions
CV05,6,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,6,8,aggregate,1024,1024,,,,,0,0.5627530193570146,0.08414413585431849,0.1495223178908203,0.05344244412937711,0.001771074126096756,0.03313984146775209,inner_grouped_out_of_fold_training_predictions
CV05,7,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,4,aggregate,1024,1024,,,,,0,0.0,-0.04196871850908431,0.2764436587533,1.0,0.1352212646070697,0.05492829290222868,inner_grouped_out_of_fold_training_predictions
CV05,7,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,6,aggregate,1024,1024,,,,,0,0.16029708248184565,0.03080348392182223,0.19216496922400855,0.22967526374695205,0.007541072503897524,0.0328336294508668,inner_grouped_out_of_fold_training_predictions
CV05,7,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,7,8,aggregate,1024,1024,,,,,0,0.5784515231866074,0.09000075277097187,0.15558910152949462,0.14941305679857703,0.005018469420421598,0.033587890696774717,inner_grouped_out_of_fold_training_predictions
CV05,8,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,8,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,8,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,8,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,8,4,aggregate,1024,1024,,,,,0,0.0,-0.0416745412299286,0.27669969975322695,1.0,0.13502726386132313,0.05459866921666205,inner_grouped_out_of_fold_training_predictions
CV05,8,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,8,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,8,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV05,8,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
