outer_fold,seed_index,q,candidate_id,control_id,fidelity_delta_l2,rbf25_delta_l2,rbf50_delta_l2,candidate_interaction_norm,control_interaction_norm,residual_target_rows,channel_fit_rows,validation_outcomes_used,channel_source
CV01,7,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6202040602177048,0.7729023853657597,0.9223679767789666,1.834893897508268,0.3529872115789305,1024,1024,0,same_cross_fitted_c06_residual
CV01,7,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9605218587128075,0.8602444311009508,1.0629427762299026,3.28777764814307,0.4513223282691659,1024,1024,0,same_cross_fitted_c06_residual
CV01,8,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448877161622,0.7057552067489296,0.8839178774660688,0.7802762719655253,1.902700718783203,1024,1024,0,same_cross_fitted_c06_residual
CV01,8,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6226739496351625,0.7725210351492211,0.9225961578328997,1.9914182375956904,0.37578034649240627,1024,1024,0,same_cross_fitted_c06_residual
CV01,8,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9648169846327397,0.8596814074979091,1.0627060544979448,3.1101325269176914,0.5263176618953531,1024,1024,0,same_cross_fitted_c06_residual
CV01,9,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448878644338,0.7044713765472599,0.8805228528640564,0.7794363550685237,1.8968325193975306,1024,1024,0,same_cross_fitted_c06_residual
CV01,9,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6290733034471052,0.7719152671755969,0.9173042005567854,1.9964664927688425,0.3877682195988286,1024,1024,0,same_cross_fitted_c06_residual
CV01,9,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9634692777367875,0.8601147252626529,1.0617797947686565,3.221732065055801,0.47610170129450624,1024,1024,0,same_cross_fitted_c06_residual
CV01,10,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448880892387,0.7055347664137064,0.8826039751451844,0.7801564211951949,1.920463953412557,1024,1024,0,same_cross_fitted_c06_residual
CV01,10,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6242873119608048,0.7725637811146125,0.9227301515039559,1.9440807904579254,0.31637267298281607,1024,1024,0,same_cross_fitted_c06_residual
CV01,10,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9515674554420845,0.8594354027351807,1.0629363260394054,3.0805274914929246,0.49916655994050524,1024,1024,0,same_cross_fitted_c06_residual
CV01,11,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448870330042,0.7049508347463109,0.8810363494494973,0.7782858332179388,1.9085773256283145,1024,1024,0,same_cross_fitted_c06_residual
CV01,11,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6183029666636557,0.7731177747424044,0.9205257020484277,1.8675446598428986,0.36533062405174244,1024,1024,0,same_cross_fitted_c06_residual
CV01,11,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9786236196591578,0.8596939667791154,1.0622392351733676,3.0381093778188686,0.48695662641273146,1024,1024,0,same_cross_fitted_c06_residual
CV01,12,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448871779654,0.705439375803872,0.8810494758232031,0.7794480253924415,1.899916465925132,1024,1024,0,same_cross_fitted_c06_residual
CV01,12,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6197221426370656,0.7744538570504245,0.9233563149576077,1.98213179282603,0.4345320134444754,1024,1024,0,same_cross_fitted_c06_residual
CV01,12,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9618123069842908,0.8600215321175734,1.0639258843484132,3.177846804495271,0.48870833859350016,1024,1024,0,same_cross_fitted_c06_residual
CV01,13,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448873036284,0.7055577230510308,0.8806473657246947,0.779537141642484,1.9015993645468707,1024,1024,0,same_cross_fitted_c06_residual
CV01,13,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6225625621235529,0.7727274107236969,0.9219279507763091,1.8395777872698338,0.3689987803044336,1024,1024,0,same_cross_fitted_c06_residual
CV01,13,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9609170861576575,0.8601211389435944,1.0622513900505952,3.1635315956206442,0.5097062965114133,1024,1024,0,same_cross_fitted_c06_residual
CV01,14,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448877541243,0.7046036027470434,0.8836406856475174,0.7803998425098662,1.8984894182831151,1024,1024,0,same_cross_fitted_c06_residual
CV01,14,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6255384925952785,0.772045178783924,0.9203401351788667,2.000667769199108,0.4585918861980218,1024,1024,0,same_cross_fitted_c06_residual
CV01,14,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9469447076480997,0.8617780640517368,1.064062278673015,3.0956110475177483,0.45220944794411383,1024,1024,0,same_cross_fitted_c06_residual
CV01,15,4,NIFRK-04-NL,TWO-RBF-04-NL,1.325444887128843,0.7040828670251079,0.8779897807460282,0.777482796102874,1.8966634556532933,1024,1024,0,same_cross_fitted_c06_residual
CV01,15,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6224634039832468,0.7724553579575646,0.9211631096874328,1.900554265537419,0.3907070060352509,1024,1024,0,same_cross_fitted_c06_residual
CV01,15,8,NIFRK-08-NL,TWO-RBF-08-NL,1.970349987831064,0.8607560446669459,1.064424737275233,3.08866358236716,0.5103952057191146,1024,1024,0,same_cross_fitted_c06_residual
CV01,16,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448880126994,0.7045615064886959,0.88090824013924,0.7795728102317753,1.8946645543557499,1024,1024,0,same_cross_fitted_c06_residual
CV01,16,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6222204383365855,0.772427246266757,0.9221372939717086,1.974137444680554,0.37432270735302875,1024,1024,0,same_cross_fitted_c06_residual
CV01,16,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9633564611689283,0.8596388580990254,1.0627606328240966,3.150212785237088,0.5047138549715164,1024,1024,0,same_cross_fitted_c06_residual
CV01,17,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448877041278,0.7060432743862768,0.8855605575615966,0.7814539174975978,1.9167685686236746,1024,1024,0,same_cross_fitted_c06_residual
CV01,17,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6218101780821876,0.7726737452652823,0.9223607246751986,1.9040369493444993,0.3987766471963938,1024,1024,0,same_cross_fitted_c06_residual
CV01,17,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9865656790470738,0.8596491179438378,1.064327121069268,3.1590860573276975,0.4180315887393967,1024,1024,0,same_cross_fitted_c06_residual
