outer_fold,seed_index,q,candidate_id,control_id,fidelity_delta_l2,rbf25_delta_l2,rbf50_delta_l2,candidate_interaction_norm,control_interaction_norm,residual_target_rows,channel_fit_rows,validation_outcomes_used,channel_source
CV01,18,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448873635665,0.7040719519947184,0.8804258617131614,0.7802205759844087,1.8909093680075464,1024,1024,0,same_cross_fitted_c06_residual
CV01,18,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6228930829101997,0.7722100774035153,0.9212644481737624,1.8688219086725806,0.4324610030167997,1024,1024,0,same_cross_fitted_c06_residual
CV01,18,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9600083973119917,0.8607273255621319,1.0596833082604828,3.1814719096192743,0.4937282086619299,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,4,NIFRK-04-NL,TWO-RBF-04-NL,1.3254448870648552,0.7060226074669728,0.8822643771585181,0.7799980755752749,1.899183999303817,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,6,NIFRK-06-NL,TWO-RBF-06-NL,1.617883619253013,0.7727400838470031,0.9222099256357972,2.021097134689046,0.3959952784390383,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,8,NIFRK-08-NL,TWO-RBF-08-NL,1.9765620995323148,0.8619792337964209,1.065455762860818,3.0821014227065295,0.4659265276177816,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,4,NIFRK-04-NL,TWO-RBF-04-NL,1.325444888114197,0.7039777153883615,0.8801516863682787,0.7789754514111914,1.8849728826609016,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,6,NIFRK-06-NL,TWO-RBF-06-NL,1.6229968199371598,0.7722135641528303,0.9215230553071367,1.7101285962038206,0.3631329219391342,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,8,NIFRK-08-NL,TWO-RBF-08-NL,1.985045837388432,0.8600035916897617,1.0650908757729098,3.080893237672245,0.4107253673155346,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369856272018,1.5035238370785944,1.7506564974937315,1.2309323556189258,1.15700883660472,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7364861268392981,1.0181889229407188,1.0883643915166232,0.6370166966585847,1.1194704732929943,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5559798070154075,0.7725821216013307,0.7426943751668877,0.4823702578699146,0.8316927232083315,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,4,NIFRK-04-NL,TWO-RBF-04-NL,1.951136984138061,1.5036040941768083,1.750666905455476,1.2301063408768265,1.156246608916357,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,6,NIFRK-06-NL,TWO-RBF-06-NL,1.719835863389073,1.0180667124336737,1.0882108895814993,0.6368085936931317,1.1217559926416505,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5499527700602598,0.7723549141561453,0.7423401924626686,0.48145157769086894,0.8299764200869649,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369870135313,1.503586918801282,1.750687710735702,1.2311703876968647,1.1575928958695052,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7273795544112918,1.0181020037475432,1.0881730469885087,0.6385117146473508,1.1202442057110442,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5464442140178426,0.772272868088594,0.7431231328883802,0.48258549872393364,0.8247356124305206,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369881669738,1.5035424663835546,1.7506852330906264,1.230347306607328,1.1544340209162651,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7240761849324724,1.0180184931413716,1.0880715122969964,0.6352911567345543,1.1198863832818795,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5337947663265399,0.7725231352245634,0.7432053883853537,0.48128753120973,0.8304079563546579,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369861937546,1.5035875073836016,1.7506626845450737,1.231527223759432,1.1581616258483756,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7263604883142,1.0181798883720536,1.0886418620111047,0.6360344831884995,1.126064227296223,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5707444551508755,0.7724739862037007,0.74308247363418,0.4834939796740894,0.8316536584812786,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369876099467,1.503555599033573,1.7507614228869472,1.2305083618384314,1.1565425635321056,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7277211037158309,1.0182473423286222,1.0875305922633223,0.6414160923529637,1.12434345265501,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5619487696862423,0.7722118367938483,0.7416840769632727,0.4837280579936953,0.8290901662169318,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369849457911,1.503531204058371,1.7507132446527711,1.2296340381329653,1.1559597003834359,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7174696577243447,1.0180254198697027,1.0877749240680556,0.6373379468103092,1.1242393413821137,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5400026758269232,0.7727162419149537,0.7426115430225677,0.4793953239219954,0.8307997260148627,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369851280624,1.5036139735336518,1.750455811117342,1.2305468356118991,1.158961481077325,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,6,NIFRK-06-NL,TWO-RBF-06-NL,1.728215879250311,1.0181219924928246,1.0884071443903904,0.6351317619917459,1.1262635598653619,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5468760894621789,0.7722070528479211,0.7438400833578908,0.4787593919760761,0.8320085574745879,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369885822136,1.5035695374054145,1.7506867951066203,1.2316803547515838,1.1575807976736066,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,6,NIFRK-06-NL,TWO-RBF-06-NL,1.731448008616724,1.0181168940014662,1.0879857456424973,0.6456901748540202,1.1253969990334638,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5576409488604749,0.7724592422144431,0.741636554155792,0.4804883133939462,0.8314666919461478,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369873570825,1.5034898636785372,1.7505857746949787,1.2295985407729875,1.155434995419077,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7201921973875254,1.0179495493122175,1.0874529349761253,0.6380118834969208,1.1203680635048214,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5537189687994298,0.7724464789673425,0.7435102252070103,0.4797985175244953,0.8321489699573298,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369864330703,1.5035268979827574,1.7506568909137892,1.2307095661622927,1.1558402434118262,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7303100836133722,1.0180956538899457,1.0883515422268002,0.6391994702454719,1.1220929482554471,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5360313334050518,0.7721995414858921,0.7430255986545787,0.4826381868353024,0.8341305287525048,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,4,NIFRK-04-NL,TWO-RBF-04-NL,1.951136983825514,1.503509461508962,1.750698934311181,1.2288364470316195,1.1555769109685248,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,6,NIFRK-06-NL,TWO-RBF-06-NL,1.7250643547445255,1.0179759565245718,1.0877330931850702,0.6190635427124423,1.1222223834821472,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,8,NIFRK-08-NL,TWO-RBF-08-NL,0.5574868157909963,0.772256054511922,0.7428579996780605,0.48241306018633,0.8299841911429358,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,4,NIFRK-04-NL,TWO-RBF-04-NL,1.9511369843736301,1.503476313851679,1.7504615469092133,1.229917454997792,1.1562600820018076,1024,1024,0,same_cross_fitted_c06_residual
