outer_fold,seed_index,config_id,fit_rows,fit_features,validation_rows,projection_components,projection_hash,conditioning_feature,train_conditioning_hash,validation_conditioning_hash,validation_outcomes_used
CV02,4,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,4,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,5,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,5,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,5,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,6,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,6,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,6,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,7,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,7,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,7,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,8,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,8,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,8,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,9,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,9,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,9,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,10,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,10,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,10,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,11,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,11,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,11,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,12,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,12,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,12,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,13,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,13,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,13,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,14,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,14,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,14,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,15,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,15,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,15,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,16,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,16,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,16,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,17,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,17,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,17,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,18,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,18,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,18,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,19,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,19,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,19,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,20,EC-GFRK-04-L010,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,20,EC-GFRK-06-L010,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV02,20,EC-GFRK-08-L010,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,c15f706f643cff80d482e61e1002ad6819590661bfb760d4116186ccbd2914a0,f8a1a602a16c8443572432ccc34773c0e415b2e089afc6c8bf30ccc88f1b4671,0
CV03,1,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,1,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,1,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,2,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,2,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,2,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,3,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,3,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,3,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,4,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,4,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,4,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,5,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,5,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,5,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,6,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,6,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,6,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,7,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,7,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,7,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,8,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,8,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,8,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,9,EC-GFRK-04-L010,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,9,EC-GFRK-06-L010,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
CV03,9,EC-GFRK-08-L010,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,5ad4fd4a2258e4fc52737cda1ec259436d65666f9f5a419baa1ee57f4fb18b58,14e004304f57f536b196400c7af11b606070387f86b9ec1ec2ba140c1f30d91b,0
