outer_fold,seed_index,q,fidelity_delta_l2,rbf25_delta_l2,rbf50_delta_l2,channel_fit_rows,validation_outcomes_used,channel_source
CV05,3,6,0.7640825940212234,0.4220359665729562,0.5469876562077302,1024,0,same_cross_fitted_c06_residual
CV05,3,8,0.9360509083214137,0.4463662762598361,0.5206275007004902,1024,0,same_cross_fitted_c06_residual
CV05,4,4,0.5581806918491199,0.3437828980101092,0.31918828637126445,1024,0,same_cross_fitted_c06_residual
CV05,4,6,0.7655896383664459,0.4219220060913073,0.5468208378540238,1024,0,same_cross_fitted_c06_residual
CV05,4,8,0.945296558192858,0.44627494150846836,0.5193432676088404,1024,0,same_cross_fitted_c06_residual
CV05,5,4,0.5581806917083937,0.3435869501549478,0.3200501712387267,1024,0,same_cross_fitted_c06_residual
CV05,5,6,0.7605878094176923,0.42230273318859257,0.5484572591123182,1024,0,same_cross_fitted_c06_residual
CV05,5,8,0.9412105294210159,0.4463173601814632,0.5197938118199906,1024,0,same_cross_fitted_c06_residual
CV05,6,4,0.5581806924033551,0.3436894714840223,0.3185232312147345,1024,0,same_cross_fitted_c06_residual
CV05,6,6,0.7671411975470411,0.42387385600819094,0.5492513922628305,1024,0,same_cross_fitted_c06_residual
CV05,6,8,0.9475042142338541,0.4462215895117551,0.5196436924168649,1024,0,same_cross_fitted_c06_residual
CV05,7,4,0.5581806921254623,0.34352138752343153,0.31904328459740466,1024,0,same_cross_fitted_c06_residual
CV05,7,6,0.7646961443410283,0.4216042542355306,0.5467945000457157,1024,0,same_cross_fitted_c06_residual
CV05,7,8,0.9443042106854347,0.44570128282679505,0.5198481593073107,1024,0,same_cross_fitted_c06_residual
CV05,8,4,0.5581806915154436,0.344655643706462,0.32028876008361024,1024,0,same_cross_fitted_c06_residual
CV05,8,6,0.7671695975595441,0.4218060846435097,0.5458273384615853,1024,0,same_cross_fitted_c06_residual
CV05,8,8,0.9476524749762715,0.4462701587489203,0.5195648836383376,1024,0,same_cross_fitted_c06_residual
CV05,9,4,0.558180691738596,0.34361177626513245,0.3196725470328487,1024,0,same_cross_fitted_c06_residual
CV05,9,6,0.762838074265802,0.4216000033987793,0.5472782575777041,1024,0,same_cross_fitted_c06_residual
CV05,9,8,0.932493599976698,0.4462449059039258,0.5211618959912121,1024,0,same_cross_fitted_c06_residual
CV05,10,4,0.5581806919560245,0.34411293550423655,0.3202288584817791,1024,0,same_cross_fitted_c06_residual
CV05,10,6,0.763105246565467,0.42304656176281297,0.5484193780847301,1024,0,same_cross_fitted_c06_residual
CV05,10,8,0.9581830901566336,0.44548472147274787,0.5199948295459821,1024,0,same_cross_fitted_c06_residual
CV05,11,4,0.5581806921593907,0.34324057953875925,0.32005979491174313,1024,0,same_cross_fitted_c06_residual
CV05,11,6,0.7673858524408133,0.4219579278772888,0.5477920970270607,1024,0,same_cross_fitted_c06_residual
CV05,11,8,0.9375326285677188,0.4455766326873034,0.5177509614895383,1024,0,same_cross_fitted_c06_residual
CV05,12,4,0.5581806920567073,0.3431035694308717,0.31976039095927616,1024,0,same_cross_fitted_c06_residual
CV05,12,6,0.7631116139267632,0.42124445051926435,0.5462477686696803,1024,0,same_cross_fitted_c06_residual
CV05,12,8,0.9409665216644127,0.44708938488572286,0.5216248162016719,1024,0,same_cross_fitted_c06_residual
CV05,13,4,0.5581806918092062,0.343695572342567,0.3196377796131491,1024,0,same_cross_fitted_c06_residual
CV05,13,6,0.7672850720156346,0.42163926267226415,0.548413168229396,1024,0,same_cross_fitted_c06_residual
CV05,13,8,0.9331741743756435,0.4481196589352797,0.520600921220875,1024,0,same_cross_fitted_c06_residual
CV05,14,4,0.5581806919357627,0.3436106807628305,0.3190713415645512,1024,0,same_cross_fitted_c06_residual
CV05,14,6,0.7626976165186508,0.42152479907038837,0.547185554819646,1024,0,same_cross_fitted_c06_residual
CV05,14,8,0.9574583567740323,0.4476116141718465,0.5203111721322928,1024,0,same_cross_fitted_c06_residual
CV05,15,4,0.5581806917326209,0.34398163278222654,0.3191293108913026,1024,0,same_cross_fitted_c06_residual
CV05,15,6,0.7652854125608266,0.4217227941450708,0.547224875945548,1024,0,same_cross_fitted_c06_residual
CV05,15,8,0.9509641201820546,0.4460717933954975,0.5194132194148289,1024,0,same_cross_fitted_c06_residual
CV05,16,4,0.5581806918207965,0.34473172252583234,0.32007763815262563,1024,0,same_cross_fitted_c06_residual
CV05,16,6,0.7637410830314231,0.4216022288110431,0.5466592593811213,1024,0,same_cross_fitted_c06_residual
CV05,16,8,0.9412633409128304,0.44547794031496346,0.5205290136447009,1024,0,same_cross_fitted_c06_residual
CV05,17,4,0.5581806919212233,0.3434857613138174,0.3195545672474731,1024,0,same_cross_fitted_c06_residual
CV05,17,6,0.762920828703732,0.4229282293874552,0.5471135994892564,1024,0,same_cross_fitted_c06_residual
CV05,17,8,0.9325170471919245,0.4461923431991145,0.5181052739895878,1024,0,same_cross_fitted_c06_residual
CV05,18,4,0.5581806916766618,0.34359802376439813,0.3202205874677939,1024,0,same_cross_fitted_c06_residual
CV05,18,6,0.7673483650933022,0.4215868760514937,0.5474928326308733,1024,0,same_cross_fitted_c06_residual
CV05,18,8,0.9236029051424781,0.4461030235067227,0.5203955700195235,1024,0,same_cross_fitted_c06_residual
CV05,19,4,0.5581806917985981,0.3427938060067285,0.3191688265906076,1024,0,same_cross_fitted_c06_residual
CV05,19,6,0.7650592450083862,0.4211248649770713,0.5472047473364726,1024,0,same_cross_fitted_c06_residual
CV05,19,8,0.9421660620866938,0.4464081226830926,0.5182803459328325,1024,0,same_cross_fitted_c06_residual
CV05,20,4,0.558180691122397,0.3445368909594204,0.31978720089168183,1024,0,same_cross_fitted_c06_residual
CV05,20,6,0.7669259942558118,0.42168650861586254,0.5477056335473495,1024,0,same_cross_fitted_c06_residual
CV05,20,8,0.9289147391275225,0.44663029749849725,0.5195993301807561,1024,0,same_cross_fitted_c06_residual
