audit_label,fidelity,split,group_id,base_trajectory,uncertainty_family,expected_records,observed_records,expected_decision_sets,observed_decision_sets,schema_error_records,relationship_error_records,nonfinite_records,feasible_records,feasibility_rate,no_reference_feasible_sets,no_reference_feasible_rate,nonconverged_records,median_robust_delta_v_m_s,median_terminal_position_error_km,p95_terminal_position_error_km,median_terminal_velocity_error_m_s,uncertainty_conformance,uncertainty_notes,payload_sha256,latest_ledger_sha256,ledger_matches_payload,audit_status,error_example
post_d003_f1_g01,F1,development,G01,C01,U0,2500,2500,500,500,0,0,0,2000,0.8,0,0.0,0,0.0,0.0,110.198336579,0.0,true,observed_nav_position_km=0;observed_nav_velocity_m_s=0;observed_thrust_fraction=0;observed_pointing_deg=0,5090e5731972d9588c4e41822a427e61a18ce5e81e2ef979ffa22f8fc67be335,5090e5731972d9588c4e41822a427e61a18ce5e81e2ef979ffa22f8fc67be335,true,valid,
