audit_label,fidelity,split,group_id,base_trajectory,uncertainty_family,expected_records,observed_records,expected_decision_sets,observed_decision_sets,schema_error_records,relationship_error_records,nonfinite_records,feasible_records,feasibility_rate,no_reference_feasible_sets,no_reference_feasible_rate,nonconverged_records,median_robust_delta_v_m_s,median_terminal_position_error_km,p95_terminal_position_error_km,median_terminal_velocity_error_m_s,uncertainty_conformance,uncertainty_notes,payload_sha256,latest_ledger_sha256,ledger_matches_payload,audit_status,error_example
post_d003_f1,F1,development,G01,C01,U0,2500,2500,500,500,0,0,0,2000,0.8,0,0.0,0,0.0,0.0,110.198336579,0.0,true,observed_nav_position_km=0;observed_nav_velocity_m_s=0;observed_thrust_fraction=0;observed_pointing_deg=0,5090e5731972d9588c4e41822a427e61a18ce5e81e2ef979ffa22f8fc67be335,5090e5731972d9588c4e41822a427e61a18ce5e81e2ef979ffa22f8fc67be335,true,valid,
post_d003_f1,F1,development,G02,C02,U1,2500,2500,500,500,0,0,0,3,0.0012,497,0.994,0,0.645641467,491.916137795,3698.585411281,137.748917208,true,observed_nav_position_km=0.664813257;observed_nav_velocity_m_s=0.00667585211;observed_thrust_fraction=0;observed_pointing_deg=0,7d42c5b7999024bfe8c0afd408da746f6283c8d8f065c33ef4ff315bc1b4252c,7d42c5b7999024bfe8c0afd408da746f6283c8d8f065c33ef4ff315bc1b4252c,true,valid,
post_d003_f1,F1,development,G03,C03,U2,2500,2500,500,500,0,0,0,145,0.058,356,0.712,0,0.90996333,165.92062305,2428.781668398,39.771448149,true,observed_nav_position_km=0;observed_nav_velocity_m_s=0;observed_thrust_fraction=0.00208616733;observed_pointing_deg=0.0298003492,d9f8125adadb4f60579bc187fe5a69b85917c863e62230a13fd36e3d74f7b2e4,d9f8125adadb4f60579bc187fe5a69b85917c863e62230a13fd36e3d74f7b2e4,true,valid,
post_d003_f1,F1,development,G04,C04,U3,2500,2500,500,500,0,0,0,20,0.008,480,0.96,0,1.006467925,231.999080645,2239.957025109,63.187675521,true,observed_nav_position_km=0.666660145;observed_nav_velocity_m_s=0.00670447365;observed_thrust_fraction=0.00208931491;observed_pointing_deg=0.0298712955,2989963a78ee297c7bb691e8260dc05c9333babf419101e154162cc99f839a0f,2989963a78ee297c7bb691e8260dc05c9333babf419101e154162cc99f839a0f,true,valid,
post_d003_f1,F1,development,G05,C05,U4,2500,2500,500,500,0,0,0,60,0.024,440,0.88,0,0.759729685,181.307157131,1340.600051863,14.222033205,true,observed_nav_position_km=0.657269199;observed_nav_velocity_m_s=0.00657829763;observed_thrust_fraction=0.00205883599;observed_pointing_deg=0.0294139147,891e8ff5ff97480295058e9a0ed8d7522c6fac550867c0310dd4cdf9e85b821a,891e8ff5ff97480295058e9a0ed8d7522c6fac550867c0310dd4cdf9e85b821a,true,valid,
post_d003_f1,F1,development,G06,C06,U0,2500,2500,500,500,0,0,0,2021,0.8084,0,0.0,0,0.0,0.0,61.735600382,0.0,true,observed_nav_position_km=0;observed_nav_velocity_m_s=0;observed_thrust_fraction=0;observed_pointing_deg=0,c8dce226bded8f94ec1df096b6b884ba6d0a670827b3bd02e88c052bfbaf6db6,c8dce226bded8f94ec1df096b6b884ba6d0a670827b3bd02e88c052bfbaf6db6,true,valid,
post_d003_f1,F1,development,G07,C07,U1,2500,2500,500,500,0,0,0,366,0.1464,228,0.456,0,0.141749316,21.452758464,125.684452096,2.698360363,true,observed_nav_position_km=0.667310463;observed_nav_velocity_m_s=0.00665892027;observed_thrust_fraction=0;observed_pointing_deg=0,c47a1634e1111ae14826b7dba92c28da13f1c00f0fc2f17f570b7a1389c416fc,c47a1634e1111ae14826b7dba92c28da13f1c00f0fc2f17f570b7a1389c416fc,true,valid,
post_d003_f1,F1,development,G08,C08,U2,2500,2500,500,500,0,0,0,727,0.2908,41,0.082,0,0.253509736,14.623247127,73.325271618,2.137517501,true,observed_nav_position_km=0;observed_nav_velocity_m_s=0;observed_thrust_fraction=0.00208526186;observed_pointing_deg=0.0298492873,8c7f417523ba353c6c46b8d169bafb977137929f148f447e118946f9b63148e3,8c7f417523ba353c6c46b8d169bafb977137929f148f447e118946f9b63148e3,true,valid,
post_d003_f1,F1,development,G09,T01,U3,2500,2500,500,500,0,0,0,1,0.0004,499,0.998,0,0.825258871,1112.778935934,8070.907589222,308.574195496,true,observed_nav_position_km=0.667799701;observed_nav_velocity_m_s=0.00667465904;observed_thrust_fraction=0.002085179;observed_pointing_deg=0.0298026484,466509f4b196182d01398178374fa5fa16f68ad224e83df6547c6194472b9e5b,466509f4b196182d01398178374fa5fa16f68ad224e83df6547c6194472b9e5b,true,valid,
post_d003_f1,F1,development,G10,T02,U4,2500,2500,500,500,0,0,0,3,0.0012,497,0.994,0,1.784573536,634.738136037,4540.595617372,176.444733043,true,observed_nav_position_km=0.658532848;observed_nav_velocity_m_s=0.00658811098;observed_thrust_fraction=0.00205542003;observed_pointing_deg=0.0293585604,c393a8271e405b54405a3e3473bb088c3b0400aceb8a029ac52623289a69815d,c393a8271e405b54405a3e3473bb088c3b0400aceb8a029ac52623289a69815d,true,valid,
post_d003_f1,F1,development,G11,T03,U1,2500,2500,500,500,0,0,0,85,0.034,416,0.832,0,0.636470854,158.867851572,1215.614717992,42.987976782,true,observed_nav_position_km=0.668848071;observed_nav_velocity_m_s=0.0066361365;observed_thrust_fraction=0;observed_pointing_deg=0,c7080bf8a623544575bf3d73cde4691e48cb29ae0c31fb8147e4ff87b764ec33,c7080bf8a623544575bf3d73cde4691e48cb29ae0c31fb8147e4ff87b764ec33,true,valid,
post_d003_f1,F1,development,G12,T04,U2,2500,2500,500,500,0,0,0,404,0.1616,177,0.354,0,0.256435117,33.31493542,182.499178196,4.032619874,true,observed_nav_position_km=0;observed_nav_velocity_m_s=0;observed_thrust_fraction=0.00208425779;observed_pointing_deg=0.0298928529,182edc1773c8b155acabc5b5f489bd31939d378bd88c1e149d367cd6b639c6e6,182edc1773c8b155acabc5b5f489bd31939d378bd88c1e149d367cd6b639c6e6,true,valid,
