source_id,local_filename,sha256,size_bytes,verification_date_utc
D029,data/raw/ephemeris/de440s.bsp,c1c7feeab882263fc493a9d5a5b2ddd71b54826cdf65d8d17a76126b260a49f2,32726016,2026-07-11
