outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,stage
CV03,4,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,4,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,5,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,5,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,5,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,5,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,6,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,6,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,6,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,6,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,7,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,7,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,7,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,7,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,8,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,8,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,8,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,8,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,9,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,9,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,9,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,9,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,10,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,10,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,10,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,10,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,11,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,11,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,11,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,11,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,12,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,12,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,12,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,12,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,13,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,13,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,13,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,13,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,14,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,14,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,14,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,14,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,15,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,15,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,15,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,15,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,16,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,16,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,16,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,16,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,17,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,17,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,17,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,17,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,18,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,18,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,18,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,18,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,19,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,19,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,19,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,19,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,20,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,20,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,20,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV03,20,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,1,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,1,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,1,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,1,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,2,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,2,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,2,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,2,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,3,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,3,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,3,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,3,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,4,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,4,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,4,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,4,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,5,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,5,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,5,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,5,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,6,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,6,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,6,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,6,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,7,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,7,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,7,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,7,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,8,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,8,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,8,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,8,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,9,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,9,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,9,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,9,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,10,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,10,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,10,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,10,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,11,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,11,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,11,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,11,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,12,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,12,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,12,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,12,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,13,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,13,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,13,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,13,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,14,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,14,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,14,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,14,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,15,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,15,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,15,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,15,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,16,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,16,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,16,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,16,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,17,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,17,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,17,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,17,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,18,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,18,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,18,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,18,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,19,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,19,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,19,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,19,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,20,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,20,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,20,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV04,20,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,1,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,1,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,1,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,1,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,2,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,2,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,2,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,2,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,3,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,3,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,3,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,3,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,4,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,4,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,4,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,4,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,5,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,5,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,5,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,5,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,6,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,6,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,6,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,6,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,7,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,7,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,7,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,7,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,8,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
CV05,8,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,shared_q8_rbf25
