outer_fold,seed_index,q,common_target_l2,second_stage_fidelity_l2,second_stage_rbf50_l2,validation_outcomes_used,stage_order,channel_source
CV03,16,6,1.0910879334139651,1.7874624074961047,1.1051304475405117,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,16,8,1.0910879334139651,1.6533550298531479,1.0114861271505313,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,17,4,1.0919528564485406,1.4062324023496815,1.673513236112736,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,17,6,1.0919528564485406,1.8136196025980944,1.1049705641314624,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,17,8,1.0919528564485406,1.6615117057434676,1.014112097445254,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,18,4,1.0921994187920172,1.408792765889504,1.6785704358425575,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,18,6,1.0921994187920172,1.7746980489587743,1.1102301408796844,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,18,8,1.0921994187920172,1.62179201042618,1.0117945893250762,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,19,4,1.0913897346930246,1.4049056314221815,1.6798780337069117,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,19,6,1.0913897346930246,1.8060786410833396,1.11002266134258,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,19,8,1.0913897346930246,1.6613537549888686,1.0139642145186905,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,20,4,1.0917165889903457,1.4090698117103917,1.6717404323748974,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,20,6,1.0917165889903457,1.7973223202167616,1.101164511626474,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV03,20,8,1.0917165889903457,1.6812783805919715,1.0127432832177292,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,1,4,0.694733645946715,1.0762145993104224,0.7823709828454413,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,1,6,0.694733645946715,0.8510698371269839,0.5492126733375097,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,1,8,0.694733645946715,0.804168122695588,0.3880229456674728,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,2,4,0.6947737285015515,1.0724608434380845,0.7867849929139455,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,2,6,0.6947737285015515,0.8509731406760108,0.5540618077922794,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,2,8,0.6947737285015515,0.7983022883581451,0.389989385396244,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,3,4,0.6946883712107402,1.0746729967116673,0.7855118230068848,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,3,6,0.6946883712107402,0.8514816158301167,0.5483645670922375,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,3,8,0.6946883712107402,0.8008227976195262,0.38637618005026836,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,4,4,0.6946482695643288,1.0759081711153486,0.7857218528315915,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,4,6,0.6946482695643288,0.8526102177038645,0.5520003054054852,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,4,8,0.6946482695643288,0.8044887830679157,0.389263922802662,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,5,4,0.6947723856587992,1.0762921269275219,0.7861172537152984,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,5,6,0.6947723856587992,0.8522339304059635,0.5498091597128503,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,5,8,0.6947723856587992,0.8035809181716336,0.38836543504617316,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,6,4,0.6946695149349266,1.0716288078303642,0.7846654224273922,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,6,6,0.6946695149349266,0.8535448135038382,0.5505477039500272,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,6,8,0.6946695149349266,0.7985109233334522,0.38342804247113577,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,7,4,0.6946947101095996,1.072256756841516,0.787135991614232,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,7,6,0.6946947101095996,0.8526528740219202,0.5502867082610893,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,7,8,0.6946947101095996,0.8033289571882973,0.38981078138149927,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,8,4,0.6946937132670107,1.0766468930392321,0.786689811488439,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,8,6,0.6946937132670107,0.8520216299718232,0.5487938011968393,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,8,8,0.6946937132670107,0.8004914279679782,0.39033373730264637,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,9,4,0.6947068572023665,1.0756965855307203,0.7845432275298911,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,9,6,0.6947068572023665,0.8505814826597705,0.5475951954824224,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,9,8,0.6947068572023665,0.8004872192340808,0.38994020204419133,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,10,4,0.6946678749606138,1.0768691816803582,0.7869225130988716,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,10,6,0.6946678749606138,0.8525498609565402,0.5467002654545721,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,10,8,0.6946678749606138,0.8023190599007345,0.3850496298911434,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,11,4,0.6946750979664772,1.0724917047880416,0.7869926355651984,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,11,6,0.6946750979664772,0.8513213730998827,0.5524577064735011,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,11,8,0.6946750979664772,0.8053134879011762,0.3913439644425519,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,12,4,0.6946469239710872,1.0717619781935084,0.7848068627658144,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,12,6,0.6946469239710872,0.8504705333137859,0.5498757602323269,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,12,8,0.6946469239710872,0.7999202415994938,0.3850035491563875,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,13,4,0.694672750272081,1.076951403442584,0.7870845441392769,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,13,6,0.694672750272081,0.8508220066765053,0.5497080748745414,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,13,8,0.694672750272081,0.7917738064372701,0.3846289648307624,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,14,4,0.6946977245192767,1.0719719835190196,0.7865491226202928,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,14,6,0.6946977245192767,0.8522825377536818,0.5513869960357198,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,14,8,0.6946977245192767,0.8084134023990506,0.386887123769632,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,15,4,0.6948947377847419,1.072064239598679,0.7819264965632279,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,15,6,0.6948947377847419,0.8537652454068139,0.552003008412727,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,15,8,0.6948947377847419,0.7915651269110076,0.38920756737141465,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,16,4,0.6947709287865587,1.0759057131345575,0.7863539125504726,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,16,6,0.6947709287865587,0.8508625641855075,0.5498498241646613,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,16,8,0.6947709287865587,0.8010352013974197,0.38922120551507167,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,17,4,0.6946343863311402,1.0740761964406416,0.7844247327916811,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,17,6,0.6946343863311402,0.8498834219897389,0.5469641551654832,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,17,8,0.6946343863311402,0.804914368325594,0.3855655233925184,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,18,4,0.6947028569984954,1.0736571952789047,0.7868681964539991,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,18,6,0.6947028569984954,0.8496363406507004,0.5483440680567797,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,18,8,0.6947028569984954,0.800359725225015,0.38646442923296603,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,19,4,0.6947059711034598,1.0746523056559545,0.7865603771351828,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,19,6,0.6947059711034598,0.8538718289376118,0.5487557263682993,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,19,8,0.6947059711034598,0.8032987629307484,0.3880218582627794,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,20,4,0.6947942912351587,1.075751999745293,0.7853337223109781,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,20,6,0.6947942912351587,0.8533975184759474,0.5513874294687532,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV04,20,8,0.6947942912351587,0.8048961063059352,0.3897378478095715,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,1,4,1.0341756626901903,0.7815456417605126,0.5544175752050006,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,1,6,1.0341756626901903,1.0918652350035287,0.5900256502187505,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,1,8,1.0341756626901903,1.207729514693052,0.6077561102357756,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,2,4,1.0335080939427166,0.7796337676537684,0.5557026720466567,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,2,6,1.0335080939427166,1.0959019446038734,0.5869489797184989,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,2,8,1.0335080939427166,1.219409095093729,0.6084509952825254,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,3,4,1.0336650521754946,0.7771744899073033,0.5514275505186372,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,3,6,1.0336650521754946,1.0933220763880458,0.5869048088383333,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,3,8,1.0336650521754946,1.214786142786467,0.607101981980668,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,4,4,1.033760746496208,0.7787946036741026,0.5548460791787676,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,4,6,1.033760746496208,1.0981197514854966,0.5872866960000958,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,4,8,1.033760746496208,1.1948450970967823,0.6063409181519923,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,5,4,1.0328756256235492,0.7765752996677486,0.5534080940070856,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,5,6,1.0328756256235492,1.0959760278736543,0.5879856572612564,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,5,8,1.0328756256235492,1.2005839745846196,0.6062395587767105,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,6,4,1.0337219223046605,0.777963478526753,0.5537649879182941,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,6,6,1.0337219223046605,1.0994725225320543,0.5875258748293741,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,6,8,1.0337219223046605,1.2033167057150067,0.6082042041105411,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,7,4,1.0342861820994775,0.7787319907533281,0.5539423819257903,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,7,6,1.0342861820994775,1.096411062749101,0.5879751800199976,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,7,8,1.0342861820994775,1.2114634615595885,0.6081066109694324,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,8,4,1.0346461900615131,0.7762279793701553,0.5515805037111644,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,8,6,1.0346461900615131,1.1015027668453135,0.5867808037122277,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,8,8,1.0346461900615131,1.2069471326205858,0.6098081798426612,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,9,4,1.0335463465766446,0.7789341115135519,0.5549300660319134,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,9,6,1.0335463465766446,1.0953673527382735,0.588857323832945,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,9,8,1.0335463465766446,1.2000628467869907,0.6074333204177111,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,10,4,1.0337574171888453,0.776733423424039,0.5548362793565782,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,10,6,1.0337574171888453,1.0963573177783215,0.5886916118880006,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,10,8,1.0337574171888453,1.2221136591506387,0.6073234676140343,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,11,4,1.0341757103087872,0.7780283882797825,0.555404897203739,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,11,6,1.0341757103087872,1.0948603113686388,0.5897150215466318,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,11,8,1.0341757103087872,1.2111214360908853,0.6058030018079135,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,12,4,1.0339201975676575,0.7794697402261705,0.5546446339425911,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,12,6,1.0339201975676575,1.0963453233941953,0.5853750971048719,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,12,8,1.0339201975676575,1.207474235508914,0.6116078791770786,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,13,4,1.0336853957281427,0.7793180428487045,0.5555075110751799,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,13,6,1.0336853957281427,1.091772881891206,0.5886179207944728,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,13,8,1.0336853957281427,1.2110689229536844,0.6100532226927248,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,14,4,1.0338054540442232,0.7783086905307325,0.5550525543599807,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,14,6,1.0338054540442232,1.0965611848577739,0.5873166713968464,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,14,8,1.0338054540442232,1.2062187211565412,0.607337772444815,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,15,4,1.0338197890496372,0.7782579865004423,0.5531106128935405,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,15,6,1.0338197890496372,1.0964845575591695,0.5872571864251154,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,15,8,1.0338197890496372,1.200728306430362,0.6080511304087645,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,16,4,1.0344743351307608,0.7783895513097251,0.5560842008273535,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,16,6,1.0344743351307608,1.099104367950529,0.5905079901724561,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,16,8,1.0344743351307608,1.2175564632170808,0.6089399231774114,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,17,4,1.0336930971261573,0.7787071531451316,0.5523068543419581,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,17,6,1.0336930971261573,1.1007702513947122,0.5826663938986136,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,17,8,1.0336930971261573,1.1876181653733864,0.6043175326361896,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,18,4,1.0333671767763875,0.7806331519237462,0.5548571901693733,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,18,6,1.0333671767763875,1.0964219754808011,0.5885961359430312,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,18,8,1.0333671767763875,1.1978365854687556,0.6092832121427312,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,19,4,1.0335640223864726,0.7785470389940282,0.5552219632896034,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,19,6,1.0335640223864726,1.0971736380552701,0.5886275507145129,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,19,8,1.0335640223864726,1.2070628561784427,0.607279925450667,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,20,4,1.0338998866391156,0.7796138260139478,0.5550739044527736,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,20,6,1.0338998866391156,1.0954731376136573,0.5878961677035944,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
CV05,20,8,1.0338998866391156,1.212174679686658,0.6075352091966103,0,shared_q8_rbf25_then_common_e2_q_stack,common_q8_rbf25_oof_orthogonalized_target
