artifact,size_bytes,sha256,status
scenario_manifest.csv,25170,3fbfd762a97b53e4689af13adb7b2cae06d7b17171af8ff2e8c75a2fd775de9d,frozen_candidate_pending_human_approval
final_test_manifest.csv,4021,8fdc689064bc74c394bbf551ceb5c5b0029341bb73eb29d9c35d4da64e94886f,frozen_candidate_pending_human_approval
seed_manifest.csv,40607,5a79674adeb9dc390bfa64470d7ba10f981f9e250a183627792484093aea5b40,frozen_candidate_pending_human_approval
tuning_manifest.csv,76714,cd8a83408477eea05eb1c34c001b9726bf3c11f608e5ded040f50b8e3089ef32,frozen_candidate_pending_human_approval
scenario_schema.json,7143,92b2d7f10ca866944e6be6faeda6c49d894aab8ba852790a055218ff4d00b228,frozen_candidate_pending_human_approval
