model_id,mean_recall,mean_false_negative_rate,mean_brier,mean_auroc,mean_intervention_rate,model_complexity,selected
calibrated_logistic,0.8042533959907271,0.19574660400927313,0.14223067742525214,0.7729167439792565,0.46002051282051276,1,true
class_weighted_tree,0.013889174500238285,0.9861108254997617,0.13110998581436642,0.8089215283369042,0.007858461538461538,2,false
a02_exact_rbf_feasibility,0.6442036321674617,0.3557963678325383,0.21336120265888375,0.7122099710667865,0.4403794871794873,3,false
