outer_fold,seed_index,q,eta,candidate_id,control_id,fidelity_delta_l2,rbf25_delta_l2,rbf50_delta_l2,residual_target_rows,channel_fit_rows,validation_outcomes_used,channel_source
CV01,18,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.6193206482479723,0.7725327214857988,0.9215427387838095,1024,1024,0,same_cross_fitted_c06_residual
CV01,18,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.6193206482479723,0.7725327214857988,0.9215427387838095,1024,1024,0,same_cross_fitted_c06_residual
CV01,18,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.6193206482479723,0.7725327214857988,0.9215427387838095,1024,1024,0,same_cross_fitted_c06_residual
CV01,18,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.9800462765781426,0.8601107018299333,1.0630631114334985,1024,1024,0,same_cross_fitted_c06_residual
CV01,18,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.9800462765781426,0.8601107018299333,1.0630631114334985,1024,1024,0,same_cross_fitted_c06_residual
CV01,18,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.9800462765781426,0.8601107018299333,1.0630631114334985,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.3254448874154,0.7041880027081662,0.878867004484463,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.3254448874154,0.7041880027081662,0.878867004484463,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.3254448874154,0.7041880027081662,0.878867004484463,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.622038809590644,0.7732012771581739,0.9196224948490769,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.622038809590644,0.7732012771581739,0.9196224948490769,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.622038809590644,0.7732012771581739,0.9196224948490769,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.950056550382733,0.859723534380506,1.0620794888370517,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.950056550382733,0.859723534380506,1.0620794888370517,1024,1024,0,same_cross_fitted_c06_residual
CV01,19,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.950056550382733,0.859723534380506,1.0620794888370517,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.325444887496047,0.7055765401563172,0.8817776049271308,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.325444887496047,0.7055765401563172,0.8817776049271308,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.325444887496047,0.7055765401563172,0.8817776049271308,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.624734274416359,0.7729826291017099,0.9229398295321267,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.624734274416359,0.7729826291017099,0.9229398295321267,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.624734274416359,0.7729826291017099,0.9229398295321267,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.958545122601255,0.8598093447298896,1.0625397231071636,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.958545122601255,0.8598093447298896,1.0625397231071636,1024,1024,0,same_cross_fitted_c06_residual
CV01,20,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.958545122601255,0.8598093447298896,1.0625397231071636,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369868897517,1.5035432011788101,1.7506683787752526,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369868897517,1.5035432011788101,1.7506683787752526,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369868897517,1.5035432011788101,1.7506683787752526,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7286906881998998,1.0182614885891221,1.088951559829309,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7286906881998998,1.0182614885891221,1.088951559829309,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7286906881998998,1.0182614885891221,1.088951559829309,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5408284998515281,0.7728504164754776,0.7434937097647037,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5408284998515281,0.7728504164754776,0.7434937097647037,1024,1024,0,same_cross_fitted_c06_residual
CV02,1,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5408284998515281,0.7728504164754776,0.7434937097647037,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369876203326,1.503541113489198,1.7507930205987348,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369876203326,1.503541113489198,1.7507930205987348,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369876203326,1.503541113489198,1.7507930205987348,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7232234520890668,1.0180990491248656,1.088034423653395,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7232234520890668,1.0180990491248656,1.088034423653395,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7232234520890668,1.0180990491248656,1.088034423653395,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.537153103293308,0.7723821570962998,0.7426323012621557,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.537153103293308,0.7723821570962998,0.7426323012621557,1024,1024,0,same_cross_fitted_c06_residual
CV02,2,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.537153103293308,0.7723821570962998,0.7426323012621557,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.951136987173473,1.5035678295748267,1.7504862565318189,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.951136987173473,1.5035678295748267,1.7504862565318189,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.951136987173473,1.5035678295748267,1.7504862565318189,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7204082405483108,1.0180516660539232,1.0883203449618657,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7204082405483108,1.0180516660539232,1.0883203449618657,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7204082405483108,1.0180516660539232,1.0883203449618657,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.569242400996324,0.7725267426951761,0.7424223482215038,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.569242400996324,0.7725267426951761,0.7424223482215038,1024,1024,0,same_cross_fitted_c06_residual
CV02,3,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.569242400996324,0.7725267426951761,0.7424223482215038,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.951136986520803,1.5035591700176907,1.7507429957570977,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.951136986520803,1.5035591700176907,1.7507429957570977,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.951136986520803,1.5035591700176907,1.7507429957570977,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7361760604596674,1.0180434455759892,1.088238052804055,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7361760604596674,1.0180434455759892,1.088238052804055,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7361760604596674,1.0180434455759892,1.088238052804055,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5513475398765163,0.7722132101719416,0.7410136157694023,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5513475398765163,0.7722132101719416,0.7410136157694023,1024,1024,0,same_cross_fitted_c06_residual
CV02,4,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5513475398765163,0.7722132101719416,0.7410136157694023,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369868483739,1.5035949987911994,1.7507456820909904,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369868483739,1.5035949987911994,1.7507456820909904,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369868483739,1.5035949987911994,1.7507456820909904,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7234331152248235,1.0181775409828124,1.0879357677718895,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7234331152248235,1.0181775409828124,1.0879357677718895,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7234331152248235,1.0181775409828124,1.0879357677718895,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5485350674730918,0.7723139140166824,0.7423295707594069,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5485350674730918,0.7723139140166824,0.7423295707594069,1024,1024,0,same_cross_fitted_c06_residual
CV02,5,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5485350674730918,0.7723139140166824,0.7423295707594069,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369856303127,1.5035811373397283,1.7507202321278752,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369856303127,1.5035811373397283,1.7507202321278752,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369856303127,1.5035811373397283,1.7507202321278752,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7355945577411793,1.0179891371688672,1.0880312333694784,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7355945577411793,1.0179891371688672,1.0880312333694784,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7355945577411793,1.0179891371688672,1.0880312333694784,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5522667786898998,0.7725724658228165,0.7434847346545139,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5522667786898998,0.7725724658228165,0.7434847346545139,1024,1024,0,same_cross_fitted_c06_residual
CV02,6,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5522667786898998,0.7725724658228165,0.7434847346545139,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369891940082,1.5035342435525245,1.7506776350067204,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369891940082,1.5035342435525245,1.7506776350067204,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369891940082,1.5035342435525245,1.7506776350067204,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7150480611895846,1.0179368979928636,1.0876925594405686,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7150480611895846,1.0179368979928636,1.0876925594405686,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7150480611895846,1.0179368979928636,1.0876925594405686,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5501773127610724,0.7721893245379012,0.741877701640313,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5501773127610724,0.7721893245379012,0.741877701640313,1024,1024,0,same_cross_fitted_c06_residual
CV02,7,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5501773127610724,0.7721893245379012,0.741877701640313,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.951136986269694,1.5035802291342173,1.7506724497292858,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.951136986269694,1.5035802291342173,1.7506724497292858,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.951136986269694,1.5035802291342173,1.7506724497292858,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7324957910821073,1.0179951092519097,1.0880031837090411,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7324957910821073,1.0179951092519097,1.0880031837090411,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7324957910821073,1.0179951092519097,1.0880031837090411,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5537377557617125,0.7722283374334159,0.742249996206685,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5537377557617125,0.7722283374334159,0.742249996206685,1024,1024,0,same_cross_fitted_c06_residual
CV02,8,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5537377557617125,0.7722283374334159,0.742249996206685,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369879936689,1.5035355020246535,1.750676518160168,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369879936689,1.5035355020246535,1.750676518160168,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369879936689,1.5035355020246535,1.750676518160168,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7204832597150204,1.0180775987620028,1.087895364740214,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7204832597150204,1.0180775987620028,1.087895364740214,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7204832597150204,1.0180775987620028,1.087895364740214,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5445035787701581,0.7729334280687779,0.7426487362277826,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5445035787701581,0.7729334280687779,0.7426487362277826,1024,1024,0,same_cross_fitted_c06_residual
CV02,9,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5445035787701581,0.7729334280687779,0.7426487362277826,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.951136984916134,1.503578291366441,1.7507245843321437,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.951136984916134,1.503578291366441,1.7507245843321437,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.951136984916134,1.503578291366441,1.7507245843321437,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7211435928587349,1.0180355480048975,1.0881103015491664,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7211435928587349,1.0180355480048975,1.0881103015491664,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7211435928587349,1.0180355480048975,1.0881103015491664,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5503808704736685,0.7728732893727178,0.7415532587866297,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5503808704736685,0.7728732893727178,0.7415532587866297,1024,1024,0,same_cross_fitted_c06_residual
CV02,10,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5503808704736685,0.7728732893727178,0.7415532587866297,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369868137844,1.5033946201191402,1.7504126301691116,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369868137844,1.5033946201191402,1.7504126301691116,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369868137844,1.5033946201191402,1.7504126301691116,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7314101108493407,1.0180105541824271,1.0883023892936399,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7314101108493407,1.0180105541824271,1.0883023892936399,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7314101108493407,1.0180105541824271,1.0883023892936399,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5427894614410074,0.7727132011900798,0.741992945155344,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5427894614410074,0.7727132011900798,0.741992945155344,1024,1024,0,same_cross_fitted_c06_residual
CV02,11,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5427894614410074,0.7727132011900798,0.741992945155344,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369871884419,1.5034828976228023,1.7506793971782242,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369871884419,1.5034828976228023,1.7506793971782242,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369871884419,1.5034828976228023,1.7506793971782242,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7229348710670476,1.0179938306141647,1.087968702787381,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7229348710670476,1.0179938306141647,1.087968702787381,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7229348710670476,1.0179938306141647,1.087968702787381,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5611810089965479,0.772307241545978,0.7424495411584665,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5611810089965479,0.772307241545978,0.7424495411584665,1024,1024,0,same_cross_fitted_c06_residual
CV02,12,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5611810089965479,0.772307241545978,0.7424495411584665,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369876050293,1.5035311888580711,1.750652358135924,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369876050293,1.5035311888580711,1.750652358135924,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369876050293,1.5035311888580711,1.750652358135924,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7266239030317114,1.0183672513410502,1.088386404156592,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7266239030317114,1.0183672513410502,1.088386404156592,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7266239030317114,1.0183672513410502,1.088386404156592,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5392422562255118,0.7725663289530577,0.7434416427471924,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5392422562255118,0.7725663289530577,0.7434416427471924,1024,1024,0,same_cross_fitted_c06_residual
CV02,13,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5392422562255118,0.7725663289530577,0.7434416427471924,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369856646914,1.5034077847433602,1.7505057204641568,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369856646914,1.5034077847433602,1.7505057204641568,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369856646914,1.5034077847433602,1.7505057204641568,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.72646681921971,1.0181338066408954,1.0881490181810958,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.72646681921971,1.0181338066408954,1.0881490181810958,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.72646681921971,1.0181338066408954,1.0881490181810958,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.557495794236702,0.7729684619277332,0.743786482856737,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.557495794236702,0.7729684619277332,0.743786482856737,1024,1024,0,same_cross_fitted_c06_residual
CV02,14,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.557495794236702,0.7729684619277332,0.743786482856737,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369874158675,1.5035104819340723,1.750573506946488,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369874158675,1.5035104819340723,1.750573506946488,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369874158675,1.5035104819340723,1.750573506946488,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7252758642424137,1.0181374706433817,1.088031090375445,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7252758642424137,1.0181374706433817,1.088031090375445,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7252758642424137,1.0181374706433817,1.088031090375445,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5424855086554851,0.7722707350036843,0.7422572809999769,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5424855086554851,0.7722707350036843,0.7422572809999769,1024,1024,0,same_cross_fitted_c06_residual
CV02,15,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5424855086554851,0.7722707350036843,0.7422572809999769,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369864379564,1.5035542683635155,1.7506451972479606,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369864379564,1.5035542683635155,1.7506451972479606,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369864379564,1.5035542683635155,1.7506451972479606,1024,1024,0,same_cross_fitted_c06_residual
