outer_fold,seed_index,config_id,fit_rows,fit_features,validation_rows,projection_components,projection_hash,conditioning_feature,gate_source,validation_outcomes_used
CV02,19,AGEFRK-04-ADAPT,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV02,19,AGEFRK-06-ADAPT,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV02,19,AGEFRK-08-ADAPT,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV02,20,AGEFRK-04-ADAPT,1024,5,9750,4,8693a8ca40a1e4f6b9c37e7371ea3508ec41054b8b938f5924cc41ac6594cf0b,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV02,20,AGEFRK-06-ADAPT,1024,7,9750,6,402ce6d91bc0ebde1cf4fa6a824a941369cadcf4e25428c5e5819a0292cc2f7f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV02,20,AGEFRK-08-ADAPT,1024,9,9750,8,34f86fffd63fe22eaaf19b2b6845556ae0494da655b369313652f5a6255b894d,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,1,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,1,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,1,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,2,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,2,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,2,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,3,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,3,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,3,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,4,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,4,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,4,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,5,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,5,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,5,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,6,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,6,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,6,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,7,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,7,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,7,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,8,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,8,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,8,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,9,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,9,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,9,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,10,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,10,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,10,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,11,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,11,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,11,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,12,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,12,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,12,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,13,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,13,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,13,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,14,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,14,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,14,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,15,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,15,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,15,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,16,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,16,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,16,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,17,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,17,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,17,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,18,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,18,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,18,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,19,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,19,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,19,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,20,AGEFRK-04-ADAPT,1024,5,9750,4,2605f1f5c84281aa3fcd4a6c80c5353489e6a76b83deb59c8c20eb3f135b01df,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,20,AGEFRK-06-ADAPT,1024,7,9750,6,1dbcd757b42ad4035c6150171483f969b9d7dfd2f74168598ffaab557d6dff0f,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV03,20,AGEFRK-08-ADAPT,1024,9,9750,8,7eee674caaa706b419680687acf4b8702a3bdce658bbf5515bb68ea901f1f233,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,1,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,1,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,1,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,2,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,2,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,2,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,3,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,3,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,3,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,4,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,4,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,4,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,5,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,5,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,5,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,6,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,6,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,6,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,7,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,7,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,7,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,8,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,8,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,8,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,9,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,9,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,9,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,10,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,10,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,10,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,11,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,11,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,11,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,12,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,12,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,12,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,13,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,13,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,13,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,14,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,14,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,14,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,15,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,15,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,15,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,16,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,16,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,16,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,17,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,17,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,17,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,18,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,18,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,18,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,19,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
