model_id,config_id,outer_fold,seed_index,validation_rows,nrmse,mae,mean_regret_m_s,infeasible_selection_rate,brier,auroc,recall,precision,ece,gate_eta_mean
TWO-RBF-06-ADAPT,TWO-RBF-06-ADAPT,CV01,11,6500,0.014711852920900902,0.012394810890801964,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
AGEFRK-08-ADAPT,AGEFRK-08-ADAPT,CV01,11,6500,0.014185904788143756,0.012686528034815462,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
TWO-RBF-08-ADAPT,TWO-RBF-08-ADAPT,CV01,11,6500,0.014695005408127218,0.012656576037296313,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
C06,C06,CV01,12,6500,0.015176380962966552,0.011451556126719881,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,
AGEFRK-04-ADAPT,AGEFRK-04-ADAPT,CV01,12,6500,0.014613893307392135,0.012501218511401124,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
TWO-RBF-04-ADAPT,TWO-RBF-04-ADAPT,CV01,12,6500,0.014813455276482633,0.012262935452934956,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
AGEFRK-06-ADAPT,AGEFRK-06-ADAPT,CV01,12,6500,0.014395626628554455,0.012690157095399572,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
TWO-RBF-06-ADAPT,TWO-RBF-06-ADAPT,CV01,12,6500,0.014711110414003607,0.012390826899758584,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
AGEFRK-08-ADAPT,AGEFRK-08-ADAPT,CV01,12,6500,0.014166576751388877,0.012689683561320478,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
TWO-RBF-08-ADAPT,TWO-RBF-08-ADAPT,CV01,12,6500,0.014694499840462552,0.012655301248430327,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
C06,C06,CV01,13,6500,0.015176380962966552,0.011451556126719881,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,
AGEFRK-04-ADAPT,AGEFRK-04-ADAPT,CV01,13,6500,0.014613877611871154,0.012501088260242252,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
TWO-RBF-04-ADAPT,TWO-RBF-04-ADAPT,CV01,13,6500,0.014813441742660284,0.012263136022743551,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
AGEFRK-06-ADAPT,AGEFRK-06-ADAPT,CV01,13,6500,0.014398435462539749,0.012706756093182453,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
TWO-RBF-06-ADAPT,TWO-RBF-06-ADAPT,CV01,13,6500,0.014711056473109269,0.012390515137813815,9.29397319264077,0.010769230769230769,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.5697404106888432
