outer_fold,seed_index,q,candidate_id,control_id,fidelity_delta_l2,rbf25_delta_l2,rbf50_delta_l2,gate_eta_min,gate_eta_max,gate_eta_mean,residual_target_rows,channel_fit_rows,validation_outcomes_used,channel_source
CV01,4,6,AGEFRK-06-ADAPT,TWO-RBF-06-ADAPT,1.6165338441759158,0.7728736196066012,0.9225891027635229,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,4,8,AGEFRK-08-ADAPT,TWO-RBF-08-ADAPT,1.9588156483241674,0.860493012311526,1.0644069295784055,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,5,4,AGEFRK-04-ADAPT,TWO-RBF-04-ADAPT,1.3254448875689482,0.7041094136855169,0.8817371604561725,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,5,6,AGEFRK-06-ADAPT,TWO-RBF-06-ADAPT,1.621774204400758,0.7725299652730783,0.9215124278311142,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,5,8,AGEFRK-08-ADAPT,TWO-RBF-08-ADAPT,1.966949650221309,0.862144973089937,1.063436636778111,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,6,4,AGEFRK-04-ADAPT,TWO-RBF-04-ADAPT,1.3254448879490148,0.704185760152097,0.8801820154704442,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,6,6,AGEFRK-06-ADAPT,TWO-RBF-06-ADAPT,1.6127250197023313,0.7728911685000533,0.9216416617166219,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,6,8,AGEFRK-08-ADAPT,TWO-RBF-08-ADAPT,1.978498088872582,0.8603237317832827,1.0614910631431669,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,7,4,AGEFRK-04-ADAPT,TWO-RBF-04-ADAPT,1.3254448880317191,0.7050059856744363,0.8795212313234945,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,7,6,AGEFRK-06-ADAPT,TWO-RBF-06-ADAPT,1.6191786168129167,0.7729067692314459,0.9222499708012898,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,7,8,AGEFRK-08-ADAPT,TWO-RBF-08-ADAPT,1.9574976833791882,0.8606210080059502,1.0648135606178064,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,8,4,AGEFRK-04-ADAPT,TWO-RBF-04-ADAPT,1.3254448878818221,0.704722233530943,0.8810649507919609,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,8,6,AGEFRK-06-ADAPT,TWO-RBF-06-ADAPT,1.6182430558491054,0.7732901918607559,0.9227083866676956,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,8,8,AGEFRK-08-ADAPT,TWO-RBF-08-ADAPT,1.9424352371691593,0.8599891651304379,1.06458372976589,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,9,4,AGEFRK-04-ADAPT,TWO-RBF-04-ADAPT,1.3254448880867462,0.7045568138332189,0.878687982785882,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,9,6,AGEFRK-06-ADAPT,TWO-RBF-06-ADAPT,1.6216419530610833,0.7728407910595455,0.9211080548944364,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,9,8,AGEFRK-08-ADAPT,TWO-RBF-08-ADAPT,1.9682244311833286,0.8594833933336791,1.0641151425029978,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,10,4,AGEFRK-04-ADAPT,TWO-RBF-04-ADAPT,1.325444887278332,0.7047065887032291,0.8813382214435107,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,10,6,AGEFRK-06-ADAPT,TWO-RBF-06-ADAPT,1.6197878245458381,0.7732688489598872,0.9229667762306397,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
CV01,10,8,AGEFRK-08-ADAPT,TWO-RBF-08-ADAPT,1.9475548482723037,0.8600413627676428,1.0656235620567671,0.2831231634988228,0.749801862702935,0.5697404106888432,1024,1024,0,same_cross_fitted_c06_residual
