model_id,config_id,fold_id,seed_index,validation_rows,brier,auroc,recall,precision,ece,rmse,nrmse,mae,mean_regret_m_s,infeasible_selection_rate,no_predicted_feasible_rate
A02-R-q8,A02-R-q8,CV02,6,9750,0.3283500693912336,0.23197171717171716,0.005757575757575757,0.3220338983050847,0.32527439102688843,0.06760027101989696,0.02886560374574475,0.060950674307234956,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,7,9750,0.1906987200608575,0.7062460418134837,0.13393939393939394,0.26200355660936575,0.26131247830999255,0.08003198477808529,0.034173998487516816,0.07240520883326926,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,7,9750,0.32832223584692855,0.2320598308668076,0.005757575757575757,0.3220338983050847,0.3252445616664728,0.06759813927840365,0.02886469348304453,0.060946624079039884,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,8,9750,0.1908456451143847,0.7059432464176649,0.13454545454545455,0.26287744227353466,0.26177869521019353,0.08000030688212358,0.03416047189097313,0.07238505550802224,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,8,9750,0.32836428533306616,0.23188508339206015,0.005757575757575757,0.3220338983050847,0.32537456523229114,0.06758617261733763,0.028859583667783732,0.060936308372046465,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,9,9750,0.19105998372398733,0.7053963824289404,0.13575757575757577,0.264619019492026,0.2624716060487612,0.0801408361794141,0.034220478499660575,0.07252991374234133,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,9,9750,0.3283440887504812,0.23194178999295278,0.005757575757575757,0.3220338983050847,0.32524886606115544,0.06756023972365251,0.028848510211689528,0.06090464726963629,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,10,9750,0.19101315076741335,0.7058399342259807,0.13393939393939394,0.26215895610913403,0.2615984608233064,0.08029466919856373,0.0342861658542642,0.0726777747549087,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,10,9750,0.328482093328393,0.23164007517030777,0.005757575757575757,0.3220338983050847,0.32532279953740223,0.06759010634335451,0.028861263385553122,0.060935934774724546,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,11,9750,0.19083374057137778,0.7059621799389242,0.13636363636363635,0.26548672566371684,0.262258587871324,0.08009539128651187,0.03420107333676711,0.07248622448991109,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,11,9750,0.32866825698861274,0.23109802677942215,0.005757575757575757,0.3220338983050847,0.32549242319667315,0.0675904606627951,0.02886141468146388,0.06094122974315917,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,12,9750,0.1909334577202918,0.7057160911439981,0.13515151515151516,0.2637492607924305,0.26203427024784004,0.08023618028064074,0.034261190837111,0.07262954651760534,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,12,9750,0.3283131918095887,0.2319757105943152,0.005757575757575757,0.3220338983050847,0.3252560275644781,0.06761429184920546,0.02887159069959715,0.06097034001723321,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,13,9750,0.19099890917862616,0.7056478740897346,0.13454545454545455,0.26303317535545023,0.26181969880563044,0.08025407545661212,0.03426883215349564,0.07264088138584728,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,13,9750,0.3283898260132364,0.23181620859760396,0.005757575757575757,0.3220338983050847,0.3252936645904151,0.06756443952245217,0.028850303543670804,0.060908528920591516,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,14,9750,0.1910902460303063,0.7054553911205074,0.13575757575757577,0.264619019492026,0.26245280660742193,0.08009987313718825,0.034202987106101465,0.0724827825798072,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,14,9750,0.32835902747143375,0.23184261216819352,0.005757575757575757,0.3220338983050847,0.32533560887889706,0.06757877124324888,0.028856423249513263,0.06092760760558614,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,15,9750,0.191073607390601,0.7055017618040874,0.13515151515151516,0.2637492607924305,0.26224108884801123,0.08029132931000932,0.03428473970762141,0.07269032917698824,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,15,9750,0.3283719759614449,0.2319155743481325,0.005757575757575757,0.3220338983050847,0.3252448026310483,0.06761276057268341,0.02887093683799802,0.06096302587059336,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,16,9750,0.19044174488658114,0.7066719285882076,0.13484848484848486,0.26331360946745563,0.26154998441424454,0.0799032402735439,0.034119024035543975,0.07227764882053662,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,16,9750,0.32834835809844337,0.23193079633544753,0.005757575757575757,0.3220338983050847,0.32530832980900004,0.06759264442862699,0.02886234715877833,0.06094155373369829,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,17,9750,0.19058256030693402,0.7062316185106883,0.13424242424242425,0.26244075829383884,0.2617643962996911,0.07996564564476372,0.034145671394941506,0.0723522792099238,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,17,9750,0.32833979223385557,0.23195654216584446,0.005757575757575757,0.3220338983050847,0.32524443444730716,0.06759772980586129,0.028864518636524325,0.06094520452252463,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,18,9750,0.19129050428745176,0.70507197556965,0.13454545454545455,0.26287744227353466,0.26235457473580026,0.08010541851759333,0.03420535500716129,0.07249193054241554,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,18,9750,0.3284059936998015,0.23177902278599952,0.005757575757575757,0.3220338983050847,0.32535362475142376,0.06758887131740558,0.028860736024210933,0.060936275786913074,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,19,9750,0.19046742820269746,0.7065538642236316,0.13454545454545455,0.26303317535545023,0.26139997935077186,0.08005057328962274,0.03418193586114222,0.07245778420569368,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,19,9750,0.32834056172976467,0.23198693915903218,0.005757575757575757,0.3220338983050847,0.3252796340933437,0.0675861713586508,0.028859583130319097,0.060932334988206924,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-N,PRQK-08-N,CV02,20,9750,0.1910503277016646,0.7056727272727273,0.13272727272727272,0.2608695652173913,0.26157097539663365,0.0800010825580366,0.03416080310789287,0.07236430925206759,19.476923076923075,0.2076923076923077,0.3523076923076923
A02-R-q8,A02-R-q8,CV02,20,9750,0.32837417746724396,0.23193547098895936,0.005757575757575757,0.3220338983050847,0.32527202391629273,0.06756035855888248,0.02884856095483904,0.06090608183127899,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,1,9750,0.33136569362370993,0.1965791872210477,0.0,0.0,0.30648307054545526,0.0917105714046592,0.03916080473528784,0.0834319310695824,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,1,9750,0.32840988381737446,0.23168428470754052,0.005757575757575757,0.3220338983050847,0.32529749177021083,0.06758022227280358,0.02885704284531543,0.06092993975634412,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,2,9750,0.3313741596235624,0.20671486962649752,0.0,0.0,0.3064817606269487,0.09292119770277302,0.03967774732262222,0.08422695704079314,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,2,9750,0.3283007987607257,0.2320712003758515,0.005757575757575757,0.3220338983050847,0.3252332794057391,0.06759929931869016,0.02886518882518938,0.06095070502581156,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,3,9750,0.3314095789367269,0.20693883016208595,0.0,0.0,0.30700793941804744,0.09274187385610863,0.039601175276062626,0.08413899278396317,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,3,9750,0.328347110407711,0.2320082217524078,0.005757575757575757,0.3220338983050847,0.32526127354508466,0.06759295434339316,0.02886247949370392,0.06093843594353984,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,4,9750,0.33139850551118366,0.20876363636363632,0.0,0.0,0.3068337425239742,0.09320717819781106,0.039799862212462685,0.08446338039438668,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,4,9750,0.3283306328106566,0.2319797040169133,0.005757575757575757,0.3220338983050847,0.3253225716830139,0.06759798144985509,0.02886462608958184,0.06094109666155169,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,5,9750,0.3314071152848506,0.21188945266619683,0.0,0.0,0.30709495310952334,0.09290981165278796,0.03967288543076677,0.08425316631647102,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,5,9750,0.3283128299335468,0.23194061545689448,0.005757575757575757,0.3220338983050847,0.32529487406492386,0.0676115245275651,0.02887040904146616,0.06096358168269394,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,6,9750,0.3313930566949345,0.19792135306553912,0.0,0.0,0.30638705037823327,0.09311577128886621,0.03976083107289153,0.08438648682303418,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,6,9750,0.3284535800183014,0.23172154099130843,0.005757575757575757,0.3220338983050847,0.32533069361106337,0.06756239254383674,0.02884942947508058,0.06090781949367726,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,7,9750,0.33139613245622046,0.19853131313131311,0.0,0.0,0.3065036293278537,0.09261281837135095,0.03954606803421246,0.08404914460385676,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,7,9750,0.3283622216435355,0.23188367394879023,0.005757575757575757,0.3220338983050847,0.3252983602024722,0.06757225168981656,0.028853639372420213,0.06091843197759912,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,8,9750,0.33139803219442365,0.2054653511862814,0.0,0.0,0.30664073858313545,0.0928922191492014,0.03966537335678003,0.08422701975429556,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,8,9750,0.3282936933072745,0.2320504580690627,0.005757575757575757,0.3220338983050847,0.3252648223258974,0.06758472699525846,0.028858966380996654,0.06093102294923324,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,9,9750,0.33141073282137923,0.22010021141649047,0.0,0.0,0.30726784964638787,0.09281361957165142,0.039631811002281886,0.08419159636562487,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,9,9750,0.32824852344623573,0.2320513272257458,0.005757575757575757,0.3220338983050847,0.32519798724018706,0.06756898949813643,0.028852246402673778,0.060914528292366946,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,10,9750,0.33137872349171654,0.2125457364341085,0.0,0.0,0.30666498902126743,0.09215657380829642,0.03935124966189549,0.08373217697593474,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,10,9750,0.3286437799616278,0.23082431289640593,0.005757575757575757,0.3220338983050847,0.3254321011088335,0.06753382560602252,0.02883723127092054,0.060877593054211594,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,11,9750,0.33138519032470215,0.2014277190509749,0.0,0.0,0.3067156462562548,0.0923007290591846,0.03941280456821801,0.08383598291781655,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,11,9750,0.3283782152440624,0.2318678177120037,0.005757575757575757,0.3220338983050847,0.32527610024206527,0.06756993697660824,0.028852650980018102,0.060915636726916175,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,12,9750,0.33139261294078154,0.20003528306319004,0.0,0.0,0.3066941180829698,0.09340269550196884,0.03988334893436641,0.08457710551800858,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,12,9750,0.3283822970543966,0.23175976039464413,0.005757575757575757,0.3220338983050847,0.3252714189704893,0.0675959992937007,0.028863779700458673,0.06094849668921075,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,13,9750,0.3313710153302013,0.20053413201785292,0.0,0.0,0.30642534225304435,0.09232571620255696,0.039423474184899165,0.08386059400453064,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,13,9750,0.32826055997657466,0.23205327695560257,0.005757575757575757,0.3220338983050847,0.3252408715641823,0.06757601387439827,0.028855245841265902,0.060923033048060064,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,14,9750,0.33142323290004594,0.19822386657270374,0.0,0.0,0.30661259114163614,0.09308652630134288,0.03974834333861678,0.08437677796486433,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,14,9750,0.32843674562499037,0.2316815832746065,0.005757575757575757,0.3220338983050847,0.32541931389381906,0.06751801892145678,0.02883048174926442,0.06086587793697229,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,15,9750,0.3313815221781887,0.2081886774723984,0.0,0.0,0.30668154882498055,0.09339764076868225,0.03988119054171665,0.0845881789446674,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,15,9750,0.3283287169741702,0.23202840028188867,0.005757575757575757,0.3220338983050847,0.3252755408810979,0.06757231364344919,0.028853665826885307,0.06091844199102421,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,16,9750,0.33138903988031254,0.2109162790697674,0.0,0.0,0.30681408926786546,0.09384574945064349,0.040072534858142744,0.08488681686881543,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,16,9750,0.328338967583606,0.23192884660559082,0.005757575757575757,0.3220338983050847,0.3252349752450707,0.06756507882898746,0.028850576530285225,0.06090799096851009,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,17,9750,0.33137108865171094,0.20537350246652572,0.0,0.0,0.30653935110426217,0.09280289894653829,0.03962723324968188,0.08415977924368478,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,17,9750,0.32841892287586855,0.23174606530420483,0.005757575757575757,0.3220338983050847,0.3253548292207465,0.06760908665688024,0.028869368060296843,0.06095708094028452,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,18,9750,0.3313807422532407,0.209703265210242,0.0,0.0,0.30660737908569535,0.09304910538982505,0.03973236444996173,0.08434503255596497,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,18,9750,0.32842367311219517,0.23175546159267088,0.005757575757575757,0.3220338983050847,0.32540320705155984,0.06758414974177962,0.028858719891301725,0.06093197656659826,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,19,9750,0.3314062060551166,0.21646121681935634,0.0,0.0,0.30706810079518887,0.09263937731887414,0.039557408817962915,0.08407809608858292,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,19,9750,0.32832388066325113,0.23193608174770966,0.005757575757575757,0.3220338983050847,0.32524748800973274,0.06758179328092484,0.028857713672476706,0.060934188765191466,19.805436772995897,0.011794871794871795,0.5646153846153846
PRQK-08-E,PRQK-08-E,CV02,20,9750,0.33140113768063534,0.20072116513976973,0.0,0.0,0.30685774813444944,0.09287743528043435,0.0396590605818278,0.08424927088567982,20.0,0.0,0.5861538461538461
A02-R-q8,A02-R-q8,CV02,20,9750,0.32844329117444426,0.23163746770025842,0.005757575757575757,0.3220338983050847,0.32538185856901425,0.06754037786612845,0.028840029113902578,0.06088737545188102,19.805436772995897,0.011794871794871795,0.5646153846153846
C06,C06,CV03,1,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,1,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,1,9750,0.04072173824461388,0.9058840782834269,0.16260162601626016,0.3448275862068966,0.0277501132875032,,,,,,
C06,C06,CV03,2,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,2,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,2,9750,0.04126620454776527,0.9029773415038104,0.17886178861788618,0.36213991769547327,0.030952957113265796,,,,,,
C06,C06,CV03,3,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,3,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,3,9750,0.0404577321882755,0.9010725946533606,0.17682926829268292,0.3670886075949367,0.02546359654797605,,,,,,
C06,C06,CV03,4,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,4,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,4,9750,0.04115988954688706,0.9020273830411668,0.17276422764227642,0.31954887218045114,0.02778907648213272,,,,,,
C06,C06,CV03,5,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,5,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,5,9750,0.04095529681990302,0.9052783617596383,0.1991869918699187,0.3726235741444867,0.03364929543341722,,,,,,
C06,C06,CV03,6,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,6,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,6,9750,0.04059320599176466,0.906509443820945,0.18902439024390244,0.3780487804878049,0.02563540808791727,,,,,,
C06,C06,CV03,7,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,7,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,7,9750,0.040666515064995856,0.908523083529604,0.18495934959349594,0.3486590038314176,0.03110356805338951,,,,,,
C06,C06,CV03,8,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,8,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,8,9750,0.04099101524438901,0.9079747772526332,0.18292682926829268,0.36885245901639346,0.03367248249312,,,,,,
C06,C06,CV03,9,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,9,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,9,9750,0.04103807775654365,0.8987149325478997,0.16056910569105692,0.3495575221238938,0.027322715666727605,,,,,,
C06,C06,CV03,10,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,10,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,10,9750,0.040435336250717324,0.903729712118897,0.1402439024390244,0.31221719457013575,0.033647142783777194,,,,,,
C06,C06,CV03,11,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,11,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,11,9750,0.04105821616170795,0.9019193683511689,0.16666666666666666,0.33884297520661155,0.03069672469865025,,,,,,
C06,C06,CV03,12,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,12,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,12,9750,0.04142431069884981,0.9050184239690745,0.16260162601626016,0.3252032520325203,0.03301808198918009,,,,,,
C06,C06,CV03,13,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,13,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,13,9750,0.040926003294820094,0.9009113410155488,0.16666666666666666,0.3459915611814346,0.025424890434631687,,,,,,
C06,C06,CV03,14,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,14,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,14,9750,0.04115822647557716,0.9071579710450378,0.20528455284552846,0.3726937269372694,0.03444737565512848,,,,,,
C06,C06,CV03,15,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,15,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,15,9750,0.04092393742727522,0.8964454165766543,0.11178861788617886,0.275,0.028310674242327794,,,,,,
C06,C06,CV03,16,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,16,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,16,9750,0.041064508832547655,0.902136275899376,0.11585365853658537,0.28217821782178215,0.027543798806126694,,,,,,
C06,C06,CV03,17,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,17,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
C02,C02,CV03,17,9750,0.04075211654606947,0.9057564145797,0.16666666666666666,0.31906614785992216,0.028071296134268436,,,,,,
C06,C06,CV03,18,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.0060257675323081815,0.0025730284099066214,0.0013213922239785928,19.467516966857435,0.055384615384615386,0.07897435897435898
BASELINE,BASELINE,CV03,18,9750,0.048902959776609876,0.8399231075914129,0.22357723577235772,0.36666666666666664,0.03482798330118677,0.08614017269452572,0.03678222075261128,0.06259856031565074,19.467516966857435,0.055384615384615386,0.07897435897435898
