model_id,config_id,fold_id,seed_index,validation_rows,brier,auroc,recall,precision,ece,rmse,nrmse,mae,mean_regret_m_s,infeasible_selection_rate,no_predicted_feasible_rate
C02,C02,CV01,11,6500,0.11322466297902364,0.9656315143441431,0.7259993167065254,0.9734310581768209,0.18307256665911234,,,,,,
C06,C06,CV01,12,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.035541521155571944,0.015176380962966552,0.011451556126719881,9.29397319264077,0.010769230769230769,0.14153846153846153
BASELINE,BASELINE,CV01,12,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.07245273513898275,0.030937626599184902,0.04580385707423244,9.29397319264077,0.010769230769230769,0.14153846153846153
C02,C02,CV01,12,6500,0.11315582590490693,0.9698542890530285,0.7263409634437991,0.9712197350388305,0.182763987811551,,,,,,
C06,C06,CV01,13,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.035541521155571944,0.015176380962966552,0.011451556126719881,9.29397319264077,0.010769230769230769,0.14153846153846153
BASELINE,BASELINE,CV01,13,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.07245273513898275,0.030937626599184902,0.04580385707423244,9.29397319264077,0.010769230769230769,0.14153846153846153
C02,C02,CV01,13,6500,0.1266553241689468,0.9645581431016954,0.7085753331055689,0.9705194197473093,0.19260427507292827,,,,,,
C06,C06,CV01,14,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.035541521155571944,0.015176380962966552,0.011451556126719881,9.29397319264077,0.010769230769230769,0.14153846153846153
BASELINE,BASELINE,CV01,14,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.07245273513898275,0.030937626599184902,0.04580385707423244,9.29397319264077,0.010769230769230769,0.14153846153846153
C02,C02,CV01,14,6500,0.11096759911270854,0.9632125445261892,0.7311240177656303,0.9714026327734907,0.18042666470469798,,,,,,
C06,C06,CV01,15,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.035541521155571944,0.015176380962966552,0.011451556126719881,9.29397319264077,0.010769230769230769,0.14153846153846153
BASELINE,BASELINE,CV01,15,6500,0.04932996061596233,0.9845976892135344,0.9111718483088487,0.9844961240310077,0.09126005604771692,0.07245273513898275,0.030937626599184902,0.04580385707423244,9.29397319264077,0.010769230769230769,0.14153846153846153
C02,C02,CV01,15,6500,0.10754651225397106,0.9672453242541167,0.7239494362828836,0.9769479022591055,0.1699574259113204,,,,,,
